transaction_id,order_id,merchant_id,customer_id,order_date,order_amount,currency,payment_method,payment_count,payment_total,payment_statuses,payment_dates,payment_ids,payment_methods,bank_transaction_count,bank_total,bank_references,bank_dates,bank_transaction_types,settlement_count,settlement_gross_total,settlement_fee_total,settlement_tax_total,settlement_adjustment_total,settlement_refund_total,settlement_chargeback_total,settlement_net_total,settlement_dates,settlement_ids,settlement_references,settlement_statuses,clean_payment_dates,clean_payment_total,clean_settlement_date,clean_settlement_gross,clean_settlement_fee,clean_settlement_tax,clean_settlement_adjustment,clean_settlement_refund,clean_settlement_chargeback,clean_settlement_net,clean_bank_reference
TXN00560,ORD00560,MERCHANT_004,CUST0079,2026-03-23,1499,INR,UPI,1.0,1499.0,SUCCESS,2026-03-23,PAY00560,UPI,1,1499,TXN00560,2026-03-23,CREDIT,1.0,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,2026-03-25,SET00560,SET00560,SETTLED,2026-03-23,1499,2026-03-25,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,TXN00560
TXN00561,ORD00561,MERCHANT_001,CUST0047,2026-03-20,2499,INR,NETBANKING,1.0,2499.0,SUCCESS,2026-03-21,PAY00561,NETBANKING,1,2499,TXN00561,2026-03-21,CREDIT,1.0,2499.0,44.98,8.1,0.0,0.0,0.0,1249.5,2026-03-21,SET00561,SET00561,SETTLED,2026-03-21,2499,2026-03-21,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,TXN00561
TXN00562,ORD00562,MERCHANT_001,CUST0139,2026-02-03,299,INR,CARD,1.0,299.0,SUCCESS,2026-02-03,PAY00562,CARD,1,299,TXN00562,2026-02-03,CREDIT,1.0,299.0,4.48,0.81,0.0,0.0,0.0,293.71,2026-02-04,SET00562,SET00562,SETTLED,2026-02-03,299,2026-02-04,299.0,4.48,0.81,0.0,0.0,0.0,293.71,TXN00562
TXN00563,ORD00563,MERCHANT_004,CUST0221,2026-05-23,2999,INR,WALLET,1.0,2999.0,SUCCESS,2026-05-25,PAY00563,WALLET,1,2999,TXN00563,2026-05-25,CREDIT,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,2026-05-26,SET00563,SET00563,SETTLED,2026-05-25,2999,2026-05-26,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,TXN00563
TXN00564,ORD00564,MERCHANT_001,CUST0053,2026-01-23,1499,INR,UPI,1.0,1499.0,SUCCESS,2026-01-23,PAY00564,UPI,1,1499,TXN00564,2026-01-23,CREDIT,1.0,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,2026-01-26,SET00564,SET00564,SETTLED,2026-01-23,1499,2026-01-26,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,TXN00564
TXN00565,ORD00565,MERCHANT_004,CUST0167,2026-01-04,999,INR,WALLET,1.0,999.0,SUCCESS,2026-01-05,PAY00565,WALLET,1,999,TXN00565,2026-01-05,CREDIT,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,2026-01-06,SET00565,SET00565,SETTLED,2026-01-05,999,2026-01-06,999.0,11.99,2.16,0.0,0.0,0.0,984.85,TXN00565
TXN00566,ORD00566,MERCHANT_001,CUST0199,2026-05-24,799,INR,CARD,1.0,799.0,SUCCESS,2026-05-24,PAY00566,CARD,1,799,TXN00566,2026-05-24,CREDIT,1.0,799.0,7.99,1.44,0.0,0.0,0.0,789.57,2026-05-26,SET00566,SET00566,SETTLED,2026-05-24,799,2026-05-26,799.0,7.99,1.44,0.0,0.0,0.0,789.57,TXN00566
TXN00567,ORD00567,MERCHANT_002,CUST0195,2026-02-05,999,INR,NETBANKING,1.0,999.0,SUCCESS,2026-02-07,PAY00567,NETBANKING,1,999,TXN00567,2026-02-07,CREDIT,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,2026-02-06,SET00567,SET00567,SETTLED,2026-02-07,999,2026-02-06,999.0,19.98,3.6,0.0,0.0,0.0,975.42,TXN00567
TXN00568,ORD00568,MERCHANT_004,CUST0138,2026-02-07,299,INR,CARD,1.0,299.0,SUCCESS,2026-02-07,PAY00568,CARD,1,299,TXN00568,2026-02-07,CREDIT,1.0,299.0,4.48,0.81,0.0,0.0,0.0,293.71,2026-02-09,SET00568,SET00568,SETTLED,2026-02-07,299,2026-02-09,299.0,4.48,0.81,0.0,0.0,0.0,293.71,TXN00568
TXN00569,ORD00569,MERCHANT_003,CUST0223,2026-04-18,999,INR,WALLET,1.0,999.0,SUCCESS,2026-04-20,PAY00569,WALLET,1,999,TXN00569,2026-04-20,CREDIT,1.0,999.0,17.98,3.24,0.0,0.0,0.0,977.78,2026-04-19,SET00569,SET00569,SETTLED,2026-04-20,999,2026-04-19,999.0,17.98,3.24,0.0,0.0,0.0,977.78,TXN00569
TXN00570,ORD00570,MERCHANT_003,CUST0040,2026-03-06,799,INR,WALLET,1.0,799.0,SUCCESS,2026-03-06,PAY00570,WALLET,1,799,TXN00570,2026-03-06,CREDIT,1.0,799.0,15.98,2.88,0.0,0.0,0.0,780.14,2026-03-07,SET00570,SET00570,SETTLED,2026-03-06,799,2026-03-07,799.0,15.98,2.88,0.0,0.0,0.0,780.14,TXN00570
TXN00571,ORD00571,MERCHANT_004,CUST0101,2026-01-28,499,INR,NETBANKING,1.0,499.0,SUCCESS,2026-01-29,PAY00571,NETBANKING,1,499,TXN00571,2026-01-29,CREDIT,1.0,499.0,4.99,0.9,0.0,0.0,0.0,493.11,2026-01-30,SET00571,SET00571,SETTLED,2026-01-29,499,2026-01-30,499.0,4.99,0.9,0.0,0.0,0.0,493.11,TXN00571
TXN00572,ORD00572,MERCHANT_004,CUST0004,2026-03-27,9999,INR,WALLET,1.0,9999.0,SUCCESS,2026-03-27,PAY00572,WALLET,1,9999,TXN00572,2026-03-27,CREDIT,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,2026-03-30,SET00572,SET00572,SETTLED,2026-03-27,9999,2026-03-30,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,TXN00572
TXN00573,ORD00573,MERCHANT_004,CUST0169,2026-03-27,1999,INR,CARD,1.0,1999.0,SUCCESS,2026-03-29,PAY00573,CARD,1,1999,TXN00573,2026-03-29,CREDIT,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,2026-03-29,SET00573,SET00573,SETTLED,2026-03-29,1999,2026-03-29,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,TXN00573
TXN00574,ORD00574,MERCHANT_003,CUST0154,2026-06-04,5999,INR,CARD,1.0,5999.0,SUCCESS,2026-06-05,PAY00574,CARD,1,5999,TXN00574,2026-06-05,CREDIT,1.0,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,2026-06-05,SET00574,SET00574,SETTLED,2026-06-05,5999,2026-06-05,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,TXN00574
TXN00575,ORD00575,MERCHANT_003,CUST0246,2026-02-15,1999,INR,NETBANKING,1.0,1999.0,SUCCESS,2026-02-15,PAY00575,NETBANKING,1,1999,TXN00575,2026-02-15,CREDIT,1.0,1999.0,29.98,5.4,0.0,0.0,0.0,1963.62,2026-02-16,SET00575,SET00575,SETTLED,2026-02-15,1999,2026-02-16,1999.0,29.98,5.4,0.0,0.0,0.0,1963.62,TXN00575
TXN00576,ORD00576,MERCHANT_004,CUST0150,2026-05-28,7999,INR,CARD,1.0,7999.0,SUCCESS,2026-05-29,PAY00576,CARD,1,7999,TXN00576,2026-05-29,CREDIT,1.0,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,2026-05-30,SET00576,SET00576,SETTLED,2026-05-29,7999,2026-05-30,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,TXN00576
TXN00577,ORD00577,MERCHANT_004,CUST0167,2026-03-13,9999,INR,WALLET,1.0,9999.0,SUCCESS,2026-03-15,PAY00577,WALLET,1,9999,TXN00577,2026-03-15,CREDIT,1.0,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,2026-03-16,SET00577,SET00577,SETTLED,2026-03-15,9999,2026-03-16,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,TXN00577
TXN00578,ORD00578,MERCHANT_001,CUST0187,2026-05-25,799,INR,CARD,1.0,799.0,SUCCESS,2026-05-25,PAY00578,CARD,1,799,TXN00578,2026-05-25,CREDIT,1.0,799.0,79.9,2.88,0.0,0.0,0.0,716.22,2026-05-26,SET00578,SET00578,SETTLED,2026-05-25,799,2026-05-26,799.0,15.98,2.88,0.0,0.0,0.0,780.14,TXN00578
TXN00579,ORD00579,MERCHANT_001,CUST0282,2026-04-29,5999,INR,CARD,1.0,5999.0,SUCCESS,2026-04-30,PAY00579,CARD,1,5999,TXN00579,2026-04-30,CREDIT,1.0,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,2026-05-01,SET00579,SET00579,SETTLED,2026-04-30,5999,2026-05-01,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,TXN00579
TXN00580,ORD00580,MERCHANT_003,CUST0225,2026-06-27,299,INR,WALLET,1.0,299.0,SUCCESS,2026-06-27,PAY00580,WALLET,1,299,TXN00580,2026-06-27,CREDIT,1.0,299.0,5.38,0.97,0.0,0.0,0.0,292.65,2026-06-30,SET00580,SET00580,SETTLED,2026-06-27,299,2026-06-30,299.0,5.38,0.97,0.0,0.0,0.0,292.65,TXN00580
TXN00581,ORD00581,MERCHANT_002,CUST0256,2026-06-12,999,INR,CARD,1.0,999.0,SUCCESS,2026-06-12,PAY00581,CARD,1,999,TXN00581,2026-06-12,CREDIT,1.0,999.0,9.99,1.8,0.0,0.0,0.0,987.21,2026-06-14,SET00581,SET00581,SETTLED,2026-06-12,999,2026-06-14,999.0,9.99,1.8,0.0,0.0,0.0,987.21,TXN00581
TXN00582,ORD00582,MERCHANT_002,CUST0130,2026-04-19,7999,INR,WALLET,1.0,7999.0,SUCCESS,2026-04-20,PAY00582,WALLET,1,7999,TXN00582,2026-04-20,CREDIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2026-04-20,7999,2026-04-21,7999.0,79.99,14.4,0.0,0.0,0.0,7904.61,TXN00582
TXN00583,ORD00583,MERCHANT_004,CUST0038,2026-06-03,2499,INR,WALLET,1.0,2499.0,SUCCESS,2026-06-05,PAY00583,WALLET,1,2499,TXN00583,2026-06-05,CREDIT,1.0,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,2026-06-04,SET00583,SET00583,SETTLED,2026-06-05,2499,2026-06-04,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,TXN00583
TXN00584,ORD00584,MERCHANT_005,CUST0274,2026-06-27,1999,INR,UPI,1.0,1999.0,SUCCESS,2026-06-28,PAY00584,UPI,1,1999,TXN00584,2026-06-28,CREDIT,1.0,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,2026-06-28,SET00584,SET00584,SETTLED,2026-06-28,1999,2026-06-28,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,TXN00584
TXN00585,ORD00585,MERCHANT_005,CUST0185,2026-06-02,4999,INR,UPI,1.0,4999.0,SUCCESS,2026-06-04,PAY00585,UPI,1,4999,TXN00585,2026-06-04,CREDIT,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,2026-06-04,SET00585,SET00585,SETTLED,2026-06-04,4999,2026-06-04,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,TXN00585
TXN00586,ORD00586,MERCHANT_002,CUST0056,2026-06-18,4999,INR,NETBANKING,1.0,4999.0,SUCCESS,2026-06-20,PAY00586,NETBANKING,1,4999,TXN00586,2026-06-20,CREDIT,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,2999.4,2026-06-21,SET00586,SET00586,SETTLED,2026-06-20,4999,2026-06-21,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,TXN00586
TXN00587,ORD00587,MERCHANT_005,CUST0086,2026-01-12,3999,INR,WALLET,1.0,3999.0,SUCCESS,2026-01-12,PAY00587,WALLET,1,3999,TXN00587,2026-01-12,CREDIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2026-01-12,3999,2026-01-14,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,TXN00587
TXN00588,ORD00588,MERCHANT_004,CUST0170,2026-01-28,199,INR,UPI,1.0,199.0,SUCCESS,2026-01-29,PAY00588,UPI,1,199,TXN00588,2026-01-29,CREDIT,1.0,199.0,2.98,0.54,0.0,0.0,0.0,195.48,2026-01-31,SET00588,SET00588,SETTLED,2026-01-29,199,2026-01-31,199.0,2.98,0.54,0.0,0.0,0.0,195.48,TXN00588
TXN00589,ORD00589,MERCHANT_002,CUST0133,2026-05-11,5999,INR,CARD,1.0,5999.0,SUCCESS,2026-05-12,PAY00589,CARD,1,5999,TXN00589,2026-05-12,CREDIT,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,2026-05-12,SET00589,SET00589,SETTLED,2026-05-12,5999,2026-05-12,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,TXN00589
TXN00590,ORD00590,MERCHANT_003,CUST0229,2026-04-11,2499,INR,CARD,1.0,2499.0,SUCCESS,2026-04-11,PAY00590,CARD,1,2499,TXN00590,2026-04-11,CREDIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2026-04-11,2499,2026-04-12,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,TXN00590
TXN00591,ORD00591,MERCHANT_001,CUST0177,2026-05-04,299,INR,NETBANKING,1.0,299.0,SUCCESS,2026-05-05,PAY00591,NETBANKING,1,299,TXN00591,2026-05-05,CREDIT,1.0,299.0,4.48,0.81,0.0,0.0,0.0,293.71,2026-05-05,SET00591,SET00591,SETTLED,2026-05-05,299,2026-05-05,299.0,4.48,0.81,0.0,0.0,0.0,293.71,TXN00591
TXN00592,ORD00592,MERCHANT_001,CUST0213,2026-01-30,9999,INR,CARD,1.0,9999.0,SUCCESS,2026-01-31,PAY00592,CARD,1,9999,TXN00592,2026-01-31,CREDIT,1.0,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,2026-01-31,SET00592,SET00592,SETTLED,2026-01-31,9999,2026-01-31,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,TXN00592
TXN00593,ORD00593,MERCHANT_003,CUST0179,2026-03-29,2499,INR,CARD,1.0,2499.0,SUCCESS,2026-03-29,PAY00593,CARD,1,2499,TXN00593,2026-03-29,CREDIT,1.0,2499.0,29.99,5.4,0.0,0.0,0.0,2463.61,2026-03-30,SET00593,SET00593,SETTLED,2026-03-29,2499,2026-03-30,2499.0,29.99,5.4,0.0,0.0,0.0,2463.61,TXN00593
TXN00594,ORD00594,MERCHANT_004,CUST0267,2026-03-31,2499,INR,UPI,1.0,2499.0,SUCCESS,2026-03-31,PAY00594,UPI,1,2499,TXN00594,2026-03-31,CREDIT,1.0,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,2026-04-02,SET00594,SET00594,SETTLED,2026-03-31,2499,2026-04-02,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,TXN00594
TXN00595,ORD00595,MERCHANT_004,CUST0225,2026-03-23,299,INR,NETBANKING,1.0,299.0,SUCCESS,2026-03-23,PAY00595,NETBANKING,1,299,TXN00595,2026-03-23,CREDIT,1.0,299.0,3.59,0.65,0.0,89.7,0.0,205.06,2026-03-25,SET00595,SET00595,SETTLED,2026-03-23,299,2026-03-25,299.0,3.59,0.65,0.0,0.0,0.0,294.76,TXN00595
TXN00596,ORD00596,MERCHANT_001,CUST0023,2026-01-06,9999,INR,NETBANKING,1.0,9999.0,SUCCESS,2026-01-06,PAY00596,NETBANKING,1,9999,TXN00596,2026-01-06,CREDIT,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,2026-01-07,SET00596,SET00596,SETTLED,2026-01-06,9999,2026-01-07,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,TXN00596
TXN00597,ORD00597,MERCHANT_002,CUST0056,2026-03-04,2999,INR,CARD,0.0,0.0,,,,,1,2999,TXN00597,2026-03-05,CREDIT,1.0,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,2026-03-05,SET00597,SET00597,SETTLED,2026-03-05,2999,2026-03-05,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,TXN00597
TXN00598,ORD00598,MERCHANT_002,CUST0283,2026-03-26,2999,INR,WALLET,1.0,2999.0,SUCCESS,2026-03-27,PAY00598,WALLET,1,2999,TXN00598,2026-03-27,CREDIT,1.0,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,2026-03-28,SET00598,SET00598,SETTLED,2026-03-27,2999,2026-03-28,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,TXN00598
TXN00599,ORD00599,MERCHANT_002,CUST0237,2026-04-14,4999,INR,CARD,1.0,4999.0,SUCCESS,2026-04-15,PAY00599,CARD,1,4999,TXN00599,2026-04-15,CREDIT,1.0,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,2026-04-17,SET00599,SET00599,SETTLED,2026-04-15,4999,2026-04-17,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,TXN00599
TXN00600,ORD00600,MERCHANT_004,CUST0096,2026-04-12,199,INR,CARD,1.0,199.0,SUCCESS,2026-04-14,PAY00600,CARD,1,199,TXN00600,2026-04-14,CREDIT,1.0,199.0,3.98,0.72,0.0,0.0,0.0,194.3,2026-04-14,SET00600,SET00600,SETTLED,2026-04-14,199,2026-04-14,199.0,3.98,0.72,0.0,0.0,0.0,194.3,TXN00600
TXN00601,ORD00601,MERCHANT_005,CUST0231,2026-04-20,1999,INR,UPI,1.0,1999.0,SUCCESS,2026-04-20,PAY00601,UPI,1,1999,TXN00601,2026-04-20,CREDIT,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,2026-04-21,SET00601,SET00601,SETTLED,2026-04-20,1999,2026-04-21,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,TXN00601
TXN00602,ORD00602,MERCHANT_002,CUST0110,2026-03-13,7999,INR,UPI,1.0,7999.0,SUCCESS,2026-03-14,PAY00602,UPI,1,7999,TXN00602,2026-03-14,CREDIT,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,2026-03-15,SET00602,SET00602,SETTLED,2026-03-14,7999,2026-03-15,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,TXN00602
TXN00603,ORD00603,MERCHANT_001,CUST0296,2026-05-18,499,INR,NETBANKING,1.0,499.0,SUCCESS,2026-05-19,PAY00603,NETBANKING,1,499,TXN00603,2026-05-19,CREDIT,1.0,499.0,7.48,1.35,0.0,0.0,0.0,490.17,2026-05-20,SET00603,SET00603,SETTLED,2026-05-19,499,2026-05-20,499.0,7.48,1.35,0.0,0.0,0.0,490.17,TXN00603
TXN00604,ORD00604,MERCHANT_002,CUST0167,2026-04-28,299,INR,NETBANKING,1.0,299.0,SUCCESS,2026-04-29,PAY00604,NETBANKING,1,299,TXN00604,2026-04-29,CREDIT,1.0,299.0,2.99,0.54,0.0,0.0,0.0,295.47,2026-05-01,SET00604,SET00604,SETTLED,2026-04-29,299,2026-05-01,299.0,2.99,0.54,0.0,0.0,0.0,295.47,TXN00604
TXN00605,ORD00605,MERCHANT_005,CUST0251,2026-06-13,1499,INR,WALLET,1.0,1499.0,SUCCESS,2026-06-15,PAY00605,WALLET,1,1499,TXN00605,2026-06-15,CREDIT,1.0,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,2026-06-15,SET00605,SET00605,SETTLED,2026-06-15,1499,2026-06-15,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,TXN00605
TXN00606,ORD00606,MERCHANT_005,CUST0201,2026-01-30,1499,INR,NETBANKING,1.0,1499.0,SUCCESS,2026-01-30,PAY00606,NETBANKING,1,1499,TXN00606,2026-01-30,CREDIT,1.0,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,2026-02-02,SET00606,SET00606,SETTLED,2026-01-30,1499,2026-02-02,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,TXN00606
TXN00607,ORD00607,MERCHANT_005,CUST0235,2026-02-14,9999,INR,NETBANKING,1.0,9999.0,FAILED,2026-02-15,PAY00607,NETBANKING,1,9999,TXN00607,2026-02-15,CREDIT,1.0,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,2026-02-15,SET00607,SET00607,SETTLED,2026-02-15,9999,2026-02-15,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,TXN00607
TXN00608,ORD00608,MERCHANT_002,CUST0044,2026-03-22,299,INR,CARD,1.0,299.0,FAILED,2026-03-23,PAY00608,CARD,1,299,TXN00608,2026-03-23,CREDIT,1.0,299.0,4.48,0.81,0.0,0.0,0.0,293.71,2026-03-24,SET00608,SET00608,SETTLED,2026-03-23,299,2026-03-24,299.0,4.48,0.81,0.0,0.0,0.0,293.71,TXN00608
TXN00609,ORD00609,MERCHANT_001,CUST0157,2026-02-16,1499,INR,CARD,1.0,1499.0,SUCCESS,2026-02-18,PAY00609,CARD,1,1499,TXN00609,2026-02-18,CREDIT,1.0,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,2026-02-18,SET00609,SET00609,SETTLED,2026-02-18,1499,2026-02-18,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,TXN00609
TXN00610,ORD00610,MERCHANT_004,CUST0262,2026-04-18,3999,INR,CARD,1.0,3999.0,SUCCESS,2026-04-18,PAY00610,CARD,1,3999,TXN00610,2026-04-18,CREDIT,1.0,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,2026-04-21,SET00610,SET00610,SETTLED,2026-04-18,3999,2026-04-21,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,TXN00610
TXN00611,ORD00611,MERCHANT_004,CUST0295,2026-04-19,499,INR,WALLET,1.0,499.0,SUCCESS,2026-04-21,PAY00611,WALLET,1,499,TXN00611,2026-04-21,CREDIT,1.0,499.0,7.48,1.35,0.0,0.0,0.0,490.17,2026-04-22,SET00611,SET00611,SETTLED,2026-04-21,499,2026-04-22,499.0,7.48,1.35,0.0,0.0,0.0,490.17,TXN00611
TXN00612,ORD00612,MERCHANT_002,CUST0276,2026-05-23,499,INR,WALLET,1.0,499.0,SUCCESS,2026-05-23,PAY00612,WALLET,1,499,TXN00612,2026-05-23,CREDIT,1.0,499.0,7.48,1.35,0.0,0.0,0.0,490.17,2026-05-25,SET00612,SET00612,SETTLED,2026-05-23,499,2026-05-25,499.0,7.48,1.35,0.0,0.0,0.0,490.17,TXN00612
TXN00613,ORD00613,MERCHANT_002,CUST0148,2026-02-17,1499,INR,WALLET,1.0,1499.0,SUCCESS,2026-02-17,PAY00613,WALLET,1,1499,TXN00613,2026-02-17,CREDIT,1.0,1499.0,104.93,4.86,0.0,0.0,0.0,1389.21,2026-02-18,SET00613,SET00613,SETTLED,2026-02-17,1499,2026-02-18,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,TXN00613
TXN00614,ORD00614,MERCHANT_003,CUST0028,2026-01-03,2499,INR,CARD,1.0,2499.0,SUCCESS,2026-01-04,PAY00614,CARD,1,2499,TXN00614,2026-01-04,CREDIT,1.0,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,2026-01-05,SET00614,SET00614,SETTLED,2026-01-04,2499,2026-01-05,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,TXN00614
TXN00615,ORD00615,MERCHANT_004,CUST0100,2026-05-24,2999,INR,WALLET,1.0,2999.0,SUCCESS,2026-05-26,PAY00615,WALLET,1,2999,TXN00615,2026-05-26,CREDIT,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,1935.3,2026-05-25,SET00615,SET00615,SETTLED,2026-05-26,2999,2026-05-25,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,TXN00615
TXN00616,ORD00616,MERCHANT_004,CUST0210,2026-04-17,5999,INR,WALLET,1.0,5999.0,SUCCESS,2026-04-19,PAY00616,WALLET,1,5999,TXN00616,2026-04-19,CREDIT,1.0,5999.0,89.98,16.2,0.0,0.0,0.0,4892.82,2026-04-19,SET00616,SET00616,SETTLED,2026-04-19,5999,2026-04-19,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,TXN00616
TXN00617,ORD00617,MERCHANT_002,CUST0251,2026-01-22,3999,INR,UPI,1.0,3999.0,SUCCESS,2026-01-23,PAY00617,UPI,1,3999,TXN00617,2026-01-23,CREDIT,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,2026-01-24,SET00617,SET00617,SETTLED,2026-01-23,3999,2026-01-24,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,TXN00617
TXN00618,ORD00618,MERCHANT_003,CUST0113,2026-01-09,999,INR,CARD,2.0,1298.7,SUCCESS,2026-01-09,PAY00618|PAY00618_PART2,CARD,1,999,TXN00618,2026-01-09,CREDIT,1.0,999.0,14.98,2.7,0.0,0.0,0.0,981.32,2026-01-12,SET00618,SET00618,SETTLED,2026-01-09,999,2026-01-12,999.0,14.98,2.7,0.0,0.0,0.0,981.32,TXN00618
TXN00619,ORD00619,MERCHANT_003,CUST0276,2026-02-13,7999,INR,WALLET,1.0,7999.0,SUCCESS,2026-02-13,PAY00619,WALLET,1,7999,TXN00619,2026-02-13,CREDIT,1.0,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,2026-02-14,SET00619,SET00619,SETTLED,2026-02-13,7999,2026-02-14,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,TXN00619
TXN00620,ORD00620,MERCHANT_004,CUST0290,2026-05-21,2999,INR,UPI,1.0,2999.0,SUCCESS,2026-05-21,PAY00620,UPI,1,2999,TXN00620,2026-05-21,CREDIT,1.0,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,2026-05-22,SET00620,SET00620,SETTLED,2026-05-21,2999,2026-05-22,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,TXN00620
TXN00621,ORD00621,MERCHANT_001,CUST0294,2026-03-10,7999,INR,NETBANKING,1.0,7999.0,SUCCESS,2026-03-12,PAY00621,NETBANKING,1,7999,TXN00621,2026-03-12,CREDIT,1.0,7999.0,79.99,14.4,0.0,0.0,0.0,7904.61,2026-03-12,SET00621,SET00621,SETTLED,2026-03-12,7999,2026-03-12,7999.0,79.99,14.4,0.0,0.0,0.0,7904.61,TXN00621
TXN00622,ORD00622,MERCHANT_001,CUST0278,2026-04-23,2999,INR,CARD,1.0,2999.0,SUCCESS,2026-04-23,PAY00622,CARD,1,2999,TXN00622,2026-04-23,CREDIT,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,2026-04-25,SET00622,SET00622,SETTLED,2026-04-23,2999,2026-04-25,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,TXN00622
TXN00623,ORD00623,MERCHANT_001,CUST0218,2026-06-17,7999,INR,CARD,1.0,7999.0,SUCCESS,2026-06-17,PAY00623,CARD,1,7999,TXN00623,2026-06-17,CREDIT,1.0,7999.0,95.99,17.28,0.0,0.0,0.0,7635.73,2026-06-18,SET00623,SET00623,SETTLED,2026-06-17,7999,2026-06-18,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,TXN00623
TXN00624,ORD00624,MERCHANT_001,CUST0153,2026-04-26,999,INR,NETBANKING,1.0,999.0,SUCCESS,2026-04-26,PAY00624,NETBANKING,1,999,TXN00624,2026-04-26,CREDIT,1.0,999.0,14.98,2.7,0.0,0.0,0.0,981.32,2026-04-28,SET00624,SET00624,SETTLED,2026-04-26,999,2026-04-28,999.0,14.98,2.7,0.0,0.0,0.0,981.32,TXN00624
