transaction_id,order_id,order_amount,payment_count,payment_total,payment_dates,clean_payment_dates,bank_references,settlement_dates,clean_settlement_date,bank_transaction_count,bank_total,settlement_count,settlement_gross_total,settlement_fee_total,settlement_tax_total,settlement_adjustment_total,settlement_refund_total,settlement_chargeback_total,settlement_net_total,status,exception_type,reason,difference,clean_settlement_net,clean_settlement_gross,clean_settlement_fee,clean_settlement_tax,clean_settlement_adjustment,clean_settlement_refund,clean_settlement_chargeback
TXN00495,ORD00495,4999,1.0,4999.0,2026-05-01,2026-05-01,TXN00495,2026-05-01,2026-05-01,1,4999,1.0,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4910.52,4999.0,74.98,13.5,0.0,0.0,0.0
TXN00496,ORD00496,799,1.0,799.0,2026-03-02,2026-03-02,TXN00496,2026-03-02,2026-03-02,1,799,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,784.86,799.0,11.98,2.16,0.0,0.0,0.0
TXN00497,ORD00497,799,0.0,0.0,,2026-03-12,TXN00497,2026-03-13,2026-03-13,1,799,1.0,799.0,7.99,1.44,0.0,0.0,0.0,789.57,EXCEPTION,MISSING_PAYMENT,No payment record exists for the transaction.,799.0,789.57,799.0,7.99,1.44,0.0,0.0,0.0
TXN00498,ORD00498,7999,1.0,7999.0,2026-06-07,2026-06-07,TXN00498,2026-06-08,2026-06-08,1,7999,1.0,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7810.22,7999.0,159.98,28.8,0.0,0.0,0.0
TXN00499,ORD00499,299,1.0,299.0,2026-01-18,2026-01-18,TXN00499,2026-01-20,2026-01-20,1,299,1.0,299.0,2.99,0.54,0.0,0.0,0.0,295.47,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,295.47,299.0,2.99,0.54,0.0,0.0,0.0
TXN00500,ORD00500,5999,1.0,5999.0,2026-07-04,2026-06-24,TXN00500,2026-06-25,2026-06-25,1,5999,1.0,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,EXCEPTION,DATE_MISMATCH,Payment date differs from the clean reference date.,0.0,5892.82,5999.0,89.98,16.2,0.0,0.0,0.0
TXN00501,ORD00501,2499,1.0,2499.0,2026-04-13,2026-04-13,TXN00501,2026-04-15,2026-04-15,1,2499,1.0,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2469.51,2499.0,24.99,4.5,0.0,0.0,0.0
TXN00502,ORD00502,499,1.0,499.0,2026-01-16,2026-01-16,TXN00502,2026-01-16,2026-01-16,1,499,1.0,499.0,8.98,1.62,0.0,0.0,0.0,0.0,EXCEPTION,AMOUNT_MISMATCH,Settlement net amount differs from the clean reference amount.,488.4,488.4,499.0,8.98,1.62,0.0,0.0,0.0
TXN00503,ORD00503,3999,1.0,3999.0,2026-03-23,2026-03-23,TXN00503,2026-03-25,2026-03-25,1,3999,1.0,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3914.06,3999.0,71.98,12.96,0.0,0.0,0.0
TXN00504,ORD00504,4999,1.0,4999.0,2026-02-07,2026-02-07,TXN00504,2026-02-07,2026-02-07,1,4999,1.0,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4928.21,4999.0,59.99,10.8,0.0,0.0,0.0
TXN00505,ORD00505,199,1.0,199.0,2026-03-12,2026-03-12,TXN00505,2026-03-14,2026-03-14,1,199,1.0,199.0,3.58,0.64,0.0,0.0,0.0,194.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,194.78,199.0,3.58,0.64,0.0,0.0,0.0
TXN00506,ORD00506,199,1.0,199.0,2026-05-07,2026-05-07,TXN00506,2026-05-10,2026-05-10,1,199,1.0,199.0,3.58,0.64,0.0,0.0,0.0,194.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,194.78,199.0,3.58,0.64,0.0,0.0,0.0
TXN00507,ORD00507,5999,2.0,11998.0,2026-03-24,2026-03-24,TXN00507,2026-03-24,2026-03-24,1,5999,1.0,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,EXCEPTION,DUPLICATE_PAYMENT,Duplicate payment record detected.,5999.0,5871.58,5999.0,107.98,19.44,0.0,0.0,0.0
TXN00508,ORD00508,1999,1.0,1999.0,2026-03-18,2026-03-18,TXN00508,2026-03-19,2026-03-19,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1206.54,EXCEPTION,AMOUNT_MISMATCH,Settlement net amount differs from the clean reference amount.,750.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00509,ORD00509,9999,2.0,19998.0,2026-03-03,2026-03-03,TXN00509,2026-03-04,2026-03-04,1,9999,1.0,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,EXCEPTION,DUPLICATE_PAYMENT,Duplicate payment record detected.,9999.0,9822.02,9999.0,149.98,27.0,0.0,0.0,0.0
TXN00510,ORD00510,199,1.0,199.0,2026-04-29,2026-04-29,TXN00510,2026-05-02,2026-05-02,1,199,1.0,199.0,1.99,0.36,0.0,0.0,0.0,196.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,196.65,199.0,1.99,0.36,0.0,0.0,0.0
TXN00511,ORD00511,499,1.0,499.0,2026-05-16,2026-05-16,TXN00511,2026-05-17,2026-05-17,1,499,1.0,499.0,7.48,1.35,0.0,0.0,0.0,490.17,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,490.17,499.0,7.48,1.35,0.0,0.0,0.0
TXN00512,ORD00512,1499,1.0,1499.0,2026-02-22,2026-02-22,TXN00512,2026-02-24,2026-02-24,1,1499,1.0,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1467.16,1499.0,26.98,4.86,0.0,0.0,0.0
TXN00513,ORD00513,2999,1.0,2999.0,2026-01-26,2026-01-26,TXN00513,2026-01-25,2026-01-25,1,2999,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2935.3,2999.0,53.98,9.72,0.0,0.0,0.0
TXN00514,ORD00514,4999,1.0,4999.0,2026-04-07,2026-04-07,TXN00514,2026-04-09,2026-04-09,1,4999,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4940.01,4999.0,49.99,9.0,0.0,0.0,0.0
TXN00515,ORD00515,5999,1.0,5999.0,2026-06-01,2026-06-01,TXN00515,2026-06-02,2026-06-02,1,5999,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00516,ORD00516,999,1.0,999.0,2026-03-27,2026-03-27,TXN00516,2026-03-28,2026-03-28,1,999,1.0,999.0,14.98,2.7,0.0,299.7,0.0,681.62,EXCEPTION,REFUND,Settlement contains a refund.,299.7,981.32,999.0,14.98,2.7,0.0,0.0,0.0
TXN00517,ORD00517,5999,1.0,5999.0,2026-01-31,2026-01-31,TXN00517,2026-02-01,2026-02-01,1,5999,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,4199.3,EXCEPTION,PARTIAL_SETTLEMENT,Settlement net amount is 70% of gross amount.,1799.7,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00518,ORD00518,799,1.0,799.0,2026-06-30,2026-06-30,TXN00518,2026-07-02,2026-07-02,1,799,1.0,799.0,15.98,2.88,0.0,0.0,0.0,780.14,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,780.14,799.0,15.98,2.88,0.0,0.0,0.0
TXN00519,ORD00519,7999,1.0,7999.0,2026-03-24,2026-03-24,TXN00519,2026-03-25,2026-03-25,1,7999,1.0,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7810.22,7999.0,159.98,28.8,0.0,0.0,0.0
TXN00520,ORD00520,4999,1.0,4999.0,2026-05-17,2026-05-17,TXN00520,2026-05-19,2026-05-19,1,4999,1.0,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4892.82,4999.0,89.98,16.2,0.0,0.0,0.0
TXN00521,ORD00521,2999,1.0,2999.0,2026-04-05,2026-04-05,TXN00521,2026-04-04,2026-04-04,1,2999,1.0,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2956.53,2999.0,35.99,6.48,0.0,0.0,0.0
TXN00522,ORD00522,7999,1.0,7999.0,2026-05-02,2026-05-02,TXN00522,2026-05-03,2026-05-03,1,7999,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7857.42,7999.0,119.98,21.6,0.0,0.0,0.0
TXN00523,ORD00523,1999,1.0,1999.0,2026-03-23,2026-03-23,TXN00523,2026-03-29,2026-03-24,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,EXCEPTION,SETTLEMENT_DELAY,Settlement date differs from the clean reference date.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00524,ORD00524,199,1.0,199.0,2026-02-09,2026-02-09,TXN00524,2026-02-10,2026-02-10,1,199,1.0,199.0,3.58,0.64,0.0,0.0,0.0,0.0,EXCEPTION,AMOUNT_MISMATCH,Settlement net amount differs from the clean reference amount.,194.78,194.78,199.0,3.58,0.64,0.0,0.0,0.0
TXN00525,ORD00525,5999,1.0,5999.0,2026-05-30,2026-05-30,TXN00525,2026-05-30,2026-05-30,1,5999,1.0,5999.0,71.99,12.96,0.0,0.0,0.0,5914.05,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5914.05,5999.0,71.99,12.96,0.0,0.0,0.0
TXN00526,ORD00526,1499,1.0,1499.0,2026-02-20,2026-02-20,TXN00526,2026-02-21,2026-02-21,1,1499,1.0,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1463.62,1499.0,29.98,5.4,0.0,0.0,0.0
TXN00527,ORD00527,2499,1.0,2499.0,2026-03-04,2026-03-04,TXN00527,2026-03-05,2026-03-05,1,2499,1.0,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2454.77,2499.0,37.48,6.75,0.0,0.0,0.0
TXN00528,ORD00528,5999,1.0,5999.0,2026-06-14,2026-06-14,TXN00528,2026-06-16,2026-06-16,1,5999,1.0,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,EXCEPTION,FAILED_PAYMENT,Payment status is FAILED.,5999.0,5871.58,5999.0,107.98,19.44,0.0,0.0,0.0
TXN00529,ORD00529,499,1.0,499.0,2026-04-01,2026-04-01,TXN00529,2026-04-02,2026-04-02,1,499,2.0,998.0,9.98,1.8,0.0,0.0,0.0,986.22,EXCEPTION,DUPLICATE_SETTLEMENT,Duplicate settlement record detected.,-11.78,493.11,499.0,4.99,0.9,0.0,0.0,0.0
TXN00530,ORD00530,2999,1.0,2999.0,2026-02-17,2026-02-17,TXN00530,2026-02-20,2026-02-20,1,2999,1.0,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2928.22,2999.0,59.98,10.8,0.0,0.0,0.0
TXN00531,ORD00531,9999,1.0,9999.0,2026-01-21,2026-01-21,TXN00531,2026-01-21,2026-01-21,1,9999,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9857.41,9999.0,119.99,21.6,0.0,0.0,0.0
TXN00532,ORD00532,9999,1.0,9999.0,2026-02-05,2026-02-05,TXN00532,2026-02-06,2026-02-06,1,9999,1.0,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9763.02,9999.0,199.98,36.0,0.0,0.0,0.0
TXN00533,ORD00533,799,1.0,799.0,2026-01-03,2026-01-03,TXN00533,2026-01-04,2026-01-04,1,799,1.0,799.0,15.98,2.88,0.0,0.0,0.0,780.14,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,780.14,799.0,15.98,2.88,0.0,0.0,0.0
TXN00534,ORD00534,4999,1.0,4999.0,2026-06-08,2026-06-08,TXN00534,2026-06-10,2026-06-10,1,4999,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4940.01,4999.0,49.99,9.0,0.0,0.0,0.0
TXN00535,ORD00535,2999,1.0,2999.0,2026-01-03,2026-01-03,TXN00535,2026-01-03,2026-01-03,1,2999,1.0,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2963.61,2999.0,29.99,5.4,0.0,0.0,0.0
TXN00536,ORD00536,5999,1.0,5999.0,2026-05-17,2026-05-17,TXN00536,2026-05-18,2026-05-18,1,5999,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00537,ORD00537,2999,1.0,2999.0,2026-01-05,2026-01-05,TXN00537,2026-01-08,2026-01-08,1,2999,1.0,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2956.53,2999.0,35.99,6.48,0.0,0.0,0.0
TXN00538,ORD00538,2999,1.0,2999.0,2026-01-27,2026-01-27,TXN00538,2026-01-27,2026-01-27,1,2999,1.0,2999.0,44.98,8.1,0.0,0.0,0.0,2945.92,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2945.92,2999.0,44.98,8.1,0.0,0.0,0.0
TXN00539,ORD00539,2999,1.0,2999.0,2026-06-08,2026-06-08,TXN00539,2026-06-10,2026-06-10,1,2999,2.0,5998.0,89.96,16.2,0.0,0.0,0.0,5891.84,EXCEPTION,DUPLICATE_SETTLEMENT,Duplicate settlement record detected.,-106.16,2945.92,2999.0,44.98,8.1,0.0,0.0,0.0
TXN00540,ORD00540,299,1.0,299.0,2026-04-13,2026-04-13,TXN00540,2026-04-14,2026-04-14,1,299,1.0,299.0,5.38,0.97,0.0,0.0,0.0,292.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,292.65,299.0,5.38,0.97,0.0,0.0,0.0
TXN00541,ORD00541,799,1.0,799.0,2026-05-26,2026-05-26,TXN00541,2026-05-27,2026-05-27,1,799,1.0,799.0,9.59,1.73,0.0,0.0,0.0,787.68,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,787.68,799.0,9.59,1.73,0.0,0.0,0.0
TXN00542,ORD00542,9999,1.0,9999.0,2026-06-18,2026-06-18,TXN00542,2026-06-19,2026-06-19,1,9999,1.0,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9763.02,9999.0,199.98,36.0,0.0,0.0,0.0
TXN00543,ORD00543,1999,1.0,1999.0,2026-04-08,2026-04-08,TXN00543,2026-04-09,2026-04-09,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00544,ORD00544,499,1.0,499.0,2026-06-30,2026-06-30,TXN00544,2026-06-30,2026-06-30,1,499,1.0,499.0,9.98,1.8,0.0,0.0,0.0,487.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,487.22,499.0,9.98,1.8,0.0,0.0,0.0
TXN00545,ORD00545,7999,1.0,7999.0,2026-06-16,2026-06-16,TXN00545,2026-06-17,2026-06-17,1,7999,1.0,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7885.73,7999.0,95.99,17.28,0.0,0.0,0.0
TXN00546,ORD00546,199,1.0,199.0,2026-05-16,2026-05-16,TXN00546,2026-05-17,2026-05-17,1,199,1.0,199.0,2.98,0.54,0.0,0.0,0.0,195.48,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,195.48,199.0,2.98,0.54,0.0,0.0,0.0
TXN00547,ORD00547,999,1.0,999.0,2026-05-02,2026-05-02,TXN00547,2026-05-04,2026-05-04,1,999,1.0,999.0,14.98,2.7,0.0,0.0,0.0,981.32,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,981.32,999.0,14.98,2.7,0.0,0.0,0.0
TXN00548,ORD00548,3999,1.0,3999.0,2026-05-20,2026-05-20,TXN00548,2026-05-22,2026-05-22,1,3999,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3928.22,3999.0,59.98,10.8,0.0,0.0,0.0
TXN00549,ORD00549,799,1.0,799.0,2026-01-07,2026-01-07,TXN00549,2026-01-06,2026-01-06,1,799,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,784.86,799.0,11.98,2.16,0.0,0.0,0.0
TXN00550,ORD00550,499,1.0,499.0,2026-03-19,2026-03-19,TXN00550,2026-03-21,2026-03-21,1,499,1.0,499.0,7.48,1.35,0.0,0.0,0.0,490.17,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,490.17,499.0,7.48,1.35,0.0,0.0,0.0
TXN00551,ORD00551,2999,1.0,2999.0,2026-06-23,2026-06-23,TXN00551,2026-06-25,2026-06-25,1,2999,1.0,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2928.22,2999.0,59.98,10.8,0.0,0.0,0.0
TXN00552,ORD00552,5999,1.0,5999.0,2026-06-27,2026-06-27,TXN00552,2026-06-29,2026-06-29,1,5999,1.0,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5871.58,5999.0,107.98,19.44,0.0,0.0,0.0
TXN00553,ORD00553,299,1.0,299.0,2026-01-15,2026-01-15,TXN00553,2026-01-15,2026-01-15,1,299,1.0,299.0,5.38,0.97,0.0,0.0,0.0,292.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,292.65,299.0,5.38,0.97,0.0,0.0,0.0
TXN00554,ORD00554,3999,1.0,3999.0,2026-03-31,2026-03-31,TXN00554,2026-03-31,2026-03-31,1,3999,1.0,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3914.06,3999.0,71.98,12.96,0.0,0.0,0.0
TXN00555,ORD00555,999,1.0,999.0,2026-06-14,2026-06-14,TXN00555,2026-06-13,2026-06-13,1,999,1.0,999.0,14.98,2.7,0.0,0.0,0.0,0.0,EXCEPTION,AMOUNT_MISMATCH,Settlement net amount differs from the clean reference amount.,981.32,981.32,999.0,14.98,2.7,0.0,0.0,0.0
TXN00556,ORD00556,2999,1.0,2999.0,2026-04-04,2026-04-04,TXN00556,2026-04-04,2026-04-04,1,2999,1.0,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2928.22,2999.0,59.98,10.8,0.0,0.0,0.0
TXN00557,ORD00557,3999,1.0,3999.0,2026-06-26,2026-06-26,TXN00557,2026-06-26,2026-06-26,1,3999,1.0,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3914.06,3999.0,71.98,12.96,0.0,0.0,0.0
TXN00558,ORD00558,7999,1.0,7999.0,2026-03-19,2026-03-19,TXN00558,2026-03-18,2026-03-18,1,7999,1.0,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7885.73,7999.0,95.99,17.28,0.0,0.0,0.0
TXN00559,ORD00559,499,1.0,499.0,2026-03-10,2026-03-10,TXN00559,2026-03-13,2026-03-13,1,499,1.0,499.0,5.99,1.08,0.0,0.0,0.0,491.93,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,491.93,499.0,5.99,1.08,0.0,0.0,0.0
TXN00560,ORD00560,1499,1.0,1499.0,2026-03-23,2026-03-23,TXN00560,2026-03-25,2026-03-25,1,1499,1.0,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1467.16,1499.0,26.98,4.86,0.0,0.0,0.0
TXN00561,ORD00561,2499,1.0,2499.0,2026-03-21,2026-03-21,TXN00561,2026-03-21,2026-03-21,1,2499,1.0,2499.0,44.98,8.1,0.0,0.0,0.0,1249.5,EXCEPTION,PARTIAL_SETTLEMENT,Settlement net amount is 50% of gross amount.,1249.5,2445.92,2499.0,44.98,8.1,0.0,0.0,0.0
TXN00562,ORD00562,299,1.0,299.0,2026-02-03,2026-02-03,TXN00562,2026-02-04,2026-02-04,1,299,1.0,299.0,4.48,0.81,0.0,0.0,0.0,293.71,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,293.71,299.0,4.48,0.81,0.0,0.0,0.0
TXN00563,ORD00563,2999,1.0,2999.0,2026-05-25,2026-05-25,TXN00563,2026-05-26,2026-05-26,1,2999,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2935.3,2999.0,53.98,9.72,0.0,0.0,0.0
TXN00564,ORD00564,1499,1.0,1499.0,2026-01-23,2026-01-23,TXN00564,2026-01-26,2026-01-26,1,1499,1.0,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1467.16,1499.0,26.98,4.86,0.0,0.0,0.0
TXN00565,ORD00565,999,1.0,999.0,2026-01-05,2026-01-05,TXN00565,2026-01-06,2026-01-06,1,999,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,984.85,999.0,11.99,2.16,0.0,0.0,0.0
TXN00566,ORD00566,799,1.0,799.0,2026-05-24,2026-05-24,TXN00566,2026-05-26,2026-05-26,1,799,1.0,799.0,7.99,1.44,0.0,0.0,0.0,789.57,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,789.57,799.0,7.99,1.44,0.0,0.0,0.0
TXN00567,ORD00567,999,1.0,999.0,2026-02-07,2026-02-07,TXN00567,2026-02-06,2026-02-06,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00568,ORD00568,299,1.0,299.0,2026-02-07,2026-02-07,TXN00568,2026-02-09,2026-02-09,1,299,1.0,299.0,4.48,0.81,0.0,0.0,0.0,293.71,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,293.71,299.0,4.48,0.81,0.0,0.0,0.0
TXN00569,ORD00569,999,1.0,999.0,2026-04-20,2026-04-20,TXN00569,2026-04-19,2026-04-19,1,999,1.0,999.0,17.98,3.24,0.0,0.0,0.0,977.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,977.78,999.0,17.98,3.24,0.0,0.0,0.0
TXN00570,ORD00570,799,1.0,799.0,2026-03-06,2026-03-06,TXN00570,2026-03-07,2026-03-07,1,799,1.0,799.0,15.98,2.88,0.0,0.0,0.0,780.14,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,780.14,799.0,15.98,2.88,0.0,0.0,0.0
TXN00571,ORD00571,499,1.0,499.0,2026-01-29,2026-01-29,TXN00571,2026-01-30,2026-01-30,1,499,1.0,499.0,4.99,0.9,0.0,0.0,0.0,493.11,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,493.11,499.0,4.99,0.9,0.0,0.0,0.0
TXN00572,ORD00572,9999,1.0,9999.0,2026-03-27,2026-03-27,TXN00572,2026-03-30,2026-03-30,1,9999,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9857.41,9999.0,119.99,21.6,0.0,0.0,0.0
TXN00573,ORD00573,1999,1.0,1999.0,2026-03-29,2026-03-29,TXN00573,2026-03-29,2026-03-29,1,1999,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1970.69,1999.0,23.99,4.32,0.0,0.0,0.0
TXN00574,ORD00574,5999,1.0,5999.0,2026-06-05,2026-06-05,TXN00574,2026-06-05,2026-06-05,1,5999,1.0,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5871.58,5999.0,107.98,19.44,0.0,0.0,0.0
TXN00575,ORD00575,1999,1.0,1999.0,2026-02-15,2026-02-15,TXN00575,2026-02-16,2026-02-16,1,1999,1.0,1999.0,29.98,5.4,0.0,0.0,0.0,1963.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1963.62,1999.0,29.98,5.4,0.0,0.0,0.0
TXN00576,ORD00576,7999,1.0,7999.0,2026-05-29,2026-05-29,TXN00576,2026-05-30,2026-05-30,1,7999,1.0,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7829.1,7999.0,143.98,25.92,0.0,0.0,0.0
TXN00577,ORD00577,9999,1.0,9999.0,2026-03-15,2026-03-15,TXN00577,2026-03-16,2026-03-16,1,9999,1.0,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9881.01,9999.0,99.99,18.0,0.0,0.0,0.0
TXN00578,ORD00578,799,1.0,799.0,2026-05-25,2026-05-25,TXN00578,2026-05-26,2026-05-26,1,799,1.0,799.0,79.9,2.88,0.0,0.0,0.0,716.22,EXCEPTION,INCORRECT_FEE,Settlement fee is 10.00% of gross amount.,79.9,780.14,799.0,15.98,2.88,0.0,0.0,0.0
TXN00579,ORD00579,5999,1.0,5999.0,2026-04-30,2026-04-30,TXN00579,2026-05-01,2026-05-01,1,5999,1.0,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5892.82,5999.0,89.98,16.2,0.0,0.0,0.0
TXN00580,ORD00580,299,1.0,299.0,2026-06-27,2026-06-27,TXN00580,2026-06-30,2026-06-30,1,299,1.0,299.0,5.38,0.97,0.0,0.0,0.0,292.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,292.65,299.0,5.38,0.97,0.0,0.0,0.0
TXN00581,ORD00581,999,1.0,999.0,2026-06-12,2026-06-12,TXN00581,2026-06-14,2026-06-14,1,999,1.0,999.0,9.99,1.8,0.0,0.0,0.0,987.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,987.21,999.0,9.99,1.8,0.0,0.0,0.0
