transaction_id,status,exception_type,true_status,true_exception_type
TXN00869,MATCHED,MATCHED,MATCHED,NONE
TXN00870,MATCHED,MATCHED,MATCHED,NONE
TXN00871,MATCHED,MATCHED,MATCHED,NONE
TXN00872,MATCHED,MATCHED,MATCHED,NONE
TXN00873,MATCHED,MATCHED,MATCHED,NONE
TXN00874,MATCHED,MATCHED,MATCHED,NONE
TXN00875,MATCHED,MATCHED,MATCHED,NONE
TXN00876,MATCHED,MATCHED,MATCHED,NONE
TXN00877,MATCHED,MATCHED,MATCHED,NONE
TXN00878,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00879,MATCHED,MATCHED,MATCHED,NONE
TXN00880,EXCEPTION,MISSING_SETTLEMENT,EXCEPTION,MISSING_SETTLEMENT
TXN00881,MATCHED,MATCHED,MATCHED,NONE
TXN00882,MATCHED,MATCHED,MATCHED,NONE
TXN00883,MATCHED,MATCHED,MATCHED,NONE
TXN00884,MATCHED,MATCHED,MATCHED,NONE
TXN00885,MATCHED,MATCHED,MATCHED,NONE
TXN00886,MATCHED,MATCHED,MATCHED,NONE
TXN00887,MATCHED,MATCHED,MATCHED,NONE
TXN00888,MATCHED,MATCHED,MATCHED,NONE
TXN00889,MATCHED,MATCHED,MATCHED,NONE
TXN00890,MATCHED,MATCHED,MATCHED,NONE
TXN00891,MATCHED,MATCHED,MATCHED,NONE
TXN00892,EXCEPTION,DUPLICATE_PAYMENT,EXCEPTION,DUPLICATE_PAYMENT
TXN00893,EXCEPTION,DATE_MISMATCH,EXCEPTION,DATE_MISMATCH
TXN00894,MATCHED,MATCHED,MATCHED,NONE
TXN00895,MATCHED,MATCHED,MATCHED,NONE
TXN00896,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00897,EXCEPTION,DUPLICATE_PAYMENT,EXCEPTION,DUPLICATE_PAYMENT
TXN00898,MATCHED,MATCHED,MATCHED,NONE
TXN00899,MATCHED,MATCHED,MATCHED,NONE
TXN00900,MATCHED,MATCHED,MATCHED,NONE
TXN00901,MATCHED,MATCHED,MATCHED,NONE
TXN00902,MATCHED,MATCHED,MATCHED,NONE
TXN00903,EXCEPTION,CHARGEBACK,EXCEPTION,CHARGEBACK
TXN00904,MATCHED,MATCHED,MATCHED,NONE
TXN00905,MATCHED,MATCHED,MATCHED,NONE
TXN00906,MATCHED,MATCHED,MATCHED,NONE
TXN00907,MATCHED,MATCHED,MATCHED,NONE
TXN00908,MATCHED,MATCHED,MATCHED,NONE
TXN00909,MATCHED,MATCHED,MATCHED,NONE
TXN00910,EXCEPTION,DUPLICATE_SETTLEMENT,EXCEPTION,DUPLICATE_SETTLEMENT
TXN00911,MATCHED,MATCHED,MATCHED,NONE
TXN00912,EXCEPTION,DUPLICATE_PAYMENT,EXCEPTION,DUPLICATE_PAYMENT
TXN00913,MATCHED,MATCHED,MATCHED,NONE
TXN00914,MATCHED,MATCHED,MATCHED,NONE
TXN00915,MATCHED,MATCHED,MATCHED,NONE
TXN00916,MATCHED,MATCHED,MATCHED,NONE
TXN00917,MATCHED,MATCHED,MATCHED,NONE
TXN00918,EXCEPTION,UNKNOWN_ADJUSTMENT,EXCEPTION,UNKNOWN_ADJUSTMENT
TXN00919,MATCHED,MATCHED,MATCHED,NONE
TXN00920,MATCHED,MATCHED,MATCHED,NONE
TXN00921,EXCEPTION,CHARGEBACK,EXCEPTION,CHARGEBACK
TXN00922,EXCEPTION,SETTLEMENT_DELAY,EXCEPTION,SETTLEMENT_DELAY
TXN00923,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00924,MATCHED,MATCHED,MATCHED,NONE
TXN00925,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00926,MATCHED,MATCHED,MATCHED,NONE
TXN00927,MATCHED,MATCHED,MATCHED,NONE
TXN00928,MATCHED,MATCHED,MATCHED,NONE
TXN00929,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00930,MATCHED,MATCHED,MATCHED,NONE
TXN00931,MATCHED,MATCHED,MATCHED,NONE
TXN00932,MATCHED,MATCHED,MATCHED,NONE
TXN00933,MATCHED,MATCHED,MATCHED,NONE
TXN00934,MATCHED,MATCHED,MATCHED,NONE
TXN00935,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00936,MATCHED,MATCHED,MATCHED,NONE
TXN00937,MATCHED,MATCHED,MATCHED,NONE
TXN00938,MATCHED,MATCHED,MATCHED,NONE
TXN00939,MATCHED,MATCHED,MATCHED,NONE
TXN00940,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00941,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00942,MATCHED,MATCHED,MATCHED,NONE
TXN00943,EXCEPTION,CHARGEBACK,EXCEPTION,CHARGEBACK
TXN00944,MATCHED,MATCHED,MATCHED,NONE
TXN00945,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00946,MATCHED,MATCHED,MATCHED,NONE
TXN00947,MATCHED,MATCHED,MATCHED,NONE
TXN00948,MATCHED,MATCHED,MATCHED,NONE
TXN00949,MATCHED,MATCHED,MATCHED,NONE
TXN00950,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00951,MATCHED,MATCHED,MATCHED,NONE
TXN00952,MATCHED,MATCHED,MATCHED,NONE
TXN00953,MATCHED,MATCHED,MATCHED,NONE
TXN00954,MATCHED,MATCHED,MATCHED,NONE
TXN00955,MATCHED,MATCHED,MATCHED,NONE
TXN00956,MATCHED,MATCHED,MATCHED,NONE
TXN00957,MATCHED,MATCHED,MATCHED,NONE
TXN00958,MATCHED,MATCHED,MATCHED,NONE
TXN00959,MATCHED,MATCHED,MATCHED,NONE
TXN00960,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00961,MATCHED,MATCHED,MATCHED,NONE
TXN00962,MATCHED,MATCHED,MATCHED,NONE
TXN00963,MATCHED,MATCHED,MATCHED,NONE
TXN00964,MATCHED,MATCHED,MATCHED,NONE
TXN00965,MATCHED,MATCHED,MATCHED,NONE
TXN00966,EXCEPTION,MISSING_SETTLEMENT,EXCEPTION,MISSING_SETTLEMENT
TXN00967,MATCHED,MATCHED,MATCHED,NONE
TXN00968,MATCHED,MATCHED,MATCHED,NONE
TXN00969,MATCHED,MATCHED,MATCHED,NONE
TXN00970,EXCEPTION,INCORRECT_FEE,EXCEPTION,INCORRECT_FEE
TXN00971,MATCHED,MATCHED,MATCHED,NONE
TXN00972,MATCHED,MATCHED,MATCHED,NONE
TXN00973,MATCHED,MATCHED,MATCHED,NONE
TXN00974,MATCHED,MATCHED,MATCHED,NONE
TXN00975,MATCHED,MATCHED,MATCHED,NONE
TXN00976,MATCHED,MATCHED,MATCHED,NONE
TXN00977,MATCHED,MATCHED,MATCHED,NONE
TXN00978,MATCHED,MATCHED,MATCHED,NONE
TXN00979,MATCHED,MATCHED,MATCHED,NONE
TXN00980,MATCHED,MATCHED,MATCHED,NONE
TXN00981,MATCHED,MATCHED,MATCHED,NONE
TXN00982,EXCEPTION,DATE_MISMATCH,EXCEPTION,DATE_MISMATCH
TXN00983,MATCHED,MATCHED,MATCHED,NONE
TXN00984,MATCHED,MATCHED,MATCHED,NONE
TXN00985,MATCHED,MATCHED,MATCHED,NONE
TXN00986,MATCHED,MATCHED,MATCHED,NONE
TXN00987,MATCHED,MATCHED,MATCHED,NONE
TXN00988,MATCHED,MATCHED,MATCHED,NONE
TXN00989,MATCHED,MATCHED,MATCHED,NONE
TXN00990,MATCHED,MATCHED,MATCHED,NONE
TXN00991,MATCHED,MATCHED,MATCHED,NONE
TXN00992,EXCEPTION,WRONG_TRANSACTION_REFERENCE,EXCEPTION,WRONG_TRANSACTION_REFERENCE
TXN00993,MATCHED,MATCHED,MATCHED,NONE
TXN00994,MATCHED,MATCHED,MATCHED,NONE
TXN00995,MATCHED,MATCHED,MATCHED,NONE
TXN00996,MATCHED,MATCHED,MATCHED,NONE
TXN00997,MATCHED,MATCHED,MATCHED,NONE
TXN00998,MATCHED,MATCHED,MATCHED,NONE
TXN00999,MATCHED,MATCHED,MATCHED,NONE
TXN01000,MATCHED,MATCHED,MATCHED,NONE
