transaction_id,order_id,customer_id,merchant_id,order_date,order_amount,currency,payment_method
TXN00625,ORD00625,CUST0045,MERCHANT_004,2026-01-31,7999,INR,CARD
TXN00626,ORD00626,CUST0108,MERCHANT_005,2026-06-26,1499,INR,WALLET
TXN00627,ORD00627,CUST0085,MERCHANT_005,2026-02-05,7999,INR,CARD
TXN00628,ORD00628,CUST0106,MERCHANT_001,2026-05-26,1499,INR,NETBANKING
TXN00629,ORD00629,CUST0276,MERCHANT_002,2026-03-24,5999,INR,NETBANKING
TXN00630,ORD00630,CUST0149,MERCHANT_005,2026-03-10,9999,INR,UPI
TXN00631,ORD00631,CUST0070,MERCHANT_004,2026-01-16,999,INR,CARD
TXN00632,ORD00632,CUST0068,MERCHANT_002,2026-02-07,5999,INR,NETBANKING
TXN00633,ORD00633,CUST0127,MERCHANT_004,2026-05-06,499,INR,NETBANKING
TXN00634,ORD00634,CUST0213,MERCHANT_004,2026-04-26,299,INR,UPI
TXN00635,ORD00635,CUST0207,MERCHANT_005,2026-03-13,5999,INR,NETBANKING
TXN00636,ORD00636,CUST0233,MERCHANT_004,2026-03-25,3999,INR,UPI
TXN00637,ORD00637,CUST0048,MERCHANT_004,2026-06-12,4999,INR,NETBANKING
TXN00638,ORD00638,CUST0033,MERCHANT_005,2026-04-12,799,INR,WALLET
TXN00639,ORD00639,CUST0109,MERCHANT_004,2026-03-10,1499,INR,NETBANKING
TXN00640,ORD00640,CUST0173,MERCHANT_005,2026-05-28,499,INR,WALLET
TXN00641,ORD00641,CUST0176,MERCHANT_001,2026-01-12,299,INR,WALLET
TXN00642,ORD00642,CUST0009,MERCHANT_001,2026-02-10,2499,INR,WALLET
TXN00643,ORD00643,CUST0001,MERCHANT_004,2026-02-21,5999,INR,CARD
TXN00644,ORD00644,CUST0155,MERCHANT_002,2026-03-12,299,INR,NETBANKING
TXN00645,ORD00645,CUST0129,MERCHANT_001,2026-04-06,4999,INR,CARD
TXN00646,ORD00646,CUST0027,MERCHANT_004,2026-06-10,999,INR,CARD
TXN00647,ORD00647,CUST0220,MERCHANT_001,2026-06-30,299,INR,UPI
TXN00648,ORD00648,CUST0110,MERCHANT_004,2026-01-20,499,INR,CARD
TXN00649,ORD00649,CUST0266,MERCHANT_004,2026-01-03,199,INR,NETBANKING
TXN00650,ORD00650,CUST0062,MERCHANT_004,2026-06-27,499,INR,WALLET
TXN00651,ORD00651,CUST0037,MERCHANT_002,2026-04-09,299,INR,UPI
TXN00652,ORD00652,CUST0053,MERCHANT_003,2026-04-05,999,INR,CARD
TXN00653,ORD00653,CUST0196,MERCHANT_002,2026-06-14,4999,INR,CARD
TXN00654,ORD00654,CUST0036,MERCHANT_005,2026-05-25,199,INR,CARD
TXN00655,ORD00655,CUST0226,MERCHANT_003,2026-02-24,4999,INR,CARD
TXN00656,ORD00656,CUST0211,MERCHANT_005,2026-06-25,2499,INR,CARD
TXN00657,ORD00657,CUST0045,MERCHANT_001,2026-02-05,7999,INR,UPI
TXN00658,ORD00658,CUST0197,MERCHANT_003,2026-04-20,1499,INR,CARD
TXN00659,ORD00659,CUST0127,MERCHANT_003,2026-06-15,299,INR,CARD
TXN00660,ORD00660,CUST0284,MERCHANT_005,2026-06-03,5999,INR,NETBANKING
TXN00661,ORD00661,CUST0014,MERCHANT_003,2026-02-22,2999,INR,CARD
TXN00662,ORD00662,CUST0201,MERCHANT_003,2026-06-15,199,INR,CARD
TXN00663,ORD00663,CUST0254,MERCHANT_004,2026-01-29,799,INR,WALLET
TXN00664,ORD00664,CUST0037,MERCHANT_005,2026-01-04,1499,INR,NETBANKING
TXN00665,ORD00665,CUST0068,MERCHANT_004,2026-05-26,1999,INR,NETBANKING
TXN00666,ORD00666,CUST0280,MERCHANT_002,2026-05-01,7999,INR,UPI
TXN00667,ORD00667,CUST0009,MERCHANT_005,2026-01-18,199,INR,NETBANKING
TXN00668,ORD00668,CUST0111,MERCHANT_001,2026-01-16,7999,INR,WALLET
TXN00669,ORD00669,CUST0260,MERCHANT_003,2026-06-10,5999,INR,WALLET
TXN00670,ORD00670,CUST0217,MERCHANT_004,2026-01-22,4999,INR,CARD
TXN00671,ORD00671,CUST0143,MERCHANT_001,2026-03-21,299,INR,CARD
TXN00672,ORD00672,CUST0080,MERCHANT_005,2026-03-25,1999,INR,UPI
TXN00673,ORD00673,CUST0159,MERCHANT_004,2026-03-03,199,INR,CARD
TXN00674,ORD00674,CUST0045,MERCHANT_004,2026-01-30,2499,INR,UPI
TXN00675,ORD00675,CUST0159,MERCHANT_002,2026-01-31,199,INR,CARD
TXN00676,ORD00676,CUST0006,MERCHANT_002,2026-05-08,1499,INR,NETBANKING
TXN00677,ORD00677,CUST0086,MERCHANT_003,2026-02-02,5999,INR,NETBANKING
TXN00678,ORD00678,CUST0061,MERCHANT_001,2026-03-27,7999,INR,WALLET
TXN00679,ORD00679,CUST0140,MERCHANT_005,2026-01-17,999,INR,UPI
TXN00680,ORD00680,CUST0255,MERCHANT_004,2026-05-11,1499,INR,UPI
TXN00681,ORD00681,CUST0256,MERCHANT_005,2026-02-12,1499,INR,CARD
TXN00682,ORD00682,CUST0131,MERCHANT_001,2026-05-27,4999,INR,UPI
TXN00683,ORD00683,CUST0117,MERCHANT_005,2026-01-01,199,INR,UPI
TXN00684,ORD00684,CUST0126,MERCHANT_001,2026-05-01,1499,INR,WALLET
TXN00685,ORD00685,CUST0077,MERCHANT_002,2026-01-10,2999,INR,WALLET
TXN00686,ORD00686,CUST0115,MERCHANT_003,2026-03-05,1999,INR,NETBANKING
TXN00687,ORD00687,CUST0139,MERCHANT_001,2026-05-27,1499,INR,UPI
TXN00688,ORD00688,CUST0258,MERCHANT_001,2026-02-15,799,INR,UPI
TXN00689,ORD00689,CUST0206,MERCHANT_001,2026-04-30,9999,INR,NETBANKING
TXN00690,ORD00690,CUST0160,MERCHANT_003,2026-01-23,2999,INR,WALLET
TXN00691,ORD00691,CUST0005,MERCHANT_003,2026-02-21,999,INR,NETBANKING
TXN00692,ORD00692,CUST0125,MERCHANT_004,2026-04-05,3999,INR,WALLET
TXN00693,ORD00693,CUST0101,MERCHANT_005,2026-03-04,499,INR,UPI
TXN00694,ORD00694,CUST0210,MERCHANT_001,2026-03-01,2999,INR,NETBANKING
TXN00695,ORD00695,CUST0005,MERCHANT_003,2026-01-01,7999,INR,WALLET
TXN00696,ORD00696,CUST0158,MERCHANT_001,2026-02-22,2999,INR,CARD
TXN00697,ORD00697,CUST0215,MERCHANT_004,2026-01-16,499,INR,NETBANKING
TXN00698,ORD00698,CUST0048,MERCHANT_001,2026-03-01,9999,INR,WALLET
TXN00699,ORD00699,CUST0191,MERCHANT_004,2026-01-22,3999,INR,UPI
TXN00700,ORD00700,CUST0259,MERCHANT_002,2026-06-13,9999,INR,WALLET
TXN00701,ORD00701,CUST0039,MERCHANT_005,2026-05-26,199,INR,WALLET
TXN00702,ORD00702,CUST0067,MERCHANT_002,2026-03-16,999,INR,NETBANKING
TXN00703,ORD00703,CUST0202,MERCHANT_003,2026-03-23,2499,INR,NETBANKING
TXN00704,ORD00704,CUST0120,MERCHANT_001,2026-02-21,499,INR,UPI
TXN00705,ORD00705,CUST0080,MERCHANT_001,2026-02-12,2499,INR,WALLET
TXN00706,ORD00706,CUST0161,MERCHANT_004,2026-01-31,2999,INR,NETBANKING
TXN00707,ORD00707,CUST0107,MERCHANT_004,2026-03-20,2499,INR,NETBANKING
TXN00708,ORD00708,CUST0062,MERCHANT_001,2026-02-10,7999,INR,NETBANKING
TXN00709,ORD00709,CUST0021,MERCHANT_002,2026-03-25,499,INR,UPI
TXN00710,ORD00710,CUST0128,MERCHANT_003,2026-04-12,2999,INR,UPI
TXN00711,ORD00711,CUST0154,MERCHANT_003,2026-02-14,199,INR,WALLET
TXN00712,ORD00712,CUST0232,MERCHANT_005,2026-05-21,799,INR,UPI
TXN00713,ORD00713,CUST0237,MERCHANT_001,2026-02-05,299,INR,UPI
TXN00714,ORD00714,CUST0032,MERCHANT_002,2026-02-03,799,INR,WALLET
TXN00715,ORD00715,CUST0191,MERCHANT_001,2026-05-30,3999,INR,NETBANKING
TXN00716,ORD00716,CUST0039,MERCHANT_001,2026-01-17,799,INR,WALLET
TXN00717,ORD00717,CUST0066,MERCHANT_001,2026-03-26,299,INR,UPI
TXN00718,ORD00718,CUST0237,MERCHANT_001,2026-02-13,3999,INR,WALLET
TXN00719,ORD00719,CUST0203,MERCHANT_004,2026-01-08,1999,INR,WALLET
TXN00720,ORD00720,CUST0089,MERCHANT_003,2026-02-24,499,INR,NETBANKING
TXN00721,ORD00721,CUST0144,MERCHANT_004,2026-02-08,199,INR,CARD
TXN00722,ORD00722,CUST0152,MERCHANT_004,2026-04-16,2999,INR,WALLET
TXN00723,ORD00723,CUST0032,MERCHANT_001,2026-03-13,1999,INR,CARD
TXN00724,ORD00724,CUST0215,MERCHANT_002,2026-06-14,7999,INR,CARD
TXN00725,ORD00725,CUST0279,MERCHANT_001,2026-04-08,7999,INR,NETBANKING
TXN00726,ORD00726,CUST0246,MERCHANT_005,2026-05-05,1499,INR,NETBANKING
TXN00727,ORD00727,CUST0199,MERCHANT_003,2026-02-16,199,INR,NETBANKING
TXN00728,ORD00728,CUST0113,MERCHANT_001,2026-03-13,199,INR,WALLET
TXN00729,ORD00729,CUST0272,MERCHANT_003,2026-05-30,799,INR,CARD
TXN00730,ORD00730,CUST0052,MERCHANT_002,2026-06-18,799,INR,NETBANKING
TXN00731,ORD00731,CUST0274,MERCHANT_001,2026-02-26,3999,INR,WALLET
TXN00732,ORD00732,CUST0182,MERCHANT_002,2026-02-15,799,INR,NETBANKING
TXN00733,ORD00733,CUST0184,MERCHANT_005,2026-01-08,5999,INR,NETBANKING
TXN00734,ORD00734,CUST0291,MERCHANT_005,2026-02-06,3999,INR,CARD
TXN00735,ORD00735,CUST0253,MERCHANT_005,2026-03-21,499,INR,WALLET
TXN00736,ORD00736,CUST0020,MERCHANT_001,2026-01-15,799,INR,CARD
TXN00737,ORD00737,CUST0011,MERCHANT_005,2026-05-03,199,INR,NETBANKING
TXN00738,ORD00738,CUST0104,MERCHANT_002,2026-03-29,5999,INR,CARD
TXN00739,ORD00739,CUST0166,MERCHANT_001,2026-01-06,499,INR,CARD
TXN00740,ORD00740,CUST0057,MERCHANT_005,2026-04-04,299,INR,NETBANKING
TXN00741,ORD00741,CUST0203,MERCHANT_005,2026-01-26,1499,INR,NETBANKING
TXN00742,ORD00742,CUST0166,MERCHANT_002,2026-02-10,5999,INR,WALLET
TXN00743,ORD00743,CUST0250,MERCHANT_003,2026-02-14,5999,INR,NETBANKING
TXN00744,ORD00744,CUST0115,MERCHANT_005,2026-02-14,1999,INR,NETBANKING
TXN00745,ORD00745,CUST0151,MERCHANT_002,2026-02-15,5999,INR,UPI
TXN00746,ORD00746,CUST0294,MERCHANT_004,2026-05-26,199,INR,CARD
TXN00747,ORD00747,CUST0163,MERCHANT_005,2026-02-26,4999,INR,UPI
TXN00748,ORD00748,CUST0255,MERCHANT_002,2026-03-26,5999,INR,UPI
TXN00749,ORD00749,CUST0122,MERCHANT_003,2026-03-23,499,INR,UPI
TXN00750,ORD00750,CUST0172,MERCHANT_004,2026-01-03,999,INR,CARD
TXN00751,ORD00751,CUST0128,MERCHANT_001,2026-03-31,999,INR,UPI
TXN00752,ORD00752,CUST0001,MERCHANT_001,2026-04-09,2499,INR,WALLET
TXN00753,ORD00753,CUST0086,MERCHANT_004,2026-05-07,1999,INR,NETBANKING
TXN00754,ORD00754,CUST0280,MERCHANT_004,2026-01-26,9999,INR,WALLET
TXN00755,ORD00755,CUST0296,MERCHANT_002,2026-02-11,2499,INR,UPI
TXN00756,ORD00756,CUST0018,MERCHANT_003,2026-01-06,1499,INR,NETBANKING
TXN00757,ORD00757,CUST0054,MERCHANT_001,2026-03-29,499,INR,WALLET
TXN00758,ORD00758,CUST0083,MERCHANT_001,2026-05-21,299,INR,NETBANKING
TXN00759,ORD00759,CUST0248,MERCHANT_001,2026-04-21,4999,INR,CARD
TXN00760,ORD00760,CUST0223,MERCHANT_002,2026-01-14,299,INR,NETBANKING
TXN00761,ORD00761,CUST0106,MERCHANT_002,2026-04-15,5999,INR,NETBANKING
TXN00762,ORD00762,CUST0145,MERCHANT_003,2026-03-02,299,INR,UPI
TXN00763,ORD00763,CUST0202,MERCHANT_005,2026-05-21,9999,INR,WALLET
TXN00764,ORD00764,CUST0079,MERCHANT_001,2026-04-03,199,INR,WALLET
TXN00765,ORD00765,CUST0045,MERCHANT_003,2026-06-19,4999,INR,WALLET
TXN00766,ORD00766,CUST0103,MERCHANT_001,2026-01-07,799,INR,CARD
TXN00767,ORD00767,CUST0150,MERCHANT_001,2026-05-02,9999,INR,UPI
TXN00768,ORD00768,CUST0158,MERCHANT_004,2026-05-01,2499,INR,NETBANKING
TXN00769,ORD00769,CUST0047,MERCHANT_005,2026-04-10,499,INR,NETBANKING
TXN00770,ORD00770,CUST0196,MERCHANT_003,2026-02-17,2499,INR,UPI
TXN00771,ORD00771,CUST0135,MERCHANT_004,2026-04-30,999,INR,CARD
TXN00772,ORD00772,CUST0138,MERCHANT_005,2026-01-16,499,INR,UPI
TXN00773,ORD00773,CUST0044,MERCHANT_003,2026-05-19,1999,INR,CARD
TXN00774,ORD00774,CUST0284,MERCHANT_001,2026-04-10,9999,INR,WALLET
TXN00775,ORD00775,CUST0275,MERCHANT_004,2026-05-27,799,INR,WALLET
TXN00776,ORD00776,CUST0154,MERCHANT_001,2026-04-12,9999,INR,UPI
TXN00777,ORD00777,CUST0258,MERCHANT_005,2026-05-13,7999,INR,CARD
TXN00778,ORD00778,CUST0062,MERCHANT_004,2026-02-14,499,INR,CARD
TXN00779,ORD00779,CUST0099,MERCHANT_002,2026-01-11,1999,INR,UPI
TXN00780,ORD00780,CUST0223,MERCHANT_002,2026-06-10,499,INR,NETBANKING
TXN00781,ORD00781,CUST0164,MERCHANT_001,2026-01-23,1999,INR,WALLET
TXN00782,ORD00782,CUST0283,MERCHANT_003,2026-03-12,2999,INR,WALLET
TXN00783,ORD00783,CUST0007,MERCHANT_005,2026-05-31,2999,INR,WALLET
TXN00784,ORD00784,CUST0058,MERCHANT_004,2026-02-08,499,INR,UPI
TXN00785,ORD00785,CUST0055,MERCHANT_005,2026-01-26,7999,INR,NETBANKING
TXN00786,ORD00786,CUST0275,MERCHANT_003,2026-04-16,999,INR,WALLET
TXN00787,ORD00787,CUST0249,MERCHANT_005,2026-06-05,2499,INR,UPI
TXN00788,ORD00788,CUST0089,MERCHANT_003,2026-04-14,499,INR,WALLET
TXN00789,ORD00789,CUST0020,MERCHANT_004,2026-03-26,5999,INR,CARD
TXN00790,ORD00790,CUST0026,MERCHANT_004,2026-03-10,1499,INR,UPI
TXN00791,ORD00791,CUST0173,MERCHANT_003,2026-03-21,999,INR,WALLET
TXN00792,ORD00792,CUST0051,MERCHANT_002,2026-02-04,999,INR,WALLET
TXN00793,ORD00793,CUST0165,MERCHANT_003,2026-04-17,3999,INR,UPI
TXN00794,ORD00794,CUST0097,MERCHANT_004,2026-02-24,9999,INR,WALLET
TXN00795,ORD00795,CUST0249,MERCHANT_005,2026-04-06,9999,INR,UPI
TXN00796,ORD00796,CUST0264,MERCHANT_002,2026-01-17,999,INR,WALLET
TXN00797,ORD00797,CUST0070,MERCHANT_005,2026-05-26,199,INR,CARD
TXN00798,ORD00798,CUST0099,MERCHANT_002,2026-01-15,799,INR,UPI
TXN00799,ORD00799,CUST0234,MERCHANT_001,2026-04-03,5999,INR,CARD
TXN00800,ORD00800,CUST0141,MERCHANT_003,2026-04-29,2999,INR,WALLET
TXN00801,ORD00801,CUST0064,MERCHANT_001,2026-03-03,1499,INR,WALLET
TXN00802,ORD00802,CUST0229,MERCHANT_002,2026-05-02,3999,INR,NETBANKING
TXN00803,ORD00803,CUST0177,MERCHANT_002,2026-03-08,5999,INR,UPI
TXN00804,ORD00804,CUST0146,MERCHANT_001,2026-04-09,199,INR,CARD
TXN00805,ORD00805,CUST0293,MERCHANT_002,2026-02-26,4999,INR,CARD
TXN00806,ORD00806,CUST0106,MERCHANT_003,2026-06-16,1999,INR,UPI
TXN00807,ORD00807,CUST0005,MERCHANT_004,2026-02-03,4999,INR,CARD
TXN00808,ORD00808,CUST0005,MERCHANT_002,2026-03-06,3999,INR,NETBANKING
TXN00809,ORD00809,CUST0141,MERCHANT_004,2026-04-07,9999,INR,NETBANKING
TXN00810,ORD00810,CUST0236,MERCHANT_003,2026-02-25,2499,INR,NETBANKING
TXN00811,ORD00811,CUST0267,MERCHANT_005,2026-04-12,3999,INR,UPI
TXN00812,ORD00812,CUST0004,MERCHANT_005,2026-06-19,9999,INR,NETBANKING
TXN00813,ORD00813,CUST0288,MERCHANT_005,2026-06-05,999,INR,NETBANKING
TXN00814,ORD00814,CUST0056,MERCHANT_004,2026-01-17,1499,INR,NETBANKING
TXN00815,ORD00815,CUST0167,MERCHANT_003,2026-03-08,4999,INR,NETBANKING
TXN00816,ORD00816,CUST0097,MERCHANT_002,2026-05-13,7999,INR,CARD
TXN00817,ORD00817,CUST0030,MERCHANT_005,2026-04-14,4999,INR,NETBANKING
TXN00818,ORD00818,CUST0072,MERCHANT_001,2026-06-17,2499,INR,NETBANKING
TXN00819,ORD00819,CUST0133,MERCHANT_004,2026-04-14,1999,INR,UPI
TXN00820,ORD00820,CUST0299,MERCHANT_005,2026-02-18,1499,INR,CARD
TXN00821,ORD00821,CUST0274,MERCHANT_004,2026-06-21,1499,INR,NETBANKING
TXN00822,ORD00822,CUST0088,MERCHANT_005,2026-02-16,999,INR,UPI
TXN00823,ORD00823,CUST0242,MERCHANT_002,2026-03-08,5999,INR,CARD
TXN00824,ORD00824,CUST0172,MERCHANT_001,2026-02-26,1499,INR,CARD
TXN00825,ORD00825,CUST0158,MERCHANT_004,2026-03-26,1499,INR,NETBANKING
TXN00826,ORD00826,CUST0300,MERCHANT_003,2026-04-29,9999,INR,UPI
TXN00827,ORD00827,CUST0241,MERCHANT_001,2026-06-12,3999,INR,UPI
TXN00828,ORD00828,CUST0242,MERCHANT_002,2026-05-09,299,INR,WALLET
TXN00829,ORD00829,CUST0272,MERCHANT_003,2026-04-16,199,INR,CARD
TXN00830,ORD00830,CUST0071,MERCHANT_002,2026-03-29,1999,INR,WALLET
TXN00831,ORD00831,CUST0074,MERCHANT_003,2026-02-16,7999,INR,UPI
TXN00832,ORD00832,CUST0250,MERCHANT_003,2026-06-11,499,INR,NETBANKING
TXN00833,ORD00833,CUST0030,MERCHANT_001,2026-04-26,999,INR,CARD
TXN00834,ORD00834,CUST0087,MERCHANT_005,2026-02-10,2499,INR,UPI
TXN00835,ORD00835,CUST0067,MERCHANT_005,2026-04-22,4999,INR,WALLET
TXN00836,ORD00836,CUST0207,MERCHANT_004,2026-05-03,1999,INR,UPI
TXN00837,ORD00837,CUST0020,MERCHANT_005,2026-02-21,5999,INR,NETBANKING
TXN00838,ORD00838,CUST0008,MERCHANT_003,2026-05-16,799,INR,UPI
TXN00839,ORD00839,CUST0003,MERCHANT_002,2026-02-27,5999,INR,NETBANKING
TXN00840,ORD00840,CUST0160,MERCHANT_002,2026-01-27,1999,INR,NETBANKING
TXN00841,ORD00841,CUST0086,MERCHANT_001,2026-01-12,999,INR,NETBANKING
TXN00842,ORD00842,CUST0234,MERCHANT_005,2026-06-02,2999,INR,NETBANKING
TXN00843,ORD00843,CUST0223,MERCHANT_002,2026-03-29,2499,INR,NETBANKING
TXN00844,ORD00844,CUST0097,MERCHANT_002,2026-04-14,199,INR,CARD
TXN00845,ORD00845,CUST0115,MERCHANT_002,2026-02-24,5999,INR,UPI
TXN00846,ORD00846,CUST0259,MERCHANT_002,2026-02-01,1499,INR,UPI
TXN00847,ORD00847,CUST0193,MERCHANT_003,2026-05-17,3999,INR,UPI
TXN00848,ORD00848,CUST0025,MERCHANT_001,2026-06-17,9999,INR,UPI
TXN00849,ORD00849,CUST0025,MERCHANT_001,2026-04-17,2499,INR,WALLET
TXN00850,ORD00850,CUST0064,MERCHANT_005,2026-03-06,2499,INR,CARD
TXN00851,ORD00851,CUST0106,MERCHANT_001,2026-03-19,1999,INR,UPI
TXN00852,ORD00852,CUST0267,MERCHANT_003,2026-06-09,3999,INR,CARD
TXN00853,ORD00853,CUST0215,MERCHANT_001,2026-05-11,5999,INR,UPI
TXN00854,ORD00854,CUST0145,MERCHANT_001,2026-01-28,2499,INR,CARD
TXN00855,ORD00855,CUST0103,MERCHANT_003,2026-05-14,799,INR,NETBANKING
TXN00856,ORD00856,CUST0210,MERCHANT_003,2026-02-11,199,INR,WALLET
TXN00857,ORD00857,CUST0107,MERCHANT_004,2026-03-26,799,INR,UPI
TXN00858,ORD00858,CUST0007,MERCHANT_001,2026-01-29,9999,INR,WALLET
TXN00859,ORD00859,CUST0077,MERCHANT_001,2026-05-11,299,INR,UPI
TXN00860,ORD00860,CUST0132,MERCHANT_002,2026-04-27,999,INR,NETBANKING
TXN00861,ORD00861,CUST0238,MERCHANT_001,2026-01-26,9999,INR,CARD
TXN00862,ORD00862,CUST0021,MERCHANT_003,2026-04-03,7999,INR,NETBANKING
TXN00863,ORD00863,CUST0219,MERCHANT_001,2026-01-25,9999,INR,UPI
TXN00864,ORD00864,CUST0005,MERCHANT_002,2026-06-19,4999,INR,CARD
TXN00865,ORD00865,CUST0169,MERCHANT_003,2026-04-23,3999,INR,NETBANKING
TXN00866,ORD00866,CUST0048,MERCHANT_003,2026-03-29,499,INR,UPI
TXN00867,ORD00867,CUST0206,MERCHANT_004,2026-04-27,999,INR,WALLET
TXN00868,ORD00868,CUST0245,MERCHANT_004,2026-06-16,7999,INR,CARD
TXN00869,ORD00869,CUST0058,MERCHANT_002,2026-06-28,5999,INR,UPI
TXN00870,ORD00870,CUST0082,MERCHANT_001,2026-04-17,3999,INR,WALLET
TXN00871,ORD00871,CUST0292,MERCHANT_004,2026-02-16,3999,INR,WALLET
TXN00872,ORD00872,CUST0184,MERCHANT_005,2026-01-08,9999,INR,CARD
TXN00873,ORD00873,CUST0248,MERCHANT_004,2026-01-29,1999,INR,WALLET
TXN00874,ORD00874,CUST0024,MERCHANT_001,2026-03-08,4999,INR,NETBANKING
TXN00875,ORD00875,CUST0007,MERCHANT_005,2026-05-28,5999,INR,CARD
TXN00876,ORD00876,CUST0174,MERCHANT_005,2026-05-14,5999,INR,UPI
TXN00877,ORD00877,CUST0222,MERCHANT_002,2026-05-04,1499,INR,WALLET
TXN00878,ORD00878,CUST0077,MERCHANT_005,2026-06-06,199,INR,UPI
TXN00879,ORD00879,CUST0081,MERCHANT_005,2026-05-01,9999,INR,WALLET
TXN00880,ORD00880,CUST0085,MERCHANT_001,2026-05-06,1499,INR,CARD
TXN00881,ORD00881,CUST0170,MERCHANT_003,2026-01-13,2999,INR,CARD
TXN00882,ORD00882,CUST0282,MERCHANT_004,2026-04-14,9999,INR,CARD
TXN00883,ORD00883,CUST0041,MERCHANT_004,2026-04-24,7999,INR,WALLET
TXN00884,ORD00884,CUST0046,MERCHANT_004,2026-04-25,1499,INR,UPI
TXN00885,ORD00885,CUST0255,MERCHANT_001,2026-01-27,1999,INR,WALLET
TXN00886,ORD00886,CUST0019,MERCHANT_005,2026-05-21,199,INR,UPI
TXN00887,ORD00887,CUST0156,MERCHANT_005,2026-05-24,799,INR,WALLET
TXN00888,ORD00888,CUST0175,MERCHANT_003,2026-01-14,9999,INR,CARD
TXN00889,ORD00889,CUST0233,MERCHANT_003,2026-05-24,7999,INR,WALLET
TXN00890,ORD00890,CUST0187,MERCHANT_004,2026-01-30,299,INR,CARD
TXN00891,ORD00891,CUST0002,MERCHANT_003,2026-04-01,9999,INR,NETBANKING
TXN00892,ORD00892,CUST0281,MERCHANT_005,2026-04-06,5999,INR,UPI
TXN00893,ORD00893,CUST0024,MERCHANT_002,2026-05-07,499,INR,WALLET
TXN00894,ORD00894,CUST0055,MERCHANT_003,2026-06-06,799,INR,CARD
TXN00895,ORD00895,CUST0062,MERCHANT_004,2026-02-25,2499,INR,CARD
TXN00896,ORD00896,CUST0174,MERCHANT_001,2026-04-17,199,INR,UPI
TXN00897,ORD00897,CUST0231,MERCHANT_004,2026-06-18,3999,INR,CARD
TXN00898,ORD00898,CUST0256,MERCHANT_001,2026-05-16,5999,INR,UPI
TXN00899,ORD00899,CUST0284,MERCHANT_004,2026-05-30,2499,INR,CARD
TXN00900,ORD00900,CUST0297,MERCHANT_002,2026-02-02,299,INR,WALLET
TXN00901,ORD00901,CUST0165,MERCHANT_005,2026-04-09,1999,INR,CARD
TXN00902,ORD00902,CUST0141,MERCHANT_004,2026-03-29,999,INR,WALLET
TXN00903,ORD00903,CUST0069,MERCHANT_002,2026-04-16,3999,INR,NETBANKING
TXN00904,ORD00904,CUST0281,MERCHANT_003,2026-05-22,4999,INR,CARD
TXN00905,ORD00905,CUST0103,MERCHANT_002,2026-06-09,5999,INR,NETBANKING
TXN00906,ORD00906,CUST0177,MERCHANT_002,2026-06-16,499,INR,NETBANKING
TXN00907,ORD00907,CUST0060,MERCHANT_003,2026-05-24,2499,INR,WALLET
TXN00908,ORD00908,CUST0274,MERCHANT_003,2026-04-19,7999,INR,UPI
TXN00909,ORD00909,CUST0268,MERCHANT_001,2026-01-07,1999,INR,CARD
TXN00910,ORD00910,CUST0028,MERCHANT_001,2026-02-21,999,INR,CARD
TXN00911,ORD00911,CUST0147,MERCHANT_003,2026-02-07,9999,INR,UPI
TXN00912,ORD00912,CUST0152,MERCHANT_002,2026-05-19,199,INR,NETBANKING
TXN00913,ORD00913,CUST0232,MERCHANT_001,2026-06-07,9999,INR,CARD
TXN00914,ORD00914,CUST0288,MERCHANT_004,2026-03-02,2999,INR,NETBANKING
TXN00915,ORD00915,CUST0025,MERCHANT_004,2026-04-10,1999,INR,NETBANKING
TXN00916,ORD00916,CUST0283,MERCHANT_001,2026-01-04,5999,INR,NETBANKING
TXN00917,ORD00917,CUST0104,MERCHANT_005,2026-04-24,9999,INR,CARD
TXN00918,ORD00918,CUST0189,MERCHANT_005,2026-05-20,5999,INR,CARD
TXN00919,ORD00919,CUST0100,MERCHANT_003,2026-04-25,499,INR,UPI
TXN00920,ORD00920,CUST0096,MERCHANT_002,2026-05-12,299,INR,WALLET
TXN00921,ORD00921,CUST0021,MERCHANT_004,2026-03-13,2999,INR,NETBANKING
TXN00922,ORD00922,CUST0067,MERCHANT_002,2026-05-30,9999,INR,NETBANKING
TXN00923,ORD00923,CUST0003,MERCHANT_003,2026-04-30,5999,INR,CARD
TXN00924,ORD00924,CUST0021,MERCHANT_002,2026-03-24,3999,INR,UPI
TXN00925,ORD00925,CUST0155,MERCHANT_004,2026-05-27,2999,INR,NETBANKING
TXN00926,ORD00926,CUST0038,MERCHANT_003,2026-05-15,799,INR,CARD
TXN00927,ORD00927,CUST0267,MERCHANT_001,2026-05-10,499,INR,WALLET
TXN00928,ORD00928,CUST0279,MERCHANT_005,2026-04-14,299,INR,NETBANKING
TXN00929,ORD00929,CUST0114,MERCHANT_002,2026-06-19,1499,INR,NETBANKING
TXN00930,ORD00930,CUST0185,MERCHANT_003,2026-02-25,7999,INR,WALLET
TXN00931,ORD00931,CUST0288,MERCHANT_001,2026-01-30,4999,INR,NETBANKING
TXN00932,ORD00932,CUST0229,MERCHANT_002,2026-06-14,3999,INR,CARD
TXN00933,ORD00933,CUST0021,MERCHANT_003,2026-04-08,7999,INR,UPI
TXN00934,ORD00934,CUST0198,MERCHANT_003,2026-05-19,5999,INR,NETBANKING
TXN00935,ORD00935,CUST0013,MERCHANT_005,2026-04-06,2999,INR,WALLET
TXN00936,ORD00936,CUST0250,MERCHANT_001,2026-03-17,4999,INR,CARD
