settlement_id,transaction_id,merchant_id,settlement_date,gross_amount,fee,tax,adjustment,refund,chargeback,net_amount,settlement_status,settlement_reference,currency
SET00406,TXN00406,MERCHANT_005,2026-04-19,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,SETTLED,SET00406,INR
SET00407,TXN00407,MERCHANT_005,2026-03-17,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,SETTLED,SET00407,INR
SET00408,TXN00408,MERCHANT_002,2026-06-28,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,SETTLED,SET00408,INR
SET00409,TXN00409,MERCHANT_001,2026-06-28,199.0,3.98,0.72,0.0,0.0,0.0,194.3,SETTLED,SET00409,INR
SET00410,TXN00410,MERCHANT_004,2026-05-05,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,SETTLED,SET00410,INR
SET00411,TXN00411,MERCHANT_005,2026-02-09,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,SETTLED,SET00411,INR
SET00412,TXN00412,MERCHANT_004,2026-02-05,7999.0,79.99,14.4,0.0,0.0,0.0,7904.61,SETTLED,SET00412,INR
SET00413,TXN00413,MERCHANT_005,2026-01-29,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,SETTLED,SET00413,INR
SET00414,TXN00414,MERCHANT_001,2026-03-11,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,SETTLED,SET00414,INR
SET00416,TXN00416,MERCHANT_002,2026-02-11,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,SETTLED,SET00416,INR
SET00417,TXN00417,MERCHANT_003,2026-02-19,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,SETTLED,SET00417,INR
SET00418,TXN00418,MERCHANT_005,2026-05-02,2499.0,49.98,9.0,0.0,0.0,0.0,1749.3,SETTLED,SET00418,INR
SET00419,TXN00419,MERCHANT_001,2026-01-25,1999.0,35.98,6.48,0.0,0.0,0.0,1456.54,SETTLED,SET00419,INR
SET00420,TXN00420,MERCHANT_002,2026-06-02,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,SETTLED,SET00420,INR
SET00421,TXN00421,MERCHANT_003,2026-05-08,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,SETTLED,SET00421,INR
SET00422,TXN00422,MERCHANT_005,2026-01-06,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,SETTLED,SET00422,INR
SET00423,TXN00423,MERCHANT_002,2026-03-10,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,SETTLED,SET00423,INR
SET00424,TXN00424,MERCHANT_003,2026-01-13,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,SETTLED,SET00424,INR
SET00425,TXN00425,MERCHANT_005,2026-02-20,1499.0,17.99,3.24,0.0,0.0,0.0,1477.77,SETTLED,SET00425,INR
SET00426,TXN00426,MERCHANT_004,2026-05-11,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,SETTLED,SET00426,INR
SET00427,TXN00427,MERCHANT_002,2026-01-28,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,SETTLED,SET00427,INR
SET00428,TXN00428,MERCHANT_005,2026-04-07,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,SETTLED,SET00428,INR
SET00430,TXN00430,MERCHANT_001,2026-02-08,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,SETTLED,SET00430,INR
SET00431,TXN00431,MERCHANT_005,2026-04-28,499.0,9.98,1.8,0.0,0.0,0.0,487.22,SETTLED,SET00431,INR
SET00432,TXN00432,MERCHANT_005,2026-03-25,499.0,9.98,1.8,0.0,0.0,0.0,487.22,SETTLED,SET00432,INR
SET00433,TXN00433,MERCHANT_005,2026-03-29,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,SETTLED,SET00433,INR
SET00434,TXN00434,MERCHANT_003,2026-05-03,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,SETTLED,SET00434,INR
SET00435,TXN00435,MERCHANT_003,2026-06-23,299.0,4.48,0.81,0.0,0.0,0.0,293.71,SETTLED,SET00435,INR
SET00436,TXN00436,MERCHANT_003,2026-06-27,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,SETTLED,SET00436,INR
SET00437,TXN00437,MERCHANT_003,2026-06-18,7999.0,159.98,28.8,0.0,0.0,0.0,5599.3,SETTLED,SET00437,INR
SET00438,TXN00438,MERCHANT_005,2026-05-04,499.0,7.48,1.35,0.0,0.0,0.0,490.17,SETTLED,SET00438,INR
SET00439,TXN00439,MERCHANT_002,2026-01-10,3999.0,39.99,7.2,0.0,0.0,0.0,3951.81,SETTLED,SET00439,INR
SET00440,TXN00440,MERCHANT_001,2026-04-25,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,SETTLED,SET00440,INR
SET00441,TXN00441,MERCHANT_004,2026-06-29,799.0,9.59,1.73,0.0,0.0,0.0,787.68,SETTLED,SET00441,INR
SET00442,TXN00442,MERCHANT_005,2026-05-04,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,SETTLED,SET00442,INR
SET00443,TXN00443,MERCHANT_005,2026-02-24,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,SETTLED,SET00443,INR
SET00444,TXN00444,MERCHANT_005,2026-04-09,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,SETTLED,SET00444,INR
SET00445,TXN00445,MERCHANT_005,2026-03-31,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,SETTLED,SET00445,INR
SET00446,TXN00446,MERCHANT_005,2026-05-06,799.0,11.98,2.16,0.0,0.0,0.0,784.86,SETTLED,SET00446,INR
SET00447,TXN00447,MERCHANT_005,2026-03-19,799.0,7.99,1.44,0.0,0.0,0.0,789.57,SETTLED,SET00447,INR
SET00448,TXN00448,MERCHANT_002,2026-06-27,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,SETTLED,SET00448,INR
SET00449,TXN00449,MERCHANT_004,2026-04-01,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,SETTLED,SET00449,INR
SET00450,TXN00450,MERCHANT_001,2026-05-29,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,SETTLED,SET00450,INR
SET00451,TXN00451,MERCHANT_003,2026-02-08,999.0,19.98,3.6,0.0,0.0,0.0,475.42,SETTLED,SET00451,INR
SET00452,TXN00452,MERCHANT_001,2026-04-02,2499.0,24.99,4.5,-250.0,0.0,0.0,2219.51,SETTLED,SET00452,INR
SET00453,TXN00453,MERCHANT_002,2026-02-22,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,SETTLED,SET00453,INR
SET00454,TXN00454,MERCHANT_003,2026-02-07,299.0,4.48,0.81,0.0,0.0,0.0,293.71,SETTLED,SET00454,INR
SET00455,TXN00455,MERCHANT_001,2026-06-22,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,SETTLED,SET00455,INR
SET00456,TXN00456,MERCHANT_001,2026-01-27,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,SETTLED,SET00456,INR
SET00457,TXN00457,MERCHANT_001,2026-06-26,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,SETTLED,SET00457,INR
SET00458,TXN00458,MERCHANT_005,2026-02-12,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,SETTLED,SET00458,INR
SET00459,TXN00459,MERCHANT_002,2026-03-16,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,SETTLED,SET00459,INR
SET00460,TXN00460,MERCHANT_001,2026-06-18,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,SETTLED,SET00460,INR
SET00461,TXN00461,MERCHANT_001,2026-02-16,1999.0,29.98,5.4,0.0,0.0,0.0,1963.62,SETTLED,SET00461,INR
SET00462,TXN00462,MERCHANT_004,2026-05-23,499.0,8.98,1.62,0.0,0.0,0.0,488.4,SETTLED,SET00462,INR
SET00463,TXN00463,MERCHANT_001,2026-03-19,3999.0,79.98,14.4,0.0,0.0,0.0,3904.62,SETTLED,SET00463,INR
SET00464,TXN00464,MERCHANT_003,2026-04-29,4999.0,49.99,9.0,0.0,0.0,4999.0,-58.99,SETTLED,SET00464,INR
SET00465,TXN00465,MERCHANT_005,2026-05-02,999.0,9.99,1.8,0.0,0.0,0.0,987.21,SETTLED,SET00465,INR
SET00466,TXN00466,MERCHANT_003,2026-02-12,5999.0,71.99,12.96,0.0,0.0,0.0,5914.05,SETTLED,SET00466,INR
SET00467,TXN00467,MERCHANT_002,2026-01-05,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,SETTLED,SET00467,INR
SET00468,TXN00468,MERCHANT_005,2026-06-23,7999.0,95.99,17.28,0.0,0.0,0.0,7785.73,SETTLED,SET00468,INR
SET00469,TXN00469,MERCHANT_005,2026-06-14,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,SETTLED,SET00469,INR
SET00470,TXN00470,MERCHANT_003,2026-01-24,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,SETTLED,SET00470,INR
SET00471,TXN00471,MERCHANT_002,2026-05-04,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,SETTLED,SET00471,INR
SET00472,TXN00472,MERCHANT_003,2026-04-11,799.0,15.98,2.88,0.0,0.0,0.0,780.14,SETTLED,SET00472,INR
SET00473,TXN00473,MERCHANT_003,2026-03-21,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,SETTLED,SET00473,INR
SET00474,TXN00474,MERCHANT_003,2026-06-28,799.0,9.59,1.73,0.0,0.0,0.0,787.68,SETTLED,SET00474,INR
SET00475,TXN00475,MERCHANT_004,2026-03-21,499.0,7.48,1.35,0.0,0.0,0.0,490.17,SETTLED,SET00475,INR
SET00476,TXN00476,MERCHANT_003,2026-06-29,299.0,5.38,0.97,0.0,0.0,0.0,292.65,SETTLED,SET00476,INR
SET00477,TXN00477,MERCHANT_005,2026-02-27,799.0,9.59,1.73,0.0,0.0,0.0,287.68,SETTLED,SET00477,INR
SET00478,TXN00478,MERCHANT_002,2026-04-28,5999.0,119.98,21.6,0.0,0.0,0.0,5857.42,SETTLED,SET00478,INR
SET00479,TXN00479,MERCHANT_005,2026-05-04,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,SETTLED,SET00479,INR
SET00480,TXN00480,MERCHANT_005,2026-01-23,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,SETTLED,SET00480,INR
SET00481,TXN00481,MERCHANT_003,2026-01-22,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,SETTLED,SET00481,INR
SET00482,TXN00482,MERCHANT_005,2026-05-13,799.0,9.59,1.73,0.0,0.0,0.0,787.68,SETTLED,SET00482,INR
SET00483,TXN00483,MERCHANT_003,2026-05-15,2499.0,29.99,5.4,0.0,0.0,0.0,2463.61,SETTLED,SET00483,INR
SET00484,TXN00484,MERCHANT_005,2026-05-07,299.0,2.99,0.54,0.0,0.0,0.0,195.47,SETTLED,SET00484,INR
SET00485,TXN00485,MERCHANT_004,2026-02-04,2999.0,44.98,8.1,0.0,0.0,0.0,2945.92,SETTLED,SET00485,INR
SET00486,TXN00486,MERCHANT_005,2026-01-17,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,SETTLED,SET00486,INR
SET00487,TXN00487,MERCHANT_001,2026-04-13,999.0,17.98,3.24,0.0,0.0,0.0,977.78,SETTLED,SET00487,INR
SET00488,TXN00488,MERCHANT_005,2026-01-20,199.0,3.58,0.64,0.0,0.0,0.0,194.78,SETTLED,SET00488,INR
SET00489,TXN00489,MERCHANT_001,2026-05-22,199.0,2.98,0.54,0.0,0.0,0.0,195.48,SETTLED,SET00489,INR
SET00490,TXN00490,MERCHANT_001,2026-03-18,1999.0,35.98,6.48,-100.0,0.0,0.0,1856.54,SETTLED,SET00490,INR
SET00491,TXN00491,MERCHANT_004,2026-04-17,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,SETTLED,SET00491,INR
SET00492,TXN00492,MERCHANT_004,2026-01-23,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,SETTLED,SET00492,INR
SET00493,TXN00493,MERCHANT_001,2026-02-17,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,SETTLED,SET00493,INR
SET00494,TXN00494,MERCHANT_002,2026-03-01,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,SETTLED,SET00494,INR
SET00495,TXN00495,MERCHANT_003,2026-05-01,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,SETTLED,SET00495,INR
SET00496,TXN00496,MERCHANT_004,2026-03-02,799.0,11.98,2.16,0.0,0.0,0.0,784.86,SETTLED,SET00496,INR
SET00497,TXN00497,MERCHANT_002,2026-03-13,799.0,7.99,1.44,0.0,0.0,0.0,789.57,SETTLED,SET00497,INR
SET00498,TXN00498,MERCHANT_004,2026-06-08,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,SETTLED,SET00498,INR
SET00499,TXN00499,MERCHANT_002,2026-01-20,299.0,2.99,0.54,0.0,0.0,0.0,295.47,SETTLED,SET00499,INR
SET00500,TXN00500,MERCHANT_005,2026-06-25,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,SETTLED,SET00500,INR
SET00501,TXN00501,MERCHANT_001,2026-04-15,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,SETTLED,SET00501,INR
SET00502,TXN00502,MERCHANT_002,2026-01-16,499.0,8.98,1.62,0.0,0.0,0.0,0.0,SETTLED,SET00502,INR
SET00503,TXN00503,MERCHANT_005,2026-03-25,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,SETTLED,SET00503,INR
SET00504,TXN00504,MERCHANT_003,2026-02-07,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,SETTLED,SET00504,INR
SET00505,TXN00505,MERCHANT_003,2026-03-14,199.0,3.58,0.64,0.0,0.0,0.0,194.78,SETTLED,SET00505,INR
SET00506,TXN00506,MERCHANT_005,2026-05-10,199.0,3.58,0.64,0.0,0.0,0.0,194.78,SETTLED,SET00506,INR
SET00507,TXN00507,MERCHANT_005,2026-03-24,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,SETTLED,SET00507,INR
SET00508,TXN00508,MERCHANT_002,2026-03-19,1999.0,35.98,6.48,0.0,0.0,0.0,1206.54,SETTLED,SET00508,INR
SET00509,TXN00509,MERCHANT_004,2026-03-04,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,SETTLED,SET00509,INR
SET00510,TXN00510,MERCHANT_002,2026-05-02,199.0,1.99,0.36,0.0,0.0,0.0,196.65,SETTLED,SET00510,INR
SET00511,TXN00511,MERCHANT_005,2026-05-17,499.0,7.48,1.35,0.0,0.0,0.0,490.17,SETTLED,SET00511,INR
SET00512,TXN00512,MERCHANT_003,2026-02-24,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,SETTLED,SET00512,INR
SET00513,TXN00513,MERCHANT_003,2026-01-25,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,SETTLED,SET00513,INR
SET00514,TXN00514,MERCHANT_003,2026-04-09,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,SETTLED,SET00514,INR
SET00515,TXN00515,MERCHANT_002,2026-06-02,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,SETTLED,SET00515,INR
SET00516,TXN00516,MERCHANT_002,2026-03-28,999.0,14.98,2.7,0.0,299.7,0.0,681.62,SETTLED,SET00516,INR
SET00517,TXN00517,MERCHANT_002,2026-02-01,5999.0,59.99,10.8,0.0,0.0,0.0,4199.3,SETTLED,SET00517,INR
SET00518,TXN00518,MERCHANT_005,2026-07-02,799.0,15.98,2.88,0.0,0.0,0.0,780.14,SETTLED,SET00518,INR
SET00519,TXN00519,MERCHANT_005,2026-03-25,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,SETTLED,SET00519,INR
SET00520,TXN00520,MERCHANT_004,2026-05-19,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,SETTLED,SET00520,INR
SET00521,TXN00521,MERCHANT_003,2026-04-04,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,SETTLED,SET00521,INR
SET00522,TXN00522,MERCHANT_001,2026-05-03,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,SETTLED,SET00522,INR
SET00523,TXN00523,MERCHANT_003,2026-03-29,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,SETTLED,SET00523,INR
SET00524,TXN00524,MERCHANT_002,2026-02-10,199.0,3.58,0.64,0.0,0.0,0.0,0.0,SETTLED,SET00524,INR
SET00525,TXN00525,MERCHANT_005,2026-05-30,5999.0,71.99,12.96,0.0,0.0,0.0,5914.05,SETTLED,SET00525,INR
SET00526,TXN00526,MERCHANT_002,2026-02-21,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,SETTLED,SET00526,INR
SET00527,TXN00527,MERCHANT_005,2026-03-05,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,SETTLED,SET00527,INR
SET00528,TXN00528,MERCHANT_004,2026-06-16,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,SETTLED,SET00528,INR
SET00529,TXN00529,MERCHANT_002,2026-04-02,499.0,4.99,0.9,0.0,0.0,0.0,493.11,SETTLED,SET00529,INR
SET00530,TXN00530,MERCHANT_004,2026-02-20,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,SETTLED,SET00530,INR
SET00531,TXN00531,MERCHANT_001,2026-01-21,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,SETTLED,SET00531,INR
SET00532,TXN00532,MERCHANT_004,2026-02-06,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,SETTLED,SET00532,INR
SET00533,TXN00533,MERCHANT_002,2026-01-04,799.0,15.98,2.88,0.0,0.0,0.0,780.14,SETTLED,SET00533,INR
SET00534,TXN00534,MERCHANT_001,2026-06-10,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,SETTLED,SET00534,INR
SET00535,TXN00535,MERCHANT_001,2026-01-03,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,SETTLED,SET00535,INR
SET00536,TXN00536,MERCHANT_001,2026-05-18,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,SETTLED,SET00536,INR
SET00537,TXN00537,MERCHANT_003,2026-01-08,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,SETTLED,SET00537,INR
SET00538,TXN00538,MERCHANT_001,2026-01-27,2999.0,44.98,8.1,0.0,0.0,0.0,2945.92,SETTLED,SET00538,INR
SET00539,TXN00539,MERCHANT_002,2026-06-10,2999.0,44.98,8.1,0.0,0.0,0.0,2945.92,SETTLED,SET00539,INR
SET00540,TXN00540,MERCHANT_003,2026-04-14,299.0,5.38,0.97,0.0,0.0,0.0,292.65,SETTLED,SET00540,INR
SET00541,TXN00541,MERCHANT_004,2026-05-27,799.0,9.59,1.73,0.0,0.0,0.0,787.68,SETTLED,SET00541,INR
SET00542,TXN00542,MERCHANT_001,2026-06-19,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,SETTLED,SET00542,INR
SET00543,TXN00543,MERCHANT_004,2026-04-09,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,SETTLED,SET00543,INR
SET00544,TXN00544,MERCHANT_001,2026-06-30,499.0,9.98,1.8,0.0,0.0,0.0,487.22,SETTLED,SET00544,INR
SET00545,TXN00545,MERCHANT_004,2026-06-17,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,SETTLED,SET00545,INR
SET00546,TXN00546,MERCHANT_001,2026-05-17,199.0,2.98,0.54,0.0,0.0,0.0,195.48,SETTLED,SET00546,INR
SET00547,TXN00547,MERCHANT_005,2026-05-04,999.0,14.98,2.7,0.0,0.0,0.0,981.32,SETTLED,SET00547,INR
SET00548,TXN00548,MERCHANT_003,2026-05-22,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,SETTLED,SET00548,INR
SET00549,TXN00549,MERCHANT_003,2026-01-06,799.0,11.98,2.16,0.0,0.0,0.0,784.86,SETTLED,SET00549,INR
SET00550,TXN00550,MERCHANT_001,2026-03-21,499.0,7.48,1.35,0.0,0.0,0.0,490.17,SETTLED,SET00550,INR
SET00551,TXN00551,MERCHANT_004,2026-06-25,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,SETTLED,SET00551,INR
SET00552,TXN00552,MERCHANT_002,2026-06-29,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,SETTLED,SET00552,INR
SET00553,TXN00553,MERCHANT_003,2026-01-15,299.0,5.38,0.97,0.0,0.0,0.0,292.65,SETTLED,SET00553,INR
SET00554,TXN00554,MERCHANT_001,2026-03-31,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,SETTLED,SET00554,INR
SET00555,TXN00555,MERCHANT_001,2026-06-13,999.0,14.98,2.7,0.0,0.0,0.0,0.0,SETTLED,SET00555,INR
SET00556,TXN00556,MERCHANT_002,2026-04-04,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,SETTLED,SET00556,INR
SET00557,TXN00557,MERCHANT_002,2026-06-26,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,SETTLED,SET00557,INR
SET00558,TXN00558,MERCHANT_005,2026-03-18,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,SETTLED,SET00558,INR
SET00559,TXN00559,MERCHANT_001,2026-03-13,499.0,5.99,1.08,0.0,0.0,0.0,491.93,SETTLED,SET00559,INR
SET00560,TXN00560,MERCHANT_004,2026-03-25,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,SETTLED,SET00560,INR
SET00561,TXN00561,MERCHANT_001,2026-03-21,2499.0,44.98,8.1,0.0,0.0,0.0,1249.5,SETTLED,SET00561,INR
SET00562,TXN00562,MERCHANT_001,2026-02-04,299.0,4.48,0.81,0.0,0.0,0.0,293.71,SETTLED,SET00562,INR
SET00563,TXN00563,MERCHANT_004,2026-05-26,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,SETTLED,SET00563,INR
SET00564,TXN00564,MERCHANT_001,2026-01-26,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,SETTLED,SET00564,INR
SET00565,TXN00565,MERCHANT_004,2026-01-06,999.0,11.99,2.16,0.0,0.0,0.0,984.85,SETTLED,SET00565,INR
SET00566,TXN00566,MERCHANT_001,2026-05-26,799.0,7.99,1.44,0.0,0.0,0.0,789.57,SETTLED,SET00566,INR
SET00567,TXN00567,MERCHANT_002,2026-02-06,999.0,19.98,3.6,0.0,0.0,0.0,975.42,SETTLED,SET00567,INR
SET00568,TXN00568,MERCHANT_004,2026-02-09,299.0,4.48,0.81,0.0,0.0,0.0,293.71,SETTLED,SET00568,INR
SET00569,TXN00569,MERCHANT_003,2026-04-19,999.0,17.98,3.24,0.0,0.0,0.0,977.78,SETTLED,SET00569,INR
SET00570,TXN00570,MERCHANT_003,2026-03-07,799.0,15.98,2.88,0.0,0.0,0.0,780.14,SETTLED,SET00570,INR
SET00571,TXN00571,MERCHANT_004,2026-01-30,499.0,4.99,0.9,0.0,0.0,0.0,493.11,SETTLED,SET00571,INR
SET00572,TXN00572,MERCHANT_004,2026-03-30,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,SETTLED,SET00572,INR
SET00573,TXN00573,MERCHANT_004,2026-03-29,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,SETTLED,SET00573,INR
SET00574,TXN00574,MERCHANT_003,2026-06-05,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,SETTLED,SET00574,INR
SET00575,TXN00575,MERCHANT_003,2026-02-16,1999.0,29.98,5.4,0.0,0.0,0.0,1963.62,SETTLED,SET00575,INR
SET00576,TXN00576,MERCHANT_004,2026-05-30,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,SETTLED,SET00576,INR
SET00577,TXN00577,MERCHANT_004,2026-03-16,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,SETTLED,SET00577,INR
SET00578,TXN00578,MERCHANT_001,2026-05-26,799.0,79.9,2.88,0.0,0.0,0.0,716.22,SETTLED,SET00578,INR
SET00579,TXN00579,MERCHANT_001,2026-05-01,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,SETTLED,SET00579,INR
SET00580,TXN00580,MERCHANT_003,2026-06-30,299.0,5.38,0.97,0.0,0.0,0.0,292.65,SETTLED,SET00580,INR
SET00581,TXN00581,MERCHANT_002,2026-06-14,999.0,9.99,1.8,0.0,0.0,0.0,987.21,SETTLED,SET00581,INR
SET00583,TXN00583,MERCHANT_004,2026-06-04,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,SETTLED,SET00583,INR
SET00584,TXN00584,MERCHANT_005,2026-06-28,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,SETTLED,SET00584,INR
SET00585,TXN00585,MERCHANT_005,2026-06-04,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,SETTLED,SET00585,INR
SET00586,TXN00586,MERCHANT_002,2026-06-21,4999.0,49.99,9.0,0.0,0.0,0.0,2999.4,SETTLED,SET00586,INR
SET00588,TXN00588,MERCHANT_004,2026-01-31,199.0,2.98,0.54,0.0,0.0,0.0,195.48,SETTLED,SET00588,INR
SET00589,TXN00589,MERCHANT_002,2026-05-12,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,SETTLED,SET00589,INR
SET00591,TXN00591,MERCHANT_001,2026-05-05,299.0,4.48,0.81,0.0,0.0,0.0,293.71,SETTLED,SET00591,INR
SET00592,TXN00592,MERCHANT_001,2026-01-31,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,SETTLED,SET00592,INR
SET00593,TXN00593,MERCHANT_003,2026-03-30,2499.0,29.99,5.4,0.0,0.0,0.0,2463.61,SETTLED,SET00593,INR
SET00594,TXN00594,MERCHANT_004,2026-04-02,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,SETTLED,SET00594,INR
SET00595,TXN00595,MERCHANT_004,2026-03-25,299.0,3.59,0.65,0.0,89.7,0.0,205.06,SETTLED,SET00595,INR
SET00596,TXN00596,MERCHANT_001,2026-01-07,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,SETTLED,SET00596,INR
SET00597,TXN00597,MERCHANT_002,2026-03-05,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,SETTLED,SET00597,INR
SET00598,TXN00598,MERCHANT_002,2026-03-28,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,SETTLED,SET00598,INR
SET00599,TXN00599,MERCHANT_002,2026-04-17,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,SETTLED,SET00599,INR
SET00600,TXN00600,MERCHANT_004,2026-04-14,199.0,3.98,0.72,0.0,0.0,0.0,194.3,SETTLED,SET00600,INR
SET00601,TXN00601,MERCHANT_005,2026-04-21,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,SETTLED,SET00601,INR
SET00602,TXN00602,MERCHANT_002,2026-03-15,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,SETTLED,SET00602,INR
SET00603,TXN00603,MERCHANT_001,2026-05-20,499.0,7.48,1.35,0.0,0.0,0.0,490.17,SETTLED,SET00603,INR
SET00604,TXN00604,MERCHANT_002,2026-05-01,299.0,2.99,0.54,0.0,0.0,0.0,295.47,SETTLED,SET00604,INR
SET00605,TXN00605,MERCHANT_005,2026-06-15,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,SETTLED,SET00605,INR
SET00606,TXN00606,MERCHANT_005,2026-02-02,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,SETTLED,SET00606,INR
SET00607,TXN00607,MERCHANT_005,2026-02-15,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,SETTLED,SET00607,INR
