transaction_id,order_id,payment_id,settlement_id,true_status,true_exception_type,true_difference
TXN00706,ORD00706,PAY00706,SET00706,MATCHED,NONE,0.0
TXN00707,ORD00707,PAY00707,SET00707,MATCHED,NONE,0.0
TXN00708,ORD00708,PAY00708,SET00708,MATCHED,NONE,0.0
TXN00709,ORD00709,PAY00709,SET00709,MATCHED,NONE,0.0
TXN00710,ORD00710,PAY00710,SET00710,MATCHED,NONE,0.0
TXN00711,ORD00711,PAY00711,SET00711,MATCHED,NONE,0.0
TXN00712,ORD00712,PAY00712,SET00712,MATCHED,NONE,0.0
TXN00713,ORD00713,PAY00713,SET00713,MATCHED,NONE,0.0
TXN00714,ORD00714,PAY00714|PAY00714_DUP,SET00714,EXCEPTION,DUPLICATE_PAYMENT,799.0
TXN00715,ORD00715,PAY00715,SET00715,MATCHED,NONE,0.0
TXN00716,ORD00716,PAY00716,SET00716,MATCHED,NONE,0.0
TXN00717,ORD00717,PAY00717,SET00717,MATCHED,NONE,0.0
TXN00718,ORD00718,PAY00718,SET00718,MATCHED,NONE,0.0
TXN00719,ORD00719,PAY00719,SET00719,MATCHED,NONE,0.0
TXN00720,ORD00720,PAY00720,SET00720,MATCHED,NONE,0.0
TXN00721,ORD00721,,SET00721,EXCEPTION,MISSING_PAYMENT,199.0
TXN00722,ORD00722,PAY00722,SET00722,MATCHED,NONE,0.0
TXN00723,ORD00723,PAY00723,SET00723,MATCHED,NONE,0.0
TXN00724,ORD00724,PAY00724,SET00724,MATCHED,NONE,0.0
TXN00725,ORD00725,PAY00725,SET00725,MATCHED,NONE,0.0
TXN00726,ORD00726,PAY00726,SET00726,MATCHED,NONE,0.0
TXN00727,ORD00727,PAY00727,SET00727,MATCHED,NONE,0.0
TXN00728,ORD00728,PAY00728,SET00728,EXCEPTION,CHARGEBACK,149.25
TXN00729,ORD00729,PAY00729,SET00729,MATCHED,NONE,0.0
TXN00730,ORD00730,PAY00730,SET00730,MATCHED,NONE,0.0
TXN00731,ORD00731,PAY00731,SET00731,MATCHED,NONE,0.0
TXN00732,ORD00732,PAY00732,SET00732,EXCEPTION,FAILED_PAYMENT,799.0
TXN00733,ORD00733,PAY00733,SET00733,EXCEPTION,AMOUNT_MISMATCH,250.0
TXN00734,ORD00734,PAY00734,SET00734,MATCHED,NONE,0.0
TXN00735,ORD00735,PAY00735,SET00735,MATCHED,NONE,0.0
TXN00736,ORD00736,PAY00736,SET00736,MATCHED,NONE,0.0
TXN00737,ORD00737,PAY00737,SET00737,MATCHED,NONE,0.0
TXN00738,ORD00738,PAY00738,SET00738,MATCHED,NONE,0.0
TXN00739,ORD00739,PAY00739,SET00739,MATCHED,NONE,0.0
TXN00740,ORD00740,PAY00740,SET00740,MATCHED,NONE,0.0
TXN00741,ORD00741,PAY00741,SET00741,EXCEPTION,SETTLEMENT_DELAY,5.0
TXN00742,ORD00742,,SET00742,EXCEPTION,MISSING_PAYMENT,5999.0
TXN00743,ORD00743,PAY00743,SET00743,MATCHED,NONE,0.0
TXN00744,ORD00744,PAY00744,SET00744,MATCHED,NONE,0.0
TXN00745,ORD00745,PAY00745,SET00745,EXCEPTION,SETTLEMENT_DELAY,14.0
TXN00746,ORD00746,PAY00746,SET00746,MATCHED,NONE,0.0
TXN00747,ORD00747,PAY00747,SET00747,MATCHED,NONE,0.0
TXN00748,ORD00748,PAY00748,SET00748,MATCHED,NONE,0.0
TXN00749,ORD00749,PAY00749,SET00749,MATCHED,NONE,0.0
TXN00750,ORD00750,PAY00750,SET00750,MATCHED,NONE,0.0
TXN00751,ORD00751,PAY00751,SET00751,EXCEPTION,AMOUNT_MISMATCH,500.0
TXN00752,ORD00752,PAY00752,SET00752,MATCHED,NONE,0.0
TXN00753,ORD00753,PAY00753,SET00753,MATCHED,NONE,0.0
TXN00754,ORD00754,PAY00754,SET00754,MATCHED,NONE,0.0
TXN00755,ORD00755,PAY00755,SET00755,MATCHED,NONE,0.0
TXN00756,ORD00756,PAY00756,SET00756,MATCHED,NONE,0.0
TXN00757,ORD00757,PAY00757,SET00757,MATCHED,NONE,0.0
TXN00758,ORD00758,PAY00758,SET00758,MATCHED,NONE,0.0
TXN00759,ORD00759,PAY00759,SET00759,MATCHED,NONE,0.0
TXN00760,ORD00760,PAY00760,SET00760,MATCHED,NONE,0.0
TXN00761,ORD00761,PAY00761,SET00761,EXCEPTION,AMOUNT_MISMATCH,100.0
TXN00762,ORD00762,PAY00762,SET00762,MATCHED,NONE,0.0
TXN00763,ORD00763,PAY00763,SET00763,MATCHED,NONE,0.0
TXN00764,ORD00764,PAY00764,,EXCEPTION,MISSING_SETTLEMENT,195.48
TXN00765,ORD00765,PAY00765,SET00765,MATCHED,NONE,0.0
TXN00766,ORD00766,PAY00766,SET00766|SET00766_DUP,EXCEPTION,DUPLICATE_SETTLEMENT,784.86
TXN00767,ORD00767,PAY00767,SET00767,MATCHED,NONE,0.0
TXN00768,ORD00768,PAY00768,SET00768,MATCHED,NONE,0.0
TXN00769,ORD00769,PAY00769,SET00769,MATCHED,NONE,0.0
TXN00770,ORD00770,PAY00770,SET00770,EXCEPTION,WRONG_TRANSACTION_REFERENCE,
TXN00771,ORD00771,PAY00771,SET00771,EXCEPTION,AMOUNT_MISMATCH,750.0
TXN00772,ORD00772,PAY00772,SET00772,MATCHED,NONE,0.0
TXN00773,ORD00773,,SET00773,EXCEPTION,MISSING_PAYMENT,1999.0
TXN00774,ORD00774,PAY00774,SET00774,MATCHED,NONE,0.0
TXN00775,ORD00775,PAY00775,SET00775,MATCHED,NONE,0.0
TXN00776,ORD00776,PAY00776,SET00776,MATCHED,NONE,0.0
TXN00777,ORD00777,PAY00777,SET00777,EXCEPTION,AMOUNT_MISMATCH,750.0
TXN00778,ORD00778,PAY00778,SET00778,MATCHED,NONE,0.0
TXN00779,ORD00779,PAY00779,SET00779,MATCHED,NONE,0.0
TXN00780,ORD00780,PAY00780,SET00780,MATCHED,NONE,0.0
TXN00781,ORD00781,PAY00781,SET00781,MATCHED,NONE,0.0
TXN00782,ORD00782,PAY00782,SET00782,MATCHED,NONE,0.0
TXN00783,ORD00783,PAY00783,SET00783,MATCHED,NONE,0.0
TXN00784,ORD00784,PAY00784,SET00784,MATCHED,NONE,0.0
TXN00785,ORD00785,PAY00785,SET00785,MATCHED,NONE,0.0
TXN00786,ORD00786,PAY00786,SET00786,MATCHED,NONE,0.0
TXN00787,ORD00787,PAY00787,SET00787,MATCHED,NONE,0.0
TXN00788,ORD00788,PAY00788,SET00788,MATCHED,NONE,0.0
TXN00789,ORD00789,PAY00789,SET00789,EXCEPTION,REFUND,599.9
TXN00790,ORD00790,,SET00790,EXCEPTION,MISSING_PAYMENT,1499.0
TXN00791,ORD00791,PAY00791,SET00791,EXCEPTION,AMOUNT_MISMATCH,250.0
TXN00792,ORD00792,PAY00792,SET00792,MATCHED,NONE,0.0
TXN00793,ORD00793,PAY00793|PAY00793_DUP,SET00793,EXCEPTION,DUPLICATE_PAYMENT,3999.0
TXN00794,ORD00794,PAY00794,SET00794,MATCHED,NONE,0.0
TXN00795,ORD00795,PAY00795,SET00795,MATCHED,NONE,0.0
TXN00796,ORD00796,PAY00796,SET00796,MATCHED,NONE,0.0
TXN00797,ORD00797,PAY00797,SET00797,MATCHED,NONE,0.0
TXN00798,ORD00798,,SET00798,EXCEPTION,MISSING_PAYMENT,799.0
TXN00799,ORD00799,PAY00799,SET00799,MATCHED,NONE,0.0
TXN00800,ORD00800,PAY00800,SET00800,EXCEPTION,REFUND,749.75
TXN00801,ORD00801,PAY00801,SET00801,MATCHED,NONE,0.0
TXN00802,ORD00802,PAY00802,SET00802,MATCHED,NONE,0.0
TXN00803,ORD00803,PAY00803,SET00803,MATCHED,NONE,0.0
TXN00804,ORD00804,PAY00804,SET00804,MATCHED,NONE,0.0
TXN00805,ORD00805,PAY00805,SET00805,MATCHED,NONE,0.0
TXN00806,ORD00806,PAY00806,SET00806,MATCHED,NONE,0.0
TXN00807,ORD00807,PAY00807,SET00807,MATCHED,NONE,0.0
TXN00808,ORD00808,PAY00808,SET00808,EXCEPTION,PARTIAL_SETTLEMENT,1928.72
TXN00809,ORD00809,PAY00809,SET00809,MATCHED,NONE,0.0
TXN00810,ORD00810,PAY00810,SET00810,EXCEPTION,AMOUNT_MISMATCH,250.0
TXN00811,ORD00811,PAY00811,SET00811,MATCHED,NONE,0.0
TXN00812,ORD00812,PAY00812,SET00812,MATCHED,NONE,0.0
TXN00813,ORD00813,PAY00813,SET00813,MATCHED,NONE,0.0
TXN00814,ORD00814,PAY00814,SET00814,MATCHED,NONE,0.0
TXN00815,ORD00815,PAY00815,SET00815,MATCHED,NONE,0.0
TXN00816,ORD00816,PAY00816,SET00816,MATCHED,NONE,0.0
TXN00817,ORD00817,PAY00817,SET00817,EXCEPTION,INCORRECT_FEE,299.94
TXN00818,ORD00818,PAY00818,SET00818,MATCHED,NONE,0.0
TXN00819,ORD00819,PAY00819,SET00819,MATCHED,NONE,0.0
TXN00820,ORD00820,PAY00820,SET00820,EXCEPTION,PARTIAL_SETTLEMENT,273.27
TXN00821,ORD00821,PAY00821,SET00821,MATCHED,NONE,0.0
TXN00822,ORD00822,PAY00822,SET00822,MATCHED,NONE,0.0
TXN00823,ORD00823,PAY00823,SET00823,MATCHED,NONE,0.0
TXN00824,ORD00824,PAY00824,SET00824,EXCEPTION,REFUND,374.75
TXN00825,ORD00825,PAY00825,SET00825,MATCHED,NONE,0.0
TXN00826,ORD00826,PAY00826,SET00826,MATCHED,NONE,0.0
TXN00827,ORD00827,PAY00827,SET00827,MATCHED,NONE,0.0
TXN00828,ORD00828,PAY00828,SET00828,MATCHED,NONE,0.0
TXN00829,ORD00829,PAY00829,SET00829,MATCHED,NONE,0.0
TXN00830,ORD00830,PAY00830,SET00830,MATCHED,NONE,0.0
TXN00831,ORD00831,PAY00831,SET00831,MATCHED,NONE,0.0
TXN00832,ORD00832,PAY00832,SET00832,MATCHED,NONE,0.0
TXN00833,ORD00833,PAY00833,SET00833,MATCHED,NONE,0.0
TXN00834,ORD00834,PAY00834,SET00834,MATCHED,NONE,0.0
TXN00835,ORD00835,PAY00835,SET00835,MATCHED,NONE,0.0
TXN00836,ORD00836,PAY00836,SET00836,MATCHED,NONE,0.0
TXN00837,ORD00837,PAY00837,SET00837,EXCEPTION,REFUND,1499.75
TXN00838,ORD00838,PAY00838,SET00838,MATCHED,NONE,0.0
TXN00839,ORD00839,PAY00839,SET00839,MATCHED,NONE,0.0
TXN00840,ORD00840,PAY00840,SET00840,MATCHED,NONE,0.0
TXN00841,ORD00841,PAY00841,SET00841,MATCHED,NONE,0.0
TXN00842,ORD00842,PAY00842,SET00842,MATCHED,NONE,0.0
TXN00843,ORD00843,PAY00843|PAY00843_DUP,SET00843,EXCEPTION,DUPLICATE_PAYMENT,2499.0
TXN00844,ORD00844,PAY00844,SET00844,MATCHED,NONE,0.0
TXN00845,ORD00845,PAY00845,SET00845,MATCHED,NONE,0.0
TXN00846,ORD00846,PAY00846,SET00846,MATCHED,NONE,0.0
TXN00847,ORD00847,PAY00847,SET00847,MATCHED,NONE,0.0
TXN00848,ORD00848,PAY00848,SET00848,MATCHED,NONE,0.0
TXN00849,ORD00849,PAY00849,SET00849,EXCEPTION,FAILED_PAYMENT,2499.0
TXN00850,ORD00850,PAY00850,SET00850,MATCHED,NONE,0.0
TXN00851,ORD00851,PAY00851,SET00851,EXCEPTION,DATE_MISMATCH,10.0
TXN00852,ORD00852,PAY00852,SET00852,MATCHED,NONE,0.0
TXN00853,ORD00853,PAY00853,SET00853,MATCHED,NONE,0.0
TXN00854,ORD00854,PAY00854,SET00854,MATCHED,NONE,0.0
TXN00855,ORD00855,PAY00855,SET00855,MATCHED,NONE,0.0
TXN00856,ORD00856,PAY00856,SET00856,MATCHED,NONE,0.0
TXN00857,ORD00857,PAY00857,SET00857,MATCHED,NONE,0.0
TXN00858,ORD00858,PAY00858,SET00858,MATCHED,NONE,0.0
TXN00859,ORD00859,PAY00859,SET00859,MATCHED,NONE,0.0
TXN00860,ORD00860,PAY00860,SET00860,MATCHED,NONE,0.0
TXN00861,ORD00861,PAY00861,SET00861,MATCHED,NONE,0.0
TXN00862,ORD00862,PAY00862,SET00862,MATCHED,NONE,0.0
TXN00863,ORD00863,PAY00863,SET00863,MATCHED,NONE,0.0
TXN00864,ORD00864,PAY00864,SET00864,MATCHED,NONE,0.0
TXN00865,ORD00865,PAY00865,SET00865,EXCEPTION,REFUND,1199.7
TXN00866,ORD00866,PAY00866,SET00866,MATCHED,NONE,0.0
TXN00867,ORD00867,PAY00867,SET00867,MATCHED,NONE,0.0
TXN00868,ORD00868,PAY00868,SET00868,MATCHED,NONE,0.0
TXN00869,ORD00869,PAY00869,SET00869,MATCHED,NONE,0.0
TXN00870,ORD00870,PAY00870,SET00870,MATCHED,NONE,0.0
TXN00871,ORD00871,PAY00871,SET00871,MATCHED,NONE,0.0
TXN00872,ORD00872,PAY00872,SET00872,MATCHED,NONE,0.0
TXN00873,ORD00873,PAY00873,SET00873,MATCHED,NONE,0.0
TXN00874,ORD00874,PAY00874,SET00874,MATCHED,NONE,0.0
TXN00875,ORD00875,PAY00875,SET00875,MATCHED,NONE,0.0
TXN00876,ORD00876,PAY00876,SET00876,MATCHED,NONE,0.0
TXN00877,ORD00877,PAY00877,SET00877,MATCHED,NONE,0.0
TXN00878,ORD00878,PAY00878,SET00878,EXCEPTION,REFUND,39.8
TXN00879,ORD00879,PAY00879,SET00879,MATCHED,NONE,0.0
TXN00880,ORD00880,PAY00880,,EXCEPTION,MISSING_SETTLEMENT,1463.62
TXN00881,ORD00881,PAY00881,SET00881,MATCHED,NONE,0.0
TXN00882,ORD00882,PAY00882,SET00882,MATCHED,NONE,0.0
TXN00883,ORD00883,PAY00883,SET00883,MATCHED,NONE,0.0
TXN00884,ORD00884,PAY00884,SET00884,MATCHED,NONE,0.0
TXN00885,ORD00885,PAY00885,SET00885,MATCHED,NONE,0.0
TXN00886,ORD00886,PAY00886,SET00886,MATCHED,NONE,0.0
TXN00887,ORD00887,PAY00887,SET00887,MATCHED,NONE,0.0
TXN00888,ORD00888,PAY00888,SET00888,MATCHED,NONE,0.0
TXN00889,ORD00889,PAY00889,SET00889,MATCHED,NONE,0.0
TXN00890,ORD00890,PAY00890,SET00890,MATCHED,NONE,0.0
TXN00891,ORD00891,PAY00891,SET00891,MATCHED,NONE,0.0
TXN00892,ORD00892,PAY00892|PAY00892_DUP,SET00892,EXCEPTION,DUPLICATE_PAYMENT,5999.0
TXN00893,ORD00893,PAY00893,SET00893,EXCEPTION,DATE_MISMATCH,10.0
TXN00894,ORD00894,PAY00894,SET00894,MATCHED,NONE,0.0
TXN00895,ORD00895,PAY00895,SET00895,MATCHED,NONE,0.0
TXN00896,ORD00896,PAY00896,SET00896,EXCEPTION,AMOUNT_MISMATCH,196.18
TXN00897,ORD00897,PAY00897|PAY00897_DUP,SET00897,EXCEPTION,DUPLICATE_PAYMENT,3999.0
TXN00898,ORD00898,PAY00898,SET00898,MATCHED,NONE,0.0
TXN00899,ORD00899,PAY00899,SET00899,MATCHED,NONE,0.0
TXN00900,ORD00900,PAY00900,SET00900,MATCHED,NONE,0.0
TXN00901,ORD00901,PAY00901,SET00901,MATCHED,NONE,0.0
TXN00902,ORD00902,PAY00902,SET00902,MATCHED,NONE,0.0
TXN00903,ORD00903,PAY00903,SET00903,EXCEPTION,CHARGEBACK,2999.25
TXN00904,ORD00904,PAY00904,SET00904,MATCHED,NONE,0.0
TXN00905,ORD00905,PAY00905,SET00905,MATCHED,NONE,0.0
TXN00906,ORD00906,PAY00906,SET00906,MATCHED,NONE,0.0
TXN00907,ORD00907,PAY00907,SET00907,MATCHED,NONE,0.0
TXN00908,ORD00908,PAY00908,SET00908,MATCHED,NONE,0.0
TXN00909,ORD00909,PAY00909,SET00909,MATCHED,NONE,0.0
TXN00910,ORD00910,PAY00910,SET00910|SET00910_DUP,EXCEPTION,DUPLICATE_SETTLEMENT,975.42
TXN00911,ORD00911,PAY00911,SET00911,MATCHED,NONE,0.0
TXN00912,ORD00912,PAY00912|PAY00912_DUP,SET00912,EXCEPTION,DUPLICATE_PAYMENT,199.0
TXN00913,ORD00913,PAY00913,SET00913,MATCHED,NONE,0.0
TXN00914,ORD00914,PAY00914,SET00914,MATCHED,NONE,0.0
TXN00915,ORD00915,PAY00915,SET00915,MATCHED,NONE,0.0
TXN00916,ORD00916,PAY00916,SET00916,MATCHED,NONE,0.0
TXN00917,ORD00917,PAY00917,SET00917,MATCHED,NONE,0.0
TXN00918,ORD00918,PAY00918,SET00918,EXCEPTION,UNKNOWN_ADJUSTMENT,100.0
TXN00919,ORD00919,PAY00919,SET00919,MATCHED,NONE,0.0
TXN00920,ORD00920,PAY00920,SET00920,MATCHED,NONE,0.0
TXN00921,ORD00921,PAY00921,SET00921,EXCEPTION,CHARGEBACK,2999.0
TXN00922,ORD00922,PAY00922,SET00922,EXCEPTION,SETTLEMENT_DELAY,5.0
TXN00923,ORD00923,PAY00923,SET00923,EXCEPTION,AMOUNT_MISMATCH,750.0
TXN00924,ORD00924,PAY00924,SET00924,MATCHED,NONE,0.0
TXN00925,ORD00925,,SET00925,EXCEPTION,MISSING_PAYMENT,2999.0
TXN00926,ORD00926,PAY00926,SET00926,MATCHED,NONE,0.0
TXN00927,ORD00927,PAY00927,SET00927,MATCHED,NONE,0.0
TXN00928,ORD00928,PAY00928,SET00928,MATCHED,NONE,0.0
TXN00929,ORD00929,PAY00929,SET00929,EXCEPTION,FAILED_PAYMENT,1499.0
TXN00930,ORD00930,PAY00930,SET00930,MATCHED,NONE,0.0
TXN00931,ORD00931,PAY00931,SET00931,MATCHED,NONE,0.0
TXN00932,ORD00932,PAY00932,SET00932,MATCHED,NONE,0.0
TXN00933,ORD00933,PAY00933,SET00933,MATCHED,NONE,0.0
TXN00934,ORD00934,PAY00934,SET00934,MATCHED,NONE,0.0
TXN00935,ORD00935,PAY00935,SET00935,EXCEPTION,FAILED_PAYMENT,2999.0
TXN00936,ORD00936,PAY00936,SET00936,MATCHED,NONE,0.0
TXN00937,ORD00937,PAY00937,SET00937,MATCHED,NONE,0.0
TXN00938,ORD00938,PAY00938,SET00938,MATCHED,NONE,0.0
TXN00939,ORD00939,PAY00939,SET00939,MATCHED,NONE,0.0
TXN00940,ORD00940,PAY00940,SET00940,EXCEPTION,FAILED_PAYMENT,5999.0
TXN00941,ORD00941,,SET00941,EXCEPTION,MISSING_PAYMENT,2499.0
TXN00942,ORD00942,PAY00942,SET00942,MATCHED,NONE,0.0
TXN00943,ORD00943,PAY00943,SET00943,EXCEPTION,CHARGEBACK,1999.5
TXN00944,ORD00944,PAY00944,SET00944,MATCHED,NONE,0.0
TXN00945,ORD00945,PAY00945,SET00945,EXCEPTION,FAILED_PAYMENT,1999.0
TXN00946,ORD00946,PAY00946,SET00946,MATCHED,NONE,0.0
TXN00947,ORD00947,PAY00947,SET00947,MATCHED,NONE,0.0
TXN00948,ORD00948,PAY00948,SET00948,MATCHED,NONE,0.0
TXN00949,ORD00949,PAY00949,SET00949,MATCHED,NONE,0.0
TXN00950,ORD00950,PAY00950,SET00950,EXCEPTION,REFUND,599.8
TXN00951,ORD00951,PAY00951,SET00951,MATCHED,NONE,0.0
TXN00952,ORD00952,PAY00952,SET00952,MATCHED,NONE,0.0
TXN00953,ORD00953,PAY00953,SET00953,MATCHED,NONE,0.0
TXN00954,ORD00954,PAY00954,SET00954,MATCHED,NONE,0.0
TXN00955,ORD00955,PAY00955,SET00955,MATCHED,NONE,0.0
TXN00956,ORD00956,PAY00956,SET00956,MATCHED,NONE,0.0
TXN00957,ORD00957,PAY00957,SET00957,MATCHED,NONE,0.0
TXN00958,ORD00958,PAY00958,SET00958,MATCHED,NONE,0.0
TXN00959,ORD00959,PAY00959,SET00959,MATCHED,NONE,0.0
TXN00960,ORD00960,PAY00960,SET00960,EXCEPTION,FAILED_PAYMENT,1499.0
TXN00961,ORD00961,PAY00961,SET00961,MATCHED,NONE,0.0
TXN00962,ORD00962,PAY00962,SET00962,MATCHED,NONE,0.0
TXN00963,ORD00963,PAY00963,SET00963,MATCHED,NONE,0.0
TXN00964,ORD00964,PAY00964,SET00964,MATCHED,NONE,0.0
TXN00965,ORD00965,PAY00965,SET00965,MATCHED,NONE,0.0
TXN00966,ORD00966,PAY00966,,EXCEPTION,MISSING_SETTLEMENT,5857.42
TXN00967,ORD00967,PAY00967,SET00967,MATCHED,NONE,0.0
TXN00968,ORD00968,PAY00968,SET00968,MATCHED,NONE,0.0
TXN00969,ORD00969,PAY00969,SET00969,MATCHED,NONE,0.0
TXN00970,ORD00970,PAY00970,SET00970,EXCEPTION,INCORRECT_FEE,399.96
TXN00971,ORD00971,PAY00971,SET00971,MATCHED,NONE,0.0
TXN00972,ORD00972,PAY00972,SET00972,MATCHED,NONE,0.0
TXN00973,ORD00973,PAY00973,SET00973,MATCHED,NONE,0.0
TXN00974,ORD00974,PAY00974,SET00974,MATCHED,NONE,0.0
TXN00975,ORD00975,PAY00975,SET00975,MATCHED,NONE,0.0
TXN00976,ORD00976,PAY00976,SET00976,MATCHED,NONE,0.0
TXN00977,ORD00977,PAY00977,SET00977,MATCHED,NONE,0.0
TXN00978,ORD00978,PAY00978,SET00978,MATCHED,NONE,0.0
TXN00979,ORD00979,PAY00979,SET00979,MATCHED,NONE,0.0
TXN00980,ORD00980,PAY00980,SET00980,MATCHED,NONE,0.0
TXN00981,ORD00981,PAY00981,SET00981,MATCHED,NONE,0.0
TXN00982,ORD00982,PAY00982,SET00982,EXCEPTION,DATE_MISMATCH,10.0
TXN00983,ORD00983,PAY00983,SET00983,MATCHED,NONE,0.0
TXN00984,ORD00984,PAY00984,SET00984,MATCHED,NONE,0.0
TXN00985,ORD00985,PAY00985,SET00985,MATCHED,NONE,0.0
TXN00986,ORD00986,PAY00986,SET00986,MATCHED,NONE,0.0
TXN00987,ORD00987,PAY00987,SET00987,MATCHED,NONE,0.0
TXN00988,ORD00988,PAY00988,SET00988,MATCHED,NONE,0.0
TXN00989,ORD00989,PAY00989,SET00989,MATCHED,NONE,0.0
TXN00990,ORD00990,PAY00990,SET00990,MATCHED,NONE,0.0
TXN00991,ORD00991,PAY00991,SET00991,MATCHED,NONE,0.0
TXN00992,ORD00992,PAY00992,SET00992,EXCEPTION,WRONG_TRANSACTION_REFERENCE,
TXN00993,ORD00993,PAY00993,SET00993,MATCHED,NONE,0.0
TXN00994,ORD00994,PAY00994,SET00994,MATCHED,NONE,0.0
TXN00995,ORD00995,PAY00995,SET00995,MATCHED,NONE,0.0
TXN00996,ORD00996,PAY00996,SET00996,MATCHED,NONE,0.0
TXN00997,ORD00997,PAY00997,SET00997,MATCHED,NONE,0.0
TXN00998,ORD00998,PAY00998,SET00998,MATCHED,NONE,0.0
TXN00999,ORD00999,PAY00999,SET00999,MATCHED,NONE,0.0
TXN01000,ORD01000,PAY01000,SET01000,MATCHED,NONE,0.0
