bank_transaction_id,transaction_id,merchant_id,transaction_date,credit_amount,transaction_type,reference,currency
BANK00610,TXN00610,MERCHANT_004,2026-04-18,3999,CREDIT,TXN00610,INR
BANK00611,TXN00611,MERCHANT_004,2026-04-21,499,CREDIT,TXN00611,INR
BANK00612,TXN00612,MERCHANT_002,2026-05-23,499,CREDIT,TXN00612,INR
BANK00613,TXN00613,MERCHANT_002,2026-02-17,1499,CREDIT,TXN00613,INR
BANK00614,TXN00614,MERCHANT_003,2026-01-04,2499,CREDIT,TXN00614,INR
BANK00615,TXN00615,MERCHANT_004,2026-05-26,2999,CREDIT,TXN00615,INR
BANK00616,TXN00616,MERCHANT_004,2026-04-19,5999,CREDIT,TXN00616,INR
BANK00617,TXN00617,MERCHANT_002,2026-01-23,3999,CREDIT,TXN00617,INR
BANK00618,TXN00618,MERCHANT_003,2026-01-09,999,CREDIT,TXN00618,INR
BANK00619,TXN00619,MERCHANT_003,2026-02-13,7999,CREDIT,TXN00619,INR
BANK00620,TXN00620,MERCHANT_004,2026-05-21,2999,CREDIT,TXN00620,INR
BANK00621,TXN00621,MERCHANT_001,2026-03-12,7999,CREDIT,TXN00621,INR
BANK00622,TXN00622,MERCHANT_001,2026-04-23,2999,CREDIT,TXN00622,INR
BANK00623,TXN00623,MERCHANT_001,2026-06-17,7999,CREDIT,TXN00623,INR
BANK00624,TXN00624,MERCHANT_001,2026-04-26,999,CREDIT,TXN00624,INR
BANK00625,TXN00625,MERCHANT_004,2026-01-31,7999,CREDIT,TXN00625,INR
BANK00626,TXN00626,MERCHANT_005,2026-06-26,1499,CREDIT,TXN00626,INR
BANK00627,TXN00627,MERCHANT_005,2026-02-05,7999,CREDIT,TXN00627,INR
BANK00628,TXN00628,MERCHANT_001,2026-05-26,1499,CREDIT,TXN00628,INR
BANK00629,TXN00629,MERCHANT_002,2026-03-25,5999,CREDIT,TXN00629,INR
BANK00630,TXN00630,MERCHANT_005,2026-03-11,9999,CREDIT,TXN00630,INR
BANK00631,TXN00631,MERCHANT_004,2026-01-16,999,CREDIT,TXN00631,INR
BANK00632,TXN00632,MERCHANT_002,2026-02-08,5999,CREDIT,TXN00632,INR
BANK00633,TXN00633,MERCHANT_004,2026-05-07,499,CREDIT,TXN00633,INR
BANK00634,TXN00634,MERCHANT_004,2026-04-28,299,CREDIT,TXN00634,INR
BANK00635,TXN00635,MERCHANT_005,2026-03-14,5999,CREDIT,TXN00635,INR
BANK00636,TXN00636,MERCHANT_004,2026-03-25,3999,CREDIT,TXN00636,INR
BANK00637,TXN00637,MERCHANT_004,2026-06-14,4999,CREDIT,TXN00637,INR
BANK00638,TXN00638,MERCHANT_005,2026-04-14,799,CREDIT,TXN00638,INR
BANK00639,TXN00639,MERCHANT_004,2026-03-11,1499,CREDIT,TXN00639,INR
BANK00640,TXN00640,MERCHANT_005,2026-05-29,499,CREDIT,TXN00640,INR
BANK00641,TXN00641,MERCHANT_001,2026-01-13,299,CREDIT,TXN00641,INR
BANK00642,TXN00642,MERCHANT_001,2026-02-10,2499,CREDIT,TXN00642,INR
BANK00643,TXN00643,MERCHANT_004,2026-02-21,5999,CREDIT,TXN00643,INR
BANK00644,TXN00644,MERCHANT_002,2026-03-14,299,CREDIT,TXN00644,INR
BANK00645,TXN00645,MERCHANT_001,2026-04-08,4999,CREDIT,TXN00645,INR
BANK00646,TXN00646,MERCHANT_004,2026-06-10,999,CREDIT,TXN00646,INR
BANK00647,TXN00647,MERCHANT_001,2026-06-30,299,CREDIT,TXN00647,INR
BANK00648,TXN00648,MERCHANT_004,2026-01-21,499,CREDIT,TXN00648,INR
BANK00649,TXN00649,MERCHANT_004,2026-01-03,199,CREDIT,TXN00649,INR
BANK00650,TXN00650,MERCHANT_004,2026-06-27,499,CREDIT,TXN00650,INR
BANK00651,TXN00651,MERCHANT_002,2026-04-11,299,CREDIT,TXN00651,INR
BANK00652,TXN00652,MERCHANT_003,2026-04-06,999,CREDIT,TXN00652,INR
BANK00653,TXN00653,MERCHANT_002,2026-06-15,4999,CREDIT,TXN00653,INR
BANK00654,TXN00654,MERCHANT_005,2026-05-25,199,CREDIT,TXN00654,INR
BANK00655,TXN00655,MERCHANT_003,2026-02-25,4999,CREDIT,TXN00655,INR
BANK00656,TXN00656,MERCHANT_005,2026-06-25,2499,CREDIT,TXN00656,INR
BANK00657,TXN00657,MERCHANT_001,2026-02-05,7999,CREDIT,TXN00657,INR
BANK00658,TXN00658,MERCHANT_003,2026-04-21,1499,CREDIT,TXN00658,INR
BANK00659,TXN00659,MERCHANT_003,2026-06-15,299,CREDIT,TXN00659,INR
BANK00660,TXN00660,MERCHANT_005,2026-06-04,5999,CREDIT,TXN00660,INR
BANK00661,TXN00661,MERCHANT_003,2026-02-24,2999,CREDIT,TXN00661,INR
BANK00662,TXN00662,MERCHANT_003,2026-06-16,199,CREDIT,TXN00662,INR
BANK00663,TXN00663,MERCHANT_004,2026-01-30,799,CREDIT,TXN00663,INR
BANK00664,TXN00664,MERCHANT_005,2026-01-05,1499,CREDIT,TXN00664,INR
BANK00665,TXN00665,MERCHANT_004,2026-05-26,1999,CREDIT,TXN00665,INR
BANK00666,TXN00666,MERCHANT_002,2026-05-02,7999,CREDIT,TXN00666,INR
BANK00667,TXN00667,MERCHANT_005,2026-01-19,199,CREDIT,TXN00667,INR
BANK00668,TXN00668,MERCHANT_001,2026-01-18,7999,CREDIT,TXN00668,INR
BANK00669,TXN00669,MERCHANT_003,2026-06-11,5999,CREDIT,TXN00669,INR
BANK00670,TXN00670,MERCHANT_004,2026-01-23,4999,CREDIT,TXN00670,INR
BANK00671,TXN00671,MERCHANT_001,2026-03-22,299,CREDIT,TXN00671,INR
BANK00672,TXN00672,MERCHANT_005,2026-03-26,1999,CREDIT,TXN00672,INR
BANK00673,TXN00673,MERCHANT_004,2026-03-03,199,CREDIT,TXN00673,INR
BANK00674,TXN00674,MERCHANT_004,2026-02-01,2499,CREDIT,TXN00674,INR
BANK00675,TXN00675,MERCHANT_002,2026-02-01,199,CREDIT,TXN00675,INR
BANK00676,TXN00676,MERCHANT_002,2026-05-09,1499,CREDIT,TXN00676,INR
BANK00677,TXN00677,MERCHANT_003,2026-02-02,5999,CREDIT,TXN00677,INR
BANK00678,TXN00678,MERCHANT_001,2026-03-27,7999,CREDIT,TXN00678,INR
BANK00679,TXN00679,MERCHANT_005,2026-01-19,999,CREDIT,TXN00679,INR
BANK00680,TXN00680,MERCHANT_004,2026-05-11,1499,CREDIT,TXN00680,INR
BANK00681,TXN00681,MERCHANT_005,2026-02-13,1499,CREDIT,TXN00681,INR
BANK00682,TXN00682,MERCHANT_001,2026-05-28,4999,CREDIT,TXN00682,INR
BANK00683,TXN00683,MERCHANT_005,2026-01-03,199,CREDIT,TXN00683,INR
BANK00684,TXN00684,MERCHANT_001,2026-05-01,1499,CREDIT,TXN00684,INR
BANK00685,TXN00685,MERCHANT_002,2026-01-10,2999,CREDIT,TXN00685,INR
BANK00686,TXN00686,MERCHANT_003,2026-03-06,1999,CREDIT,TXN00686,INR
BANK00687,TXN00687,MERCHANT_001,2026-05-27,1499,CREDIT,TXN00687,INR
BANK00688,TXN00688,MERCHANT_001,2026-02-17,799,CREDIT,TXN00688,INR
BANK00689,TXN00689,MERCHANT_001,2026-04-30,9999,CREDIT,TXN00689,INR
BANK00690,TXN00690,MERCHANT_003,2026-01-23,2999,CREDIT,TXN00690,INR
BANK00691,TXN00691,MERCHANT_003,2026-02-21,999,CREDIT,TXN00691,INR
BANK00692,TXN00692,MERCHANT_004,2026-04-05,3999,CREDIT,TXN00692,INR
BANK00693,TXN00693,MERCHANT_005,2026-03-04,499,CREDIT,TXN00693,INR
BANK00694,TXN00694,MERCHANT_001,2026-03-02,2999,CREDIT,TXN00694,INR
BANK00695,TXN00695,MERCHANT_003,2026-01-01,7999,CREDIT,TXN00695,INR
BANK00696,TXN00696,MERCHANT_001,2026-02-22,2999,CREDIT,TXN00696,INR
BANK00697,TXN00697,MERCHANT_004,2026-01-16,499,CREDIT,TXN00697,INR
BANK00698,TXN00698,MERCHANT_001,2026-03-01,9999,CREDIT,TXN00698,INR
BANK00699,TXN00699,MERCHANT_004,2026-01-23,3999,CREDIT,TXN00699,INR
BANK00700,TXN00700,MERCHANT_002,2026-06-15,9999,CREDIT,TXN00700,INR
BANK00701,TXN00701,MERCHANT_005,2026-05-26,199,CREDIT,TXN00701,INR
BANK00702,TXN00702,MERCHANT_002,2026-03-18,999,CREDIT,TXN00702,INR
BANK00703,TXN00703,MERCHANT_003,2026-03-23,2499,CREDIT,TXN00703,INR
BANK00704,TXN00704,MERCHANT_001,2026-02-21,499,CREDIT,TXN00704,INR
BANK00705,TXN00705,MERCHANT_001,2026-02-13,2499,CREDIT,TXN00705,INR
BANK00706,TXN00706,MERCHANT_004,2026-02-01,2999,CREDIT,TXN00706,INR
BANK00707,TXN00707,MERCHANT_004,2026-03-20,2499,CREDIT,TXN00707,INR
BANK00708,TXN00708,MERCHANT_001,2026-02-11,7999,CREDIT,TXN00708,INR
BANK00709,TXN00709,MERCHANT_002,2026-03-26,499,CREDIT,TXN00709,INR
BANK00710,TXN00710,MERCHANT_003,2026-04-13,2999,CREDIT,TXN00710,INR
BANK00711,TXN00711,MERCHANT_003,2026-02-14,199,CREDIT,TXN00711,INR
BANK00712,TXN00712,MERCHANT_005,2026-05-21,799,CREDIT,TXN00712,INR
BANK00713,TXN00713,MERCHANT_001,2026-02-06,299,CREDIT,TXN00713,INR
BANK00714,TXN00714,MERCHANT_002,2026-02-04,799,CREDIT,TXN00714,INR
BANK00715,TXN00715,MERCHANT_001,2026-05-31,3999,CREDIT,TXN00715,INR
BANK00716,TXN00716,MERCHANT_001,2026-01-19,799,CREDIT,TXN00716,INR
BANK00717,TXN00717,MERCHANT_001,2026-03-26,299,CREDIT,TXN00717,INR
BANK00718,TXN00718,MERCHANT_001,2026-02-14,3999,CREDIT,TXN00718,INR
BANK00719,TXN00719,MERCHANT_004,2026-01-09,1999,CREDIT,TXN00719,INR
BANK00720,TXN00720,MERCHANT_003,2026-02-25,499,CREDIT,TXN00720,INR
BANK00721,TXN00721,MERCHANT_004,2026-02-08,199,CREDIT,TXN00721,INR
BANK00722,TXN00722,MERCHANT_004,2026-04-16,2999,CREDIT,TXN00722,INR
BANK00723,TXN00723,MERCHANT_001,2026-03-13,1999,CREDIT,TXN00723,INR
BANK00724,TXN00724,MERCHANT_002,2026-06-15,7999,CREDIT,TXN00724,INR
BANK00725,TXN00725,MERCHANT_001,2026-04-09,7999,CREDIT,TXN00725,INR
BANK00726,TXN00726,MERCHANT_005,2026-05-06,1499,CREDIT,TXN00726,INR
BANK00727,TXN00727,MERCHANT_003,2026-02-18,199,CREDIT,TXN00727,INR
BANK00728,TXN00728,MERCHANT_001,2026-03-15,199,CREDIT,TXN00728,INR
BANK00729,TXN00729,MERCHANT_003,2026-05-31,799,CREDIT,TXN00729,INR
BANK00730,TXN00730,MERCHANT_002,2026-06-19,799,CREDIT,TXN00730,INR
BANK00731,TXN00731,MERCHANT_001,2026-02-26,3999,CREDIT,TXN00731,INR
BANK00732,TXN00732,MERCHANT_002,2026-02-16,799,CREDIT,TXN00732,INR
BANK00733,TXN00733,MERCHANT_005,2026-01-08,5999,CREDIT,TXN00733,INR
BANK00734,TXN00734,MERCHANT_005,2026-02-06,3999,CREDIT,TXN00734,INR
BANK00735,TXN00735,MERCHANT_005,2026-03-22,499,CREDIT,TXN00735,INR
BANK00736,TXN00736,MERCHANT_001,2026-01-16,799,CREDIT,TXN00736,INR
BANK00737,TXN00737,MERCHANT_005,2026-05-03,199,CREDIT,TXN00737,INR
BANK00738,TXN00738,MERCHANT_002,2026-03-30,5999,CREDIT,TXN00738,INR
BANK00739,TXN00739,MERCHANT_001,2026-01-06,499,CREDIT,TXN00739,INR
BANK00740,TXN00740,MERCHANT_005,2026-04-06,299,CREDIT,TXN00740,INR
BANK00741,TXN00741,MERCHANT_005,2026-01-28,1499,CREDIT,TXN00741,INR
BANK00742,TXN00742,MERCHANT_002,2026-02-11,5999,CREDIT,TXN00742,INR
BANK00743,TXN00743,MERCHANT_003,2026-02-16,5999,CREDIT,TXN00743,INR
BANK00744,TXN00744,MERCHANT_005,2026-02-14,1999,CREDIT,TXN00744,INR
BANK00745,TXN00745,MERCHANT_002,2026-02-16,5999,CREDIT,TXN00745,INR
BANK00746,TXN00746,MERCHANT_004,2026-05-26,199,CREDIT,TXN00746,INR
BANK00747,TXN00747,MERCHANT_005,2026-02-27,4999,CREDIT,TXN00747,INR
BANK00748,TXN00748,MERCHANT_002,2026-03-27,5999,CREDIT,TXN00748,INR
BANK00749,TXN00749,MERCHANT_003,2026-03-23,499,CREDIT,TXN00749,INR
BANK00750,TXN00750,MERCHANT_004,2026-01-04,999,CREDIT,TXN00750,INR
BANK00751,TXN00751,MERCHANT_001,2026-04-01,999,CREDIT,TXN00751,INR
BANK00752,TXN00752,MERCHANT_001,2026-04-10,2499,CREDIT,TXN00752,INR
BANK00753,TXN00753,MERCHANT_004,2026-05-09,1999,CREDIT,TXN00753,INR
BANK00754,TXN00754,MERCHANT_004,2026-01-26,9999,CREDIT,TXN00754,INR
BANK00755,TXN00755,MERCHANT_002,2026-02-11,2499,CREDIT,TXN00755,INR
BANK00756,TXN00756,MERCHANT_003,2026-01-08,1499,CREDIT,TXN00756,INR
BANK00757,TXN00757,MERCHANT_001,2026-03-30,499,CREDIT,TXN00757,INR
BANK00758,TXN00758,MERCHANT_001,2026-05-21,299,CREDIT,TXN00758,INR
BANK00759,TXN00759,MERCHANT_001,2026-04-22,4999,CREDIT,TXN00759,INR
BANK00760,TXN00760,MERCHANT_002,2026-01-14,299,CREDIT,TXN00760,INR
BANK00761,TXN00761,MERCHANT_002,2026-04-15,5999,CREDIT,TXN00761,INR
BANK00762,TXN00762,MERCHANT_003,2026-03-02,299,CREDIT,TXN00762,INR
BANK00763,TXN00763,MERCHANT_005,2026-05-22,9999,CREDIT,TXN00763,INR
BANK00764,TXN00764,MERCHANT_001,2026-04-03,199,CREDIT,TXN00764,INR
BANK00765,TXN00765,MERCHANT_003,2026-06-19,4999,CREDIT,TXN00765,INR
BANK00766,TXN00766,MERCHANT_001,2026-01-08,799,CREDIT,TXN00766,INR
BANK00767,TXN00767,MERCHANT_001,2026-05-02,9999,CREDIT,TXN00767,INR
BANK00768,TXN00768,MERCHANT_004,2026-05-01,2499,CREDIT,TXN00768,INR
BANK00769,TXN00769,MERCHANT_005,2026-04-11,499,CREDIT,TXN00769,INR
BANK00770,TXN00770,MERCHANT_003,2026-02-17,2499,CREDIT,TXN00770,INR
BANK00771,TXN00771,MERCHANT_004,2026-05-01,999,CREDIT,TXN00771,INR
BANK00772,TXN00772,MERCHANT_005,2026-01-16,499,CREDIT,TXN00772,INR
BANK00773,TXN00773,MERCHANT_003,2026-05-19,1999,CREDIT,TXN00773,INR
BANK00774,TXN00774,MERCHANT_001,2026-04-11,9999,CREDIT,TXN00774,INR
BANK00775,TXN00775,MERCHANT_004,2026-05-27,799,CREDIT,TXN00775,INR
BANK00776,TXN00776,MERCHANT_001,2026-04-14,9999,CREDIT,TXN00776,INR
BANK00777,TXN00777,MERCHANT_005,2026-05-14,7999,CREDIT,TXN00777,INR
BANK00778,TXN00778,MERCHANT_004,2026-02-14,499,CREDIT,TXN00778,INR
BANK00779,TXN00779,MERCHANT_002,2026-01-11,1999,CREDIT,TXN00779,INR
BANK00780,TXN00780,MERCHANT_002,2026-06-10,499,CREDIT,TXN00780,INR
BANK00781,TXN00781,MERCHANT_001,2026-01-25,1999,CREDIT,TXN00781,INR
BANK00782,TXN00782,MERCHANT_003,2026-03-12,2999,CREDIT,TXN00782,INR
BANK00783,TXN00783,MERCHANT_005,2026-06-02,2999,CREDIT,TXN00783,INR
BANK00784,TXN00784,MERCHANT_004,2026-02-08,499,CREDIT,TXN00784,INR
BANK00785,TXN00785,MERCHANT_005,2026-01-26,7999,CREDIT,TXN00785,INR
BANK00786,TXN00786,MERCHANT_003,2026-04-16,999,CREDIT,TXN00786,INR
BANK00787,TXN00787,MERCHANT_005,2026-06-05,2499,CREDIT,TXN00787,INR
BANK00788,TXN00788,MERCHANT_003,2026-04-14,499,CREDIT,TXN00788,INR
BANK00789,TXN00789,MERCHANT_004,2026-03-27,5999,CREDIT,TXN00789,INR
BANK00790,TXN00790,MERCHANT_004,2026-03-10,1499,CREDIT,TXN00790,INR
BANK00791,TXN00791,MERCHANT_003,2026-03-21,999,CREDIT,TXN00791,INR
BANK00792,TXN00792,MERCHANT_002,2026-02-04,999,CREDIT,TXN00792,INR
BANK00793,TXN00793,MERCHANT_003,2026-04-18,3999,CREDIT,TXN00793,INR
BANK00794,TXN00794,MERCHANT_004,2026-02-26,9999,CREDIT,TXN00794,INR
BANK00795,TXN00795,MERCHANT_005,2026-04-06,9999,CREDIT,TXN00795,INR
BANK00796,TXN00796,MERCHANT_002,2026-01-18,999,CREDIT,TXN00796,INR
BANK00797,TXN00797,MERCHANT_005,2026-05-26,199,CREDIT,TXN00797,INR
BANK00798,TXN00798,MERCHANT_002,2026-01-16,799,CREDIT,TXN00798,INR
BANK00799,TXN00799,MERCHANT_001,2026-04-05,5999,CREDIT,TXN00799,INR
BANK00800,TXN00800,MERCHANT_003,2026-04-29,2999,CREDIT,TXN00800,INR
BANK00801,TXN00801,MERCHANT_001,2026-03-03,1499,CREDIT,TXN00801,INR
BANK00802,TXN00802,MERCHANT_002,2026-05-02,3999,CREDIT,TXN00802,INR
BANK00803,TXN00803,MERCHANT_002,2026-03-09,5999,CREDIT,TXN00803,INR
BANK00804,TXN00804,MERCHANT_001,2026-04-10,199,CREDIT,TXN00804,INR
BANK00805,TXN00805,MERCHANT_002,2026-02-28,4999,CREDIT,TXN00805,INR
BANK00806,TXN00806,MERCHANT_003,2026-06-18,1999,CREDIT,TXN00806,INR
BANK00807,TXN00807,MERCHANT_004,2026-02-03,4999,CREDIT,TXN00807,INR
BANK00808,TXN00808,MERCHANT_002,2026-03-06,3999,CREDIT,TXN00808,INR
BANK00809,TXN00809,MERCHANT_004,2026-04-07,9999,CREDIT,TXN00809,INR
BANK00810,TXN00810,MERCHANT_003,2026-02-25,2499,CREDIT,TXN00810,INR
BANK00811,TXN00811,MERCHANT_005,2026-04-13,3999,CREDIT,TXN00811,INR
BANK00812,TXN00812,MERCHANT_005,2026-06-19,9999,CREDIT,TXN00812,INR
BANK00813,TXN00813,MERCHANT_005,2026-06-05,999,CREDIT,TXN00813,INR
BANK00814,TXN00814,MERCHANT_004,2026-01-18,1499,CREDIT,TXN00814,INR
BANK00815,TXN00815,MERCHANT_003,2026-03-10,4999,CREDIT,TXN00815,INR
BANK00816,TXN00816,MERCHANT_002,2026-05-14,7999,CREDIT,TXN00816,INR
BANK00817,TXN00817,MERCHANT_005,2026-04-15,4999,CREDIT,TXN00817,INR
BANK00818,TXN00818,MERCHANT_001,2026-06-19,2499,CREDIT,TXN00818,INR
BANK00819,TXN00819,MERCHANT_004,2026-04-14,1999,CREDIT,TXN00819,INR
BANK00820,TXN00820,MERCHANT_005,2026-02-18,1499,CREDIT,TXN00820,INR
BANK00821,TXN00821,MERCHANT_004,2026-06-22,1499,CREDIT,TXN00821,INR
BANK00822,TXN00822,MERCHANT_005,2026-02-18,999,CREDIT,TXN00822,INR
BANK00823,TXN00823,MERCHANT_002,2026-03-10,5999,CREDIT,TXN00823,INR
BANK00824,TXN00824,MERCHANT_001,2026-02-26,1499,CREDIT,TXN00824,INR
BANK00825,TXN00825,MERCHANT_004,2026-03-26,1499,CREDIT,TXN00825,INR
BANK00826,TXN00826,MERCHANT_003,2026-05-01,9999,CREDIT,TXN00826,INR
BANK00827,TXN00827,MERCHANT_001,2026-06-12,3999,CREDIT,TXN00827,INR
BANK00828,TXN00828,MERCHANT_002,2026-05-11,299,CREDIT,TXN00828,INR
BANK00829,TXN00829,MERCHANT_003,2026-04-17,199,CREDIT,TXN00829,INR
BANK00830,TXN00830,MERCHANT_002,2026-03-29,1999,CREDIT,TXN00830,INR
BANK00831,TXN00831,MERCHANT_003,2026-02-17,7999,CREDIT,TXN00831,INR
BANK00832,TXN00832,MERCHANT_003,2026-06-11,499,CREDIT,TXN00832,INR
BANK00833,TXN00833,MERCHANT_001,2026-04-26,999,CREDIT,TXN00833,INR
BANK00834,TXN00834,MERCHANT_005,2026-02-11,2499,CREDIT,TXN00834,INR
BANK00835,TXN00835,MERCHANT_005,2026-04-23,4999,CREDIT,TXN00835,INR
BANK00836,TXN00836,MERCHANT_004,2026-05-05,1999,CREDIT,TXN00836,INR
BANK00837,TXN00837,MERCHANT_005,2026-02-21,5999,CREDIT,TXN00837,INR
BANK00838,TXN00838,MERCHANT_003,2026-05-16,799,CREDIT,TXN00838,INR
BANK00839,TXN00839,MERCHANT_002,2026-02-28,5999,CREDIT,TXN00839,INR
BANK00840,TXN00840,MERCHANT_002,2026-01-29,1999,CREDIT,TXN00840,INR
BANK00841,TXN00841,MERCHANT_001,2026-01-12,999,CREDIT,TXN00841,INR
BANK00842,TXN00842,MERCHANT_005,2026-06-02,2999,CREDIT,TXN00842,INR
BANK00843,TXN00843,MERCHANT_002,2026-03-30,2499,CREDIT,TXN00843,INR
BANK00844,TXN00844,MERCHANT_002,2026-04-15,199,CREDIT,TXN00844,INR
BANK00845,TXN00845,MERCHANT_002,2026-02-24,5999,CREDIT,TXN00845,INR
BANK00846,TXN00846,MERCHANT_002,2026-02-02,1499,CREDIT,TXN00846,INR
BANK00847,TXN00847,MERCHANT_003,2026-05-17,3999,CREDIT,TXN00847,INR
BANK00848,TXN00848,MERCHANT_001,2026-06-19,9999,CREDIT,TXN00848,INR
BANK00849,TXN00849,MERCHANT_001,2026-04-18,2499,CREDIT,TXN00849,INR
BANK00850,TXN00850,MERCHANT_005,2026-03-08,2499,CREDIT,TXN00850,INR
BANK00851,TXN00851,MERCHANT_001,2026-03-19,1999,CREDIT,TXN00851,INR
BANK00852,TXN00852,MERCHANT_003,2026-06-10,3999,CREDIT,TXN00852,INR
BANK00853,TXN00853,MERCHANT_001,2026-05-11,5999,CREDIT,TXN00853,INR
BANK00854,TXN00854,MERCHANT_001,2026-01-30,2499,CREDIT,TXN00854,INR
BANK00855,TXN00855,MERCHANT_003,2026-05-15,799,CREDIT,TXN00855,INR
BANK00856,TXN00856,MERCHANT_003,2026-02-13,199,CREDIT,TXN00856,INR
BANK00857,TXN00857,MERCHANT_004,2026-03-26,799,CREDIT,TXN00857,INR
BANK00858,TXN00858,MERCHANT_001,2026-01-30,9999,CREDIT,TXN00858,INR
BANK00859,TXN00859,MERCHANT_001,2026-05-12,299,CREDIT,TXN00859,INR
BANK00860,TXN00860,MERCHANT_002,2026-04-28,999,CREDIT,TXN00860,INR
BANK00861,TXN00861,MERCHANT_001,2026-01-27,9999,CREDIT,TXN00861,INR
BANK00862,TXN00862,MERCHANT_003,2026-04-04,7999,CREDIT,TXN00862,INR
BANK00863,TXN00863,MERCHANT_001,2026-01-27,9999,CREDIT,TXN00863,INR
BANK00864,TXN00864,MERCHANT_002,2026-06-20,4999,CREDIT,TXN00864,INR
BANK00865,TXN00865,MERCHANT_003,2026-04-23,3999,CREDIT,TXN00865,INR
BANK00866,TXN00866,MERCHANT_003,2026-03-29,499,CREDIT,TXN00866,INR
BANK00867,TXN00867,MERCHANT_004,2026-04-27,999,CREDIT,TXN00867,INR
BANK00868,TXN00868,MERCHANT_004,2026-06-16,7999,CREDIT,TXN00868,INR
BANK00869,TXN00869,MERCHANT_002,2026-06-28,5999,CREDIT,TXN00869,INR
BANK00870,TXN00870,MERCHANT_001,2026-04-18,3999,CREDIT,TXN00870,INR
BANK00871,TXN00871,MERCHANT_004,2026-02-16,3999,CREDIT,TXN00871,INR
BANK00872,TXN00872,MERCHANT_005,2026-01-09,9999,CREDIT,TXN00872,INR
BANK00873,TXN00873,MERCHANT_004,2026-01-30,1999,CREDIT,TXN00873,INR
BANK00874,TXN00874,MERCHANT_001,2026-03-09,4999,CREDIT,TXN00874,INR
BANK00875,TXN00875,MERCHANT_005,2026-05-30,5999,CREDIT,TXN00875,INR
BANK00876,TXN00876,MERCHANT_005,2026-05-15,5999,CREDIT,TXN00876,INR
BANK00877,TXN00877,MERCHANT_002,2026-05-04,1499,CREDIT,TXN00877,INR
BANK00878,TXN00878,MERCHANT_005,2026-06-06,199,CREDIT,TXN00878,INR
BANK00879,TXN00879,MERCHANT_005,2026-05-02,9999,CREDIT,TXN00879,INR
BANK00880,TXN00880,MERCHANT_001,2026-05-06,1499,CREDIT,TXN00880,INR
BANK00881,TXN00881,MERCHANT_003,2026-01-13,2999,CREDIT,TXN00881,INR
BANK00882,TXN00882,MERCHANT_004,2026-04-15,9999,CREDIT,TXN00882,INR
BANK00883,TXN00883,MERCHANT_004,2026-04-24,7999,CREDIT,TXN00883,INR
BANK00884,TXN00884,MERCHANT_004,2026-04-25,1499,CREDIT,TXN00884,INR
BANK00885,TXN00885,MERCHANT_001,2026-01-27,1999,CREDIT,TXN00885,INR
BANK00886,TXN00886,MERCHANT_005,2026-05-21,199,CREDIT,TXN00886,INR
BANK00887,TXN00887,MERCHANT_005,2026-05-24,799,CREDIT,TXN00887,INR
BANK00888,TXN00888,MERCHANT_003,2026-01-15,9999,CREDIT,TXN00888,INR
BANK00889,TXN00889,MERCHANT_003,2026-05-26,7999,CREDIT,TXN00889,INR
BANK00890,TXN00890,MERCHANT_004,2026-01-30,299,CREDIT,TXN00890,INR
BANK00891,TXN00891,MERCHANT_003,2026-04-02,9999,CREDIT,TXN00891,INR
BANK00892,TXN00892,MERCHANT_005,2026-04-06,5999,CREDIT,TXN00892,INR
BANK00893,TXN00893,MERCHANT_002,2026-05-08,499,CREDIT,TXN00893,INR
BANK00894,TXN00894,MERCHANT_003,2026-06-06,799,CREDIT,TXN00894,INR
BANK00895,TXN00895,MERCHANT_004,2026-02-25,2499,CREDIT,TXN00895,INR
BANK00896,TXN00896,MERCHANT_001,2026-04-17,199,CREDIT,TXN00896,INR
BANK00897,TXN00897,MERCHANT_004,2026-06-20,3999,CREDIT,TXN00897,INR
BANK00898,TXN00898,MERCHANT_001,2026-05-17,5999,CREDIT,TXN00898,INR
BANK00899,TXN00899,MERCHANT_004,2026-05-31,2499,CREDIT,TXN00899,INR
BANK00900,TXN00900,MERCHANT_002,2026-02-03,299,CREDIT,TXN00900,INR
BANK00901,TXN00901,MERCHANT_005,2026-04-09,1999,CREDIT,TXN00901,INR
BANK00902,TXN00902,MERCHANT_004,2026-03-31,999,CREDIT,TXN00902,INR
BANK00903,TXN00903,MERCHANT_002,2026-04-17,3999,CREDIT,TXN00903,INR
BANK00904,TXN00904,MERCHANT_003,2026-05-24,4999,CREDIT,TXN00904,INR
BANK00905,TXN00905,MERCHANT_002,2026-06-11,5999,CREDIT,TXN00905,INR
BANK00906,TXN00906,MERCHANT_002,2026-06-17,499,CREDIT,TXN00906,INR
BANK00907,TXN00907,MERCHANT_003,2026-05-25,2499,CREDIT,TXN00907,INR
BANK00908,TXN00908,MERCHANT_003,2026-04-19,7999,CREDIT,TXN00908,INR
BANK00909,TXN00909,MERCHANT_001,2026-01-07,1999,CREDIT,TXN00909,INR
BANK00910,TXN00910,MERCHANT_001,2026-02-21,999,CREDIT,TXN00910,INR
BANK00911,TXN00911,MERCHANT_003,2026-02-07,9999,CREDIT,TXN00911,INR
BANK00912,TXN00912,MERCHANT_002,2026-05-20,199,CREDIT,TXN00912,INR
BANK00913,TXN00913,MERCHANT_001,2026-06-09,9999,CREDIT,TXN00913,INR
BANK00914,TXN00914,MERCHANT_004,2026-03-02,2999,CREDIT,TXN00914,INR
