order_id,transaction_id,merchant_id,customer_id,order_date,order_amount,currency,payment_method
ORD00625,TXN00625,MERCHANT_004,CUST0045,2026-01-31,7999,INR,CARD
ORD00626,TXN00626,MERCHANT_005,CUST0108,2026-06-26,1499,INR,WALLET
ORD00627,TXN00627,MERCHANT_005,CUST0085,2026-02-05,7999,INR,CARD
ORD00628,TXN00628,MERCHANT_001,CUST0106,2026-05-26,1499,INR,NETBANKING
ORD00629,TXN00629,MERCHANT_002,CUST0276,2026-03-24,5999,INR,NETBANKING
ORD00630,TXN00630,MERCHANT_005,CUST0149,2026-03-10,9999,INR,UPI
ORD00631,TXN00631,MERCHANT_004,CUST0070,2026-01-16,999,INR,CARD
ORD00632,TXN00632,MERCHANT_002,CUST0068,2026-02-07,5999,INR,NETBANKING
ORD00633,TXN00633,MERCHANT_004,CUST0127,2026-05-06,499,INR,NETBANKING
ORD00634,TXN00634,MERCHANT_004,CUST0213,2026-04-26,299,INR,UPI
ORD00635,TXN00635,MERCHANT_005,CUST0207,2026-03-13,5999,INR,NETBANKING
ORD00636,TXN00636,MERCHANT_004,CUST0233,2026-03-25,3999,INR,UPI
ORD00637,TXN00637,MERCHANT_004,CUST0048,2026-06-12,4999,INR,NETBANKING
ORD00638,TXN00638,MERCHANT_005,CUST0033,2026-04-12,799,INR,WALLET
ORD00639,TXN00639,MERCHANT_004,CUST0109,2026-03-10,1499,INR,NETBANKING
ORD00640,TXN00640,MERCHANT_005,CUST0173,2026-05-28,499,INR,WALLET
ORD00641,TXN00641,MERCHANT_001,CUST0176,2026-01-12,299,INR,WALLET
ORD00642,TXN00642,MERCHANT_001,CUST0009,2026-02-10,2499,INR,WALLET
ORD00643,TXN00643,MERCHANT_004,CUST0001,2026-02-21,5999,INR,CARD
ORD00644,TXN00644,MERCHANT_002,CUST0155,2026-03-12,299,INR,NETBANKING
ORD00645,TXN00645,MERCHANT_001,CUST0129,2026-04-06,4999,INR,CARD
ORD00646,TXN00646,MERCHANT_004,CUST0027,2026-06-10,999,INR,CARD
ORD00647,TXN00647,MERCHANT_001,CUST0220,2026-06-30,299,INR,UPI
ORD00648,TXN00648,MERCHANT_004,CUST0110,2026-01-20,499,INR,CARD
ORD00649,TXN00649,MERCHANT_004,CUST0266,2026-01-03,199,INR,NETBANKING
ORD00650,TXN00650,MERCHANT_004,CUST0062,2026-06-27,499,INR,WALLET
ORD00651,TXN00651,MERCHANT_002,CUST0037,2026-04-09,299,INR,UPI
ORD00652,TXN00652,MERCHANT_003,CUST0053,2026-04-05,999,INR,CARD
ORD00653,TXN00653,MERCHANT_002,CUST0196,2026-06-14,4999,INR,CARD
ORD00654,TXN00654,MERCHANT_005,CUST0036,2026-05-25,199,INR,CARD
ORD00655,TXN00655,MERCHANT_003,CUST0226,2026-02-24,4999,INR,CARD
ORD00656,TXN00656,MERCHANT_005,CUST0211,2026-06-25,2499,INR,CARD
ORD00657,TXN00657,MERCHANT_001,CUST0045,2026-02-05,7999,INR,UPI
ORD00658,TXN00658,MERCHANT_003,CUST0197,2026-04-20,1499,INR,CARD
ORD00659,TXN00659,MERCHANT_003,CUST0127,2026-06-15,299,INR,CARD
ORD00660,TXN00660,MERCHANT_005,CUST0284,2026-06-03,5999,INR,NETBANKING
ORD00661,TXN00661,MERCHANT_003,CUST0014,2026-02-22,2999,INR,CARD
ORD00662,TXN00662,MERCHANT_003,CUST0201,2026-06-15,199,INR,CARD
ORD00663,TXN00663,MERCHANT_004,CUST0254,2026-01-29,799,INR,WALLET
ORD00664,TXN00664,MERCHANT_005,CUST0037,2026-01-04,1499,INR,NETBANKING
ORD00665,TXN00665,MERCHANT_004,CUST0068,2026-05-26,1999,INR,NETBANKING
ORD00666,TXN00666,MERCHANT_002,CUST0280,2026-05-01,7999,INR,UPI
ORD00667,TXN00667,MERCHANT_005,CUST0009,2026-01-18,199,INR,NETBANKING
ORD00668,TXN00668,MERCHANT_001,CUST0111,2026-01-16,7999,INR,WALLET
ORD00669,TXN00669,MERCHANT_003,CUST0260,2026-06-10,5999,INR,WALLET
ORD00670,TXN00670,MERCHANT_004,CUST0217,2026-01-22,4999,INR,CARD
ORD00671,TXN00671,MERCHANT_001,CUST0143,2026-03-21,299,INR,CARD
ORD00672,TXN00672,MERCHANT_005,CUST0080,2026-03-25,1999,INR,UPI
ORD00673,TXN00673,MERCHANT_004,CUST0159,2026-03-03,199,INR,CARD
ORD00674,TXN00674,MERCHANT_004,CUST0045,2026-01-30,2499,INR,UPI
ORD00675,TXN00675,MERCHANT_002,CUST0159,2026-01-31,199,INR,CARD
ORD00676,TXN00676,MERCHANT_002,CUST0006,2026-05-08,1499,INR,NETBANKING
ORD00677,TXN00677,MERCHANT_003,CUST0086,2026-02-02,5999,INR,NETBANKING
ORD00678,TXN00678,MERCHANT_001,CUST0061,2026-03-27,7999,INR,WALLET
ORD00679,TXN00679,MERCHANT_005,CUST0140,2026-01-17,999,INR,UPI
ORD00680,TXN00680,MERCHANT_004,CUST0255,2026-05-11,1499,INR,UPI
ORD00681,TXN00681,MERCHANT_005,CUST0256,2026-02-12,1499,INR,CARD
ORD00682,TXN00682,MERCHANT_001,CUST0131,2026-05-27,4999,INR,UPI
ORD00683,TXN00683,MERCHANT_005,CUST0117,2026-01-01,199,INR,UPI
ORD00684,TXN00684,MERCHANT_001,CUST0126,2026-05-01,1499,INR,WALLET
ORD00685,TXN00685,MERCHANT_002,CUST0077,2026-01-10,2999,INR,WALLET
ORD00686,TXN00686,MERCHANT_003,CUST0115,2026-03-05,1999,INR,NETBANKING
ORD00687,TXN00687,MERCHANT_001,CUST0139,2026-05-27,1499,INR,UPI
ORD00688,TXN00688,MERCHANT_001,CUST0258,2026-02-15,799,INR,UPI
ORD00689,TXN00689,MERCHANT_001,CUST0206,2026-04-30,9999,INR,NETBANKING
ORD00690,TXN00690,MERCHANT_003,CUST0160,2026-01-23,2999,INR,WALLET
ORD00691,TXN00691,MERCHANT_003,CUST0005,2026-02-21,999,INR,NETBANKING
ORD00692,TXN00692,MERCHANT_004,CUST0125,2026-04-05,3999,INR,WALLET
ORD00693,TXN00693,MERCHANT_005,CUST0101,2026-03-04,499,INR,UPI
ORD00694,TXN00694,MERCHANT_001,CUST0210,2026-03-01,2999,INR,NETBANKING
ORD00695,TXN00695,MERCHANT_003,CUST0005,2026-01-01,7999,INR,WALLET
ORD00696,TXN00696,MERCHANT_001,CUST0158,2026-02-22,2999,INR,CARD
ORD00697,TXN00697,MERCHANT_004,CUST0215,2026-01-16,499,INR,NETBANKING
ORD00698,TXN00698,MERCHANT_001,CUST0048,2026-03-01,9999,INR,WALLET
ORD00699,TXN00699,MERCHANT_004,CUST0191,2026-01-22,3999,INR,UPI
ORD00700,TXN00700,MERCHANT_002,CUST0259,2026-06-13,9999,INR,WALLET
ORD00701,TXN00701,MERCHANT_005,CUST0039,2026-05-26,199,INR,WALLET
ORD00702,TXN00702,MERCHANT_002,CUST0067,2026-03-16,999,INR,NETBANKING
ORD00703,TXN00703,MERCHANT_003,CUST0202,2026-03-23,2499,INR,NETBANKING
ORD00704,TXN00704,MERCHANT_001,CUST0120,2026-02-21,499,INR,UPI
ORD00705,TXN00705,MERCHANT_001,CUST0080,2026-02-12,2499,INR,WALLET
ORD00706,TXN00706,MERCHANT_004,CUST0161,2026-01-31,2999,INR,NETBANKING
ORD00707,TXN00707,MERCHANT_004,CUST0107,2026-03-20,2499,INR,NETBANKING
ORD00708,TXN00708,MERCHANT_001,CUST0062,2026-02-10,7999,INR,NETBANKING
ORD00709,TXN00709,MERCHANT_002,CUST0021,2026-03-25,499,INR,UPI
ORD00710,TXN00710,MERCHANT_003,CUST0128,2026-04-12,2999,INR,UPI
ORD00711,TXN00711,MERCHANT_003,CUST0154,2026-02-14,199,INR,WALLET
ORD00712,TXN00712,MERCHANT_005,CUST0232,2026-05-21,799,INR,UPI
ORD00713,TXN00713,MERCHANT_001,CUST0237,2026-02-05,299,INR,UPI
ORD00714,TXN00714,MERCHANT_002,CUST0032,2026-02-03,799,INR,WALLET
ORD00715,TXN00715,MERCHANT_001,CUST0191,2026-05-30,3999,INR,NETBANKING
ORD00716,TXN00716,MERCHANT_001,CUST0039,2026-01-17,799,INR,WALLET
ORD00717,TXN00717,MERCHANT_001,CUST0066,2026-03-26,299,INR,UPI
ORD00718,TXN00718,MERCHANT_001,CUST0237,2026-02-13,3999,INR,WALLET
ORD00719,TXN00719,MERCHANT_004,CUST0203,2026-01-08,1999,INR,WALLET
ORD00720,TXN00720,MERCHANT_003,CUST0089,2026-02-24,499,INR,NETBANKING
ORD00721,TXN00721,MERCHANT_004,CUST0144,2026-02-08,199,INR,CARD
ORD00722,TXN00722,MERCHANT_004,CUST0152,2026-04-16,2999,INR,WALLET
ORD00723,TXN00723,MERCHANT_001,CUST0032,2026-03-13,1999,INR,CARD
ORD00724,TXN00724,MERCHANT_002,CUST0215,2026-06-14,7999,INR,CARD
ORD00725,TXN00725,MERCHANT_001,CUST0279,2026-04-08,7999,INR,NETBANKING
ORD00726,TXN00726,MERCHANT_005,CUST0246,2026-05-05,1499,INR,NETBANKING
ORD00727,TXN00727,MERCHANT_003,CUST0199,2026-02-16,199,INR,NETBANKING
ORD00728,TXN00728,MERCHANT_001,CUST0113,2026-03-13,199,INR,WALLET
ORD00729,TXN00729,MERCHANT_003,CUST0272,2026-05-30,799,INR,CARD
ORD00730,TXN00730,MERCHANT_002,CUST0052,2026-06-18,799,INR,NETBANKING
ORD00731,TXN00731,MERCHANT_001,CUST0274,2026-02-26,3999,INR,WALLET
ORD00732,TXN00732,MERCHANT_002,CUST0182,2026-02-15,799,INR,NETBANKING
ORD00733,TXN00733,MERCHANT_005,CUST0184,2026-01-08,5999,INR,NETBANKING
ORD00734,TXN00734,MERCHANT_005,CUST0291,2026-02-06,3999,INR,CARD
ORD00735,TXN00735,MERCHANT_005,CUST0253,2026-03-21,499,INR,WALLET
ORD00736,TXN00736,MERCHANT_001,CUST0020,2026-01-15,799,INR,CARD
ORD00737,TXN00737,MERCHANT_005,CUST0011,2026-05-03,199,INR,NETBANKING
ORD00738,TXN00738,MERCHANT_002,CUST0104,2026-03-29,5999,INR,CARD
ORD00739,TXN00739,MERCHANT_001,CUST0166,2026-01-06,499,INR,CARD
ORD00740,TXN00740,MERCHANT_005,CUST0057,2026-04-04,299,INR,NETBANKING
ORD00741,TXN00741,MERCHANT_005,CUST0203,2026-01-26,1499,INR,NETBANKING
ORD00742,TXN00742,MERCHANT_002,CUST0166,2026-02-10,5999,INR,WALLET
ORD00743,TXN00743,MERCHANT_003,CUST0250,2026-02-14,5999,INR,NETBANKING
ORD00744,TXN00744,MERCHANT_005,CUST0115,2026-02-14,1999,INR,NETBANKING
ORD00745,TXN00745,MERCHANT_002,CUST0151,2026-02-15,5999,INR,UPI
ORD00746,TXN00746,MERCHANT_004,CUST0294,2026-05-26,199,INR,CARD
ORD00747,TXN00747,MERCHANT_005,CUST0163,2026-02-26,4999,INR,UPI
ORD00748,TXN00748,MERCHANT_002,CUST0255,2026-03-26,5999,INR,UPI
ORD00749,TXN00749,MERCHANT_003,CUST0122,2026-03-23,499,INR,UPI
ORD00750,TXN00750,MERCHANT_004,CUST0172,2026-01-03,999,INR,CARD
ORD00751,TXN00751,MERCHANT_001,CUST0128,2026-03-31,999,INR,UPI
ORD00752,TXN00752,MERCHANT_001,CUST0001,2026-04-09,2499,INR,WALLET
ORD00753,TXN00753,MERCHANT_004,CUST0086,2026-05-07,1999,INR,NETBANKING
ORD00754,TXN00754,MERCHANT_004,CUST0280,2026-01-26,9999,INR,WALLET
ORD00755,TXN00755,MERCHANT_002,CUST0296,2026-02-11,2499,INR,UPI
ORD00756,TXN00756,MERCHANT_003,CUST0018,2026-01-06,1499,INR,NETBANKING
ORD00757,TXN00757,MERCHANT_001,CUST0054,2026-03-29,499,INR,WALLET
ORD00758,TXN00758,MERCHANT_001,CUST0083,2026-05-21,299,INR,NETBANKING
ORD00759,TXN00759,MERCHANT_001,CUST0248,2026-04-21,4999,INR,CARD
ORD00760,TXN00760,MERCHANT_002,CUST0223,2026-01-14,299,INR,NETBANKING
ORD00761,TXN00761,MERCHANT_002,CUST0106,2026-04-15,5999,INR,NETBANKING
ORD00762,TXN00762,MERCHANT_003,CUST0145,2026-03-02,299,INR,UPI
ORD00763,TXN00763,MERCHANT_005,CUST0202,2026-05-21,9999,INR,WALLET
ORD00764,TXN00764,MERCHANT_001,CUST0079,2026-04-03,199,INR,WALLET
ORD00765,TXN00765,MERCHANT_003,CUST0045,2026-06-19,4999,INR,WALLET
ORD00766,TXN00766,MERCHANT_001,CUST0103,2026-01-07,799,INR,CARD
ORD00767,TXN00767,MERCHANT_001,CUST0150,2026-05-02,9999,INR,UPI
ORD00768,TXN00768,MERCHANT_004,CUST0158,2026-05-01,2499,INR,NETBANKING
ORD00769,TXN00769,MERCHANT_005,CUST0047,2026-04-10,499,INR,NETBANKING
ORD00770,TXN00770,MERCHANT_003,CUST0196,2026-02-17,2499,INR,UPI
ORD00771,TXN00771,MERCHANT_004,CUST0135,2026-04-30,999,INR,CARD
ORD00772,TXN00772,MERCHANT_005,CUST0138,2026-01-16,499,INR,UPI
ORD00773,TXN00773,MERCHANT_003,CUST0044,2026-05-19,1999,INR,CARD
ORD00774,TXN00774,MERCHANT_001,CUST0284,2026-04-10,9999,INR,WALLET
ORD00775,TXN00775,MERCHANT_004,CUST0275,2026-05-27,799,INR,WALLET
ORD00776,TXN00776,MERCHANT_001,CUST0154,2026-04-12,9999,INR,UPI
ORD00777,TXN00777,MERCHANT_005,CUST0258,2026-05-13,7999,INR,CARD
ORD00778,TXN00778,MERCHANT_004,CUST0062,2026-02-14,499,INR,CARD
ORD00779,TXN00779,MERCHANT_002,CUST0099,2026-01-11,1999,INR,UPI
ORD00780,TXN00780,MERCHANT_002,CUST0223,2026-06-10,499,INR,NETBANKING
ORD00781,TXN00781,MERCHANT_001,CUST0164,2026-01-23,1999,INR,WALLET
ORD00782,TXN00782,MERCHANT_003,CUST0283,2026-03-12,2999,INR,WALLET
ORD00783,TXN00783,MERCHANT_005,CUST0007,2026-05-31,2999,INR,WALLET
ORD00784,TXN00784,MERCHANT_004,CUST0058,2026-02-08,499,INR,UPI
ORD00785,TXN00785,MERCHANT_005,CUST0055,2026-01-26,7999,INR,NETBANKING
ORD00786,TXN00786,MERCHANT_003,CUST0275,2026-04-16,999,INR,WALLET
ORD00787,TXN00787,MERCHANT_005,CUST0249,2026-06-05,2499,INR,UPI
ORD00788,TXN00788,MERCHANT_003,CUST0089,2026-04-14,499,INR,WALLET
ORD00789,TXN00789,MERCHANT_004,CUST0020,2026-03-26,5999,INR,CARD
ORD00790,TXN00790,MERCHANT_004,CUST0026,2026-03-10,1499,INR,UPI
ORD00791,TXN00791,MERCHANT_003,CUST0173,2026-03-21,999,INR,WALLET
ORD00792,TXN00792,MERCHANT_002,CUST0051,2026-02-04,999,INR,WALLET
ORD00793,TXN00793,MERCHANT_003,CUST0165,2026-04-17,3999,INR,UPI
ORD00794,TXN00794,MERCHANT_004,CUST0097,2026-02-24,9999,INR,WALLET
ORD00795,TXN00795,MERCHANT_005,CUST0249,2026-04-06,9999,INR,UPI
ORD00796,TXN00796,MERCHANT_002,CUST0264,2026-01-17,999,INR,WALLET
ORD00797,TXN00797,MERCHANT_005,CUST0070,2026-05-26,199,INR,CARD
ORD00798,TXN00798,MERCHANT_002,CUST0099,2026-01-15,799,INR,UPI
ORD00799,TXN00799,MERCHANT_001,CUST0234,2026-04-03,5999,INR,CARD
ORD00800,TXN00800,MERCHANT_003,CUST0141,2026-04-29,2999,INR,WALLET
ORD00801,TXN00801,MERCHANT_001,CUST0064,2026-03-03,1499,INR,WALLET
ORD00802,TXN00802,MERCHANT_002,CUST0229,2026-05-02,3999,INR,NETBANKING
ORD00803,TXN00803,MERCHANT_002,CUST0177,2026-03-08,5999,INR,UPI
ORD00804,TXN00804,MERCHANT_001,CUST0146,2026-04-09,199,INR,CARD
ORD00805,TXN00805,MERCHANT_002,CUST0293,2026-02-26,4999,INR,CARD
ORD00806,TXN00806,MERCHANT_003,CUST0106,2026-06-16,1999,INR,UPI
ORD00807,TXN00807,MERCHANT_004,CUST0005,2026-02-03,4999,INR,CARD
ORD00808,TXN00808,MERCHANT_002,CUST0005,2026-03-06,3999,INR,NETBANKING
ORD00809,TXN00809,MERCHANT_004,CUST0141,2026-04-07,9999,INR,NETBANKING
ORD00810,TXN00810,MERCHANT_003,CUST0236,2026-02-25,2499,INR,NETBANKING
ORD00811,TXN00811,MERCHANT_005,CUST0267,2026-04-12,3999,INR,UPI
ORD00812,TXN00812,MERCHANT_005,CUST0004,2026-06-19,9999,INR,NETBANKING
ORD00813,TXN00813,MERCHANT_005,CUST0288,2026-06-05,999,INR,NETBANKING
ORD00814,TXN00814,MERCHANT_004,CUST0056,2026-01-17,1499,INR,NETBANKING
ORD00815,TXN00815,MERCHANT_003,CUST0167,2026-03-08,4999,INR,NETBANKING
ORD00816,TXN00816,MERCHANT_002,CUST0097,2026-05-13,7999,INR,CARD
ORD00817,TXN00817,MERCHANT_005,CUST0030,2026-04-14,4999,INR,NETBANKING
ORD00818,TXN00818,MERCHANT_001,CUST0072,2026-06-17,2499,INR,NETBANKING
ORD00819,TXN00819,MERCHANT_004,CUST0133,2026-04-14,1999,INR,UPI
ORD00820,TXN00820,MERCHANT_005,CUST0299,2026-02-18,1499,INR,CARD
ORD00821,TXN00821,MERCHANT_004,CUST0274,2026-06-21,1499,INR,NETBANKING
ORD00822,TXN00822,MERCHANT_005,CUST0088,2026-02-16,999,INR,UPI
ORD00823,TXN00823,MERCHANT_002,CUST0242,2026-03-08,5999,INR,CARD
ORD00824,TXN00824,MERCHANT_001,CUST0172,2026-02-26,1499,INR,CARD
ORD00825,TXN00825,MERCHANT_004,CUST0158,2026-03-26,1499,INR,NETBANKING
ORD00826,TXN00826,MERCHANT_003,CUST0300,2026-04-29,9999,INR,UPI
ORD00827,TXN00827,MERCHANT_001,CUST0241,2026-06-12,3999,INR,UPI
ORD00828,TXN00828,MERCHANT_002,CUST0242,2026-05-09,299,INR,WALLET
ORD00829,TXN00829,MERCHANT_003,CUST0272,2026-04-16,199,INR,CARD
ORD00830,TXN00830,MERCHANT_002,CUST0071,2026-03-29,1999,INR,WALLET
ORD00831,TXN00831,MERCHANT_003,CUST0074,2026-02-16,7999,INR,UPI
ORD00832,TXN00832,MERCHANT_003,CUST0250,2026-06-11,499,INR,NETBANKING
ORD00833,TXN00833,MERCHANT_001,CUST0030,2026-04-26,999,INR,CARD
ORD00834,TXN00834,MERCHANT_005,CUST0087,2026-02-10,2499,INR,UPI
ORD00835,TXN00835,MERCHANT_005,CUST0067,2026-04-22,4999,INR,WALLET
ORD00836,TXN00836,MERCHANT_004,CUST0207,2026-05-03,1999,INR,UPI
ORD00837,TXN00837,MERCHANT_005,CUST0020,2026-02-21,5999,INR,NETBANKING
ORD00838,TXN00838,MERCHANT_003,CUST0008,2026-05-16,799,INR,UPI
ORD00839,TXN00839,MERCHANT_002,CUST0003,2026-02-27,5999,INR,NETBANKING
ORD00840,TXN00840,MERCHANT_002,CUST0160,2026-01-27,1999,INR,NETBANKING
ORD00841,TXN00841,MERCHANT_001,CUST0086,2026-01-12,999,INR,NETBANKING
ORD00842,TXN00842,MERCHANT_005,CUST0234,2026-06-02,2999,INR,NETBANKING
ORD00843,TXN00843,MERCHANT_002,CUST0223,2026-03-29,2499,INR,NETBANKING
ORD00844,TXN00844,MERCHANT_002,CUST0097,2026-04-14,199,INR,CARD
ORD00845,TXN00845,MERCHANT_002,CUST0115,2026-02-24,5999,INR,UPI
ORD00846,TXN00846,MERCHANT_002,CUST0259,2026-02-01,1499,INR,UPI
ORD00847,TXN00847,MERCHANT_003,CUST0193,2026-05-17,3999,INR,UPI
ORD00848,TXN00848,MERCHANT_001,CUST0025,2026-06-17,9999,INR,UPI
ORD00849,TXN00849,MERCHANT_001,CUST0025,2026-04-17,2499,INR,WALLET
ORD00850,TXN00850,MERCHANT_005,CUST0064,2026-03-06,2499,INR,CARD
ORD00851,TXN00851,MERCHANT_001,CUST0106,2026-03-19,1999,INR,UPI
ORD00852,TXN00852,MERCHANT_003,CUST0267,2026-06-09,3999,INR,CARD
ORD00853,TXN00853,MERCHANT_001,CUST0215,2026-05-11,5999,INR,UPI
ORD00854,TXN00854,MERCHANT_001,CUST0145,2026-01-28,2499,INR,CARD
ORD00855,TXN00855,MERCHANT_003,CUST0103,2026-05-14,799,INR,NETBANKING
ORD00856,TXN00856,MERCHANT_003,CUST0210,2026-02-11,199,INR,WALLET
ORD00857,TXN00857,MERCHANT_004,CUST0107,2026-03-26,799,INR,UPI
ORD00858,TXN00858,MERCHANT_001,CUST0007,2026-01-29,9999,INR,WALLET
ORD00859,TXN00859,MERCHANT_001,CUST0077,2026-05-11,299,INR,UPI
ORD00860,TXN00860,MERCHANT_002,CUST0132,2026-04-27,999,INR,NETBANKING
ORD00861,TXN00861,MERCHANT_001,CUST0238,2026-01-26,9999,INR,CARD
ORD00862,TXN00862,MERCHANT_003,CUST0021,2026-04-03,7999,INR,NETBANKING
ORD00863,TXN00863,MERCHANT_001,CUST0219,2026-01-25,9999,INR,UPI
ORD00864,TXN00864,MERCHANT_002,CUST0005,2026-06-19,4999,INR,CARD
ORD00865,TXN00865,MERCHANT_003,CUST0169,2026-04-23,3999,INR,NETBANKING
ORD00866,TXN00866,MERCHANT_003,CUST0048,2026-03-29,499,INR,UPI
ORD00867,TXN00867,MERCHANT_004,CUST0206,2026-04-27,999,INR,WALLET
ORD00868,TXN00868,MERCHANT_004,CUST0245,2026-06-16,7999,INR,CARD
ORD00869,TXN00869,MERCHANT_002,CUST0058,2026-06-28,5999,INR,UPI
ORD00870,TXN00870,MERCHANT_001,CUST0082,2026-04-17,3999,INR,WALLET
ORD00871,TXN00871,MERCHANT_004,CUST0292,2026-02-16,3999,INR,WALLET
ORD00872,TXN00872,MERCHANT_005,CUST0184,2026-01-08,9999,INR,CARD
ORD00873,TXN00873,MERCHANT_004,CUST0248,2026-01-29,1999,INR,WALLET
ORD00874,TXN00874,MERCHANT_001,CUST0024,2026-03-08,4999,INR,NETBANKING
ORD00875,TXN00875,MERCHANT_005,CUST0007,2026-05-28,5999,INR,CARD
ORD00876,TXN00876,MERCHANT_005,CUST0174,2026-05-14,5999,INR,UPI
ORD00877,TXN00877,MERCHANT_002,CUST0222,2026-05-04,1499,INR,WALLET
ORD00878,TXN00878,MERCHANT_005,CUST0077,2026-06-06,199,INR,UPI
ORD00879,TXN00879,MERCHANT_005,CUST0081,2026-05-01,9999,INR,WALLET
ORD00880,TXN00880,MERCHANT_001,CUST0085,2026-05-06,1499,INR,CARD
ORD00881,TXN00881,MERCHANT_003,CUST0170,2026-01-13,2999,INR,CARD
ORD00882,TXN00882,MERCHANT_004,CUST0282,2026-04-14,9999,INR,CARD
ORD00883,TXN00883,MERCHANT_004,CUST0041,2026-04-24,7999,INR,WALLET
ORD00884,TXN00884,MERCHANT_004,CUST0046,2026-04-25,1499,INR,UPI
ORD00885,TXN00885,MERCHANT_001,CUST0255,2026-01-27,1999,INR,WALLET
ORD00886,TXN00886,MERCHANT_005,CUST0019,2026-05-21,199,INR,UPI
ORD00887,TXN00887,MERCHANT_005,CUST0156,2026-05-24,799,INR,WALLET
ORD00888,TXN00888,MERCHANT_003,CUST0175,2026-01-14,9999,INR,CARD
ORD00889,TXN00889,MERCHANT_003,CUST0233,2026-05-24,7999,INR,WALLET
ORD00890,TXN00890,MERCHANT_004,CUST0187,2026-01-30,299,INR,CARD
ORD00891,TXN00891,MERCHANT_003,CUST0002,2026-04-01,9999,INR,NETBANKING
ORD00892,TXN00892,MERCHANT_005,CUST0281,2026-04-06,5999,INR,UPI
ORD00893,TXN00893,MERCHANT_002,CUST0024,2026-05-07,499,INR,WALLET
ORD00894,TXN00894,MERCHANT_003,CUST0055,2026-06-06,799,INR,CARD
ORD00895,TXN00895,MERCHANT_004,CUST0062,2026-02-25,2499,INR,CARD
ORD00896,TXN00896,MERCHANT_001,CUST0174,2026-04-17,199,INR,UPI
ORD00897,TXN00897,MERCHANT_004,CUST0231,2026-06-18,3999,INR,CARD
ORD00898,TXN00898,MERCHANT_001,CUST0256,2026-05-16,5999,INR,UPI
ORD00899,TXN00899,MERCHANT_004,CUST0284,2026-05-30,2499,INR,CARD
ORD00900,TXN00900,MERCHANT_002,CUST0297,2026-02-02,299,INR,WALLET
ORD00901,TXN00901,MERCHANT_005,CUST0165,2026-04-09,1999,INR,CARD
ORD00902,TXN00902,MERCHANT_004,CUST0141,2026-03-29,999,INR,WALLET
ORD00903,TXN00903,MERCHANT_002,CUST0069,2026-04-16,3999,INR,NETBANKING
ORD00904,TXN00904,MERCHANT_003,CUST0281,2026-05-22,4999,INR,CARD
ORD00905,TXN00905,MERCHANT_002,CUST0103,2026-06-09,5999,INR,NETBANKING
ORD00906,TXN00906,MERCHANT_002,CUST0177,2026-06-16,499,INR,NETBANKING
ORD00907,TXN00907,MERCHANT_003,CUST0060,2026-05-24,2499,INR,WALLET
ORD00908,TXN00908,MERCHANT_003,CUST0274,2026-04-19,7999,INR,UPI
ORD00909,TXN00909,MERCHANT_001,CUST0268,2026-01-07,1999,INR,CARD
ORD00910,TXN00910,MERCHANT_001,CUST0028,2026-02-21,999,INR,CARD
ORD00911,TXN00911,MERCHANT_003,CUST0147,2026-02-07,9999,INR,UPI
ORD00912,TXN00912,MERCHANT_002,CUST0152,2026-05-19,199,INR,NETBANKING
ORD00913,TXN00913,MERCHANT_001,CUST0232,2026-06-07,9999,INR,CARD
ORD00914,TXN00914,MERCHANT_004,CUST0288,2026-03-02,2999,INR,NETBANKING
ORD00915,TXN00915,MERCHANT_004,CUST0025,2026-04-10,1999,INR,NETBANKING
ORD00916,TXN00916,MERCHANT_001,CUST0283,2026-01-04,5999,INR,NETBANKING
ORD00917,TXN00917,MERCHANT_005,CUST0104,2026-04-24,9999,INR,CARD
ORD00918,TXN00918,MERCHANT_005,CUST0189,2026-05-20,5999,INR,CARD
ORD00919,TXN00919,MERCHANT_003,CUST0100,2026-04-25,499,INR,UPI
ORD00920,TXN00920,MERCHANT_002,CUST0096,2026-05-12,299,INR,WALLET
ORD00921,TXN00921,MERCHANT_004,CUST0021,2026-03-13,2999,INR,NETBANKING
ORD00922,TXN00922,MERCHANT_002,CUST0067,2026-05-30,9999,INR,NETBANKING
ORD00923,TXN00923,MERCHANT_003,CUST0003,2026-04-30,5999,INR,CARD
ORD00924,TXN00924,MERCHANT_002,CUST0021,2026-03-24,3999,INR,UPI
ORD00925,TXN00925,MERCHANT_004,CUST0155,2026-05-27,2999,INR,NETBANKING
ORD00926,TXN00926,MERCHANT_003,CUST0038,2026-05-15,799,INR,CARD
ORD00927,TXN00927,MERCHANT_001,CUST0267,2026-05-10,499,INR,WALLET
ORD00928,TXN00928,MERCHANT_005,CUST0279,2026-04-14,299,INR,NETBANKING
ORD00929,TXN00929,MERCHANT_002,CUST0114,2026-06-19,1499,INR,NETBANKING
ORD00930,TXN00930,MERCHANT_003,CUST0185,2026-02-25,7999,INR,WALLET
ORD00931,TXN00931,MERCHANT_001,CUST0288,2026-01-30,4999,INR,NETBANKING
ORD00932,TXN00932,MERCHANT_002,CUST0229,2026-06-14,3999,INR,CARD
ORD00933,TXN00933,MERCHANT_003,CUST0021,2026-04-08,7999,INR,UPI
ORD00934,TXN00934,MERCHANT_003,CUST0198,2026-05-19,5999,INR,NETBANKING
ORD00935,TXN00935,MERCHANT_005,CUST0013,2026-04-06,2999,INR,WALLET
ORD00936,TXN00936,MERCHANT_001,CUST0250,2026-03-17,4999,INR,CARD
